name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,length1,length2,minleft1,maxright1,minleft2,maxright2,relmean1,relmean2,relmin1,relmin2,relmax1,relmax2
dmsA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,9572,7,0.0,0.0,3,+,940906,940943,3580937,3580970,-,38,34,940821,943252,3580924,3581019,0.0,0.8827,0.0,1.0,0.9382,0.0
rplK,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,9211,2,0.0,0.0,3,+,4178429,4178458,507241,507272,+,30,32,4178349,4178891,507195,507288,0.0276,0.4552,0.0,0.0,1.0,1.0
nlpD,CDS,NC_000913.3,dsrA,ncRNA,NC_000913.3,8976,9,0.0,0.0,3,-,2867670,2867706,2025252,2025286,-,37,34,2867538,2868543,2025220,2025315,0.9186,0.6982,1.0,1.0,0.1844,0.0
yebO,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,7468,6,0.0,0.0,3,-,1908480,1908516,2167162,2167196,+,37,35,1907578,1908568,2167112,2167203,0.1105,0.5636,1.0,0.0,0.0,1.0
ompF,CDS,NC_000913.3,micF,ncRNA,NC_000913.3,7309,5,0.0,0.0,3,-,986790,986825,2313136,2313169,+,36,34,985851,986999,2313082,2313186,0.1437,0.568,1.0,0.0,0.0,1.0
fliZ,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,6583,16,0.0,0.0,3,-,2000434,2000469,2942777,2942809,+,36,33,2000367,2001054,2942692,2942902,1.0,0.3984,1.0,0.0,0.0,1.0
ytfK,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,6441,20,0.0,0.0,3,+,4439757,4439792,1409203,1409236,+,36,34,4439412,4440054,1409128,1409250,0.9999,0.6277,0.0,0.0,1.0,1.0
fliC,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,6439,7,0.0,0.0,3,-,2003461,2003497,1622825,1622856,-,36,32,2001776,2003626,1622815,1622916,0.0727,0.9134,1.0,1.0,0.0,0.0
ryhB,ncRNA,NC_000913.3,pgsA,CDS,NC_000913.3,5967,3,0.0,0.0,3,-,3580972,3581009,1991760,1991792,-,37,33,3580925,3581019,1991716,1992809,0.075,1.0,1.0,1.0,0.0,0.0146
eptB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,5711,10,0.0,0.0,3,-,3707772,3707809,2942779,2942812,+,37,34,3707687,3710492,2942693,2942902,1.0,0.4103,1.0,0.0,0.0,1.0
ompX,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,5630,10,0.0,0.0,3,+,850503,850535,2167159,2167193,+,33,34,850403,850987,2167111,2167203,0.1663,0.5317,0.0,0.0,1.0,1.0
tnaC,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,5469,20,0.0,0.0,3,+,3888499,3888531,3350655,3350688,+,32,34,3888411,3888635,3350588,3350698,1.0,0.6515,0.0,0.0917,1.0,1.0
sulA,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,5409,6,0.0,0.0,3,-,1020090,1020125,2814823,2814856,+,35,34,1020035,1020188,2814798,2814880,1.0,0.2991,1.0,0.0,1.0,1.0
fecR,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,5030,8,4.867437675678365e-62,3.0264451317815055e-59,3,-,4516678,4516710,2942815,2942847,+,32,32,4516658,4517707,2942693,2942903,1.0,0.5871,1.0,0.0,0.0105,1.0
hfq,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,4495,3,0.0,0.0,3,+,4400261,4400295,2167157,2167191,+,35,34,4400226,4400655,2167111,2167201,0.0245,0.5055,0.0,0.0,1.0,1.0
tdcA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,4410,4,0.0,0.0,3,-,3266685,3266719,507246,507279,+,35,34,3266010,3267085,507201,507294,0.3685,0.5142,1.0,0.0,0.0,1.0
miaA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,4373,2,0.0,0.0,3,+,4400110,4400146,2167160,2167194,+,37,34,4399397,4400265,2167111,2167202,0.942,0.5379,0.1526,0.0,1.0,1.0
yifK,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,4021,4,0.0,0.0,3,+,3980870,3980906,2942800,2942834,+,37,34,3980775,3982527,2942693,2942902,0.0143,0.5138,0.0,0.0,1.0,1.0
aspA,CDS,NC_000913.3,ggt,CDS,NC_000913.3,3989,1,0.0,0.0,3,-,4367006,4367041,3580923,3580951,-,36,29,4366763,4368308,3580921,3581018,0.8949,1.0,1.0,1.0,0.0132,1.0
aspA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,3822,3,0.0,0.0,3,-,4366959,4366994,3580935,3580962,-,35,28,4366756,4368338,3580924,3581019,0.928,0.9073,1.0,1.0,0.0,0.0
ompF,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,3740,13,0.0,0.0,3,-,986730,986765,3350656,3350690,+,36,34,985862,987000,3350584,3350700,0.1989,0.6665,1.0,0.0583,0.0,1.0
nlpD,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,3592,9,0.0,0.0,3,-,2867761,2867795,1622826,1622858,-,34,33,2867533,2868652,1622816,1622914,0.8403,0.9034,1.0,1.0,0.0887,0.0
fliA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,3511,5,0.0,0.0,3,-,2001484,2001519,3580941,3580972,-,35,31,2001034,2001809,3580924,3581019,0.3746,0.8337,1.0,1.0,0.0,0.0
msrC,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,3424,1,0.0,0.0,3,-,1915543,1915576,507246,507280,+,33,34,1915516,1916127,507201,507288,1.0,0.5129,1.0,0.0,0.002,1.0
ypfM,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,3373,3,0.0,0.0,3,-,2590817,2590850,3350656,3350690,+,33,34,2585526,2590887,3350588,3350700,0.2708,0.6639,1.0,0.0917,0.0,1.0
rpsF,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,3340,1,8.549603616751784e-190,1.3678574629453244e-186,3,+,4425110,4425145,507245,507278,+,36,33,4425024,4425536,507194,507289,0.0707,0.5032,0.0,0.0,1.0,1.0
cpoB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,3277,0,1.2290197391751833e-279,2.9146746928583353e-276,3,+,780579,780610,507242,507274,+,32,33,779581,780634,507203,507288,1.0,0.4601,0.0,0.0,1.0,1.0
hupB,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,3158,9,0.0,0.0,3,+,461516,461550,2814830,2814863,+,34,34,461329,461823,2814798,2814880,0.3643,0.3981,0.0,0.0,1.0,1.0
dmsA,CDS,NC_000913.3,ggt,CDS,NC_000913.3,3042,4,0.0,0.0,3,+,940898,940936,3580922,3580957,-,38,35,940821,943074,3580920,3580961,0.0,1.0,0.0,1.0,0.8654,1.0
gcvB,ncRNA,NC_000913.3,thrL,CDS,NC_000913.3,2865,14,1.6301931090409635e-259,3.5808728297523613e-256,3,+,2942759,2942793,185,217,+,34,32,2942691,2942896,1,310,0.4765,0.0,0.0,0.0,0.9804,1.0
fabG,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2721,7,0.0,0.0,3,+,1150724,1150756,507243,507275,+,32,32,1150644,1151523,507202,507288,0.1177,0.4772,0.0,0.0,1.0,1.0
tar,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,2684,9,0.0,0.0,3,-,1972228,1972261,3350651,3350684,+,33,34,1971049,1972709,3350573,3350698,0.2587,0.6187,0.9886,0.0,0.0,1.0
yeiH,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,2683,0,0.0,0.0,3,+,2249785,2249820,2167162,2167196,+,36,35,2249699,2250677,2167113,2167201,0.0985,0.5635,0.0,0.0,0.9152,1.0
frvR,CDS,NC_000913.3,sucD,CDS,NC_000913.3,2666,3,0.0,0.0,3,-,4085857,4085893,765096,765129,+,36,33,4085805,4085968,764321,765150,1.0,1.0,1.0,0.1623,1.0,1.0
thrL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2659,7,7.619682283640113e-191,1.2300944258675625e-187,3,+,189,222,2942764,2942795,+,34,31,1,291,2942693,2942902,0.5039,0.3361,0.0,0.0,1.0,1.0
ivbL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2511,3,0.0,0.0,3,-,3852882,3852918,2942767,2942799,+,36,32,3852765,3853008,2942691,2942904,0.7081,0.3522,1.0,0.0,0.0,1.0
lpp,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,2483,6,1.734543734089e-311,4.5349349786145035e-308,3,+,1757467,1757501,2167155,2167189,+,34,34,1757300,1757736,2167112,2167201,0.3397,0.4866,0.0,0.0,1.0,1.0
tufB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2445,2,0.00019941934144574922,0.01050236661249256,3,+,4175896,4175932,507241,507273,+,36,33,4175706,4177186,507203,507288,0.0,0.4504,0.0,0.0,1.0,1.0
bolA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2275,2,0.0,0.0,3,+,454469,454504,507249,507283,+,35,34,454353,454933,507202,507289,0.1014,0.5466,0.0,0.0,1.0,1.0
nuoF,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2250,1,0.0,0.0,3,-,2400239,2400276,3580936,3580968,-,37,32,2400149,2401567,3580924,3581017,0.9564,0.8924,1.0,1.0,0.0,0.0
ryhB,ncRNA,NC_000913.3,lysP,CDS,NC_000913.3,2231,5,2.3127882009814693e-51,1.2058198242138494e-48,3,-,3580964,3580996,2246826,2246858,-,33,33,3580929,3581019,2246753,2246933,0.2237,1.0,0.9775,1.0,0.0,1.0
fliC,CDS,NC_000913.3,uhpT,CDS,NC_000913.3,2215,4,7.414183004024935e-42,3.194350683669003e-39,3,-,2003273,2003308,3845741,3845774,-,35,34,2001771,2003624,3845726,3847115,0.1991,1.0,1.0,1.0,0.0,0.0374
gnsB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2209,0,2.6718848314885547e-8,3.153594893741663e-6,3,-,1637716,1637750,507249,507282,+,35,34,1636437,1637803,507203,507288,0.1808,0.5428,1.0,0.0,0.0,1.0
mscM,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2197,1,0.0,0.0,3,-,4382372,4382409,3580950,3580984,-,38,34,4382302,4387230,3580924,3581018,1.0,0.7319,1.0,1.0,0.644,0.0
ompC,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,2184,3,5.200050526926958e-135,6.436641757197495e-132,3,-,2312285,2312322,3350656,3350690,+,37,34,2311521,2312768,3350581,3350698,0.3869,0.6662,1.0,0.0333,0.0,1.0
gcvB,ncRNA,NC_000913.3,oppA,CDS,NC_000913.3,2168,7,8.499014073211916e-60,5.164635004314418e-57,3,+,2942745,2942779,1301197,1301228,+,35,32,2942694,2942896,1300898,1302864,0.4106,0.0094,0.0,0.0,0.9804,1.0
cycA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2114,1,0.0,0.0,3,+,4429821,4429858,2942810,2942842,+,37,33,4429773,4431283,2942694,2942902,0.0,0.5592,0.0,0.0,1.0,1.0
flgN,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2069,1,3.124781714738627e-51,1.6244288369221603e-48,3,-,1129655,1129689,2942825,2942857,+,35,33,1129145,1129850,2942693,2942902,0.3373,0.6344,1.0,0.0,0.0,1.0
fabD,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2049,2,0.0,0.0,3,+,1150572,1150605,507249,507283,+,33,35,1149711,1150683,507203,507288,0.9448,0.546,0.0,0.0,1.0,1.0
hns,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2017,5,0.0,0.0,3,-,1292766,1292801,3580937,3580969,-,36,32,1292391,1292942,3580924,3581018,0.2909,0.8789,1.0,1.0,0.0,0.0
tnaA,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,2013,17,9.895128021851603e-294,2.455315680899899e-290,3,+,3888954,3888987,3350657,3350691,+,34,35,3888604,3890200,3350581,3350699,0.1822,0.6677,0.0,0.0333,1.0,1.0
pgsA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2003,2,4.291310009557712e-229,8.185085887945329e-226,3,-,1991782,1991816,3580962,3580994,-,35,32,1991718,1992805,3580924,3581018,1.0,0.5982,1.0,1.0,0.0219,0.0
gdhA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1967,19,0.0,0.0,3,+,1842414,1842443,2942822,2942852,+,30,31,1842285,1843756,2942691,2942903,0.0543,0.6188,0.0,0.0,1.0,1.0
glmZ,ncRNA,NC_000913.3,glmU,CDS,NC_000913.3,1938,5,0.0,0.0,3,+,3986479,3986507,3913717,3913747,-,29,31,3986431,3986622,3913670,3915154,0.4413,1.0,0.0,1.0,1.0,0.0336
fnrS,ncRNA,NC_000913.3,tdcG,CDS,NC_000913.3,1886,1,0.0,0.0,3,+,1409129,1409167,3258040,3258075,-,38,35,1409126,1409229,3257994,3258791,0.3251,1.0,0.0,1.0,0.8475,0.629
micA,ncRNA,NC_000913.3,tolB,CDS,NC_000913.3,1788,30,0.0,0.0,3,+,2814809,2814838,778878,778907,+,30,29,2814797,2814876,778746,779067,0.5146,0.8813,0.0,0.7786,1.0,1.0
gcvH,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1750,0,0.0,0.0,3,-,3049498,3049529,3580945,3580977,-,32,33,3049050,3049576,3580924,3581018,0.05,0.7939,1.0,1.0,0.0,0.0
fecR,CDS,NC_000913.3,fecA,CDS,NC_000913.3,1748,4,0.0,0.0,3,-,4516721,4516757,4515173,4515204,-,37,32,4516659,4517735,4514324,4516638,1.0,0.6472,1.0,1.0,0.0,0.0168
clpB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1747,3,6.777339744082078e-135,8.369686648147299e-132,3,-,2725893,2725927,2942802,2942833,+,34,32,2725728,2734174,2942692,2942902,1.0,0.5202,1.0,0.0,0.0,1.0
glpD,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1744,0,0.0,0.0,3,+,3562125,3562159,2167159,2167194,+,35,35,3561969,3563664,2167112,2167202,0.0975,0.534,0.0,0.0,1.0,1.0
oppA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1729,9,7.731239698643967e-7,7.53537881440718e-5,3,+,1301185,1301220,2942789,2942821,+,35,32,1300897,1302838,2942693,2942903,0.0233,0.4598,0.0,0.0,1.0,1.0
yjjZ,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1657,0,0.0,0.0,3,+,4606042,4606077,1409179,1409212,+,36,33,4605779,4606285,1409127,1409250,1.0,0.4279,0.0,0.0,1.0,1.0
micA,ncRNA,NC_000913.3,sulA,CDS,NC_000913.3,1617,1,0.0,0.0,3,+,2814804,2814839,1020051,1020081,-,35,30,2814800,2814868,1020037,1020170,0.5333,1.0,0.0,1.0,0.9296,1.0
micA,ncRNA,NC_000913.3,hupB,CDS,NC_000913.3,1586,2,4.684718062351161e-205,8.021928610735749e-202,3,+,2814808,2814843,461551,461582,+,35,32,2814799,2814877,461330,461823,0.5841,0.3678,0.0,0.0,1.0,1.0
rrlH:rrfH,IGR,NC_000913.3,alaV:rrlH,IGR,NC_000913.3,1580,10,0.0,0.0,3,+,228678,228714,225676,225710,+,36,34,228657,228753,225606,225757,0.5569,0.5538,0.0,0.1648,0.9783,0.9945
gcvB,ncRNA,NC_000913.3,ivbL,CDS,NC_000913.3,1573,8,1.8352518392461598e-75,1.3346514152359906e-72,3,+,2942726,2942758,3852882,3852914,-,33,33,2942693,2942885,3852768,3853006,0.3085,1.0,0.0,1.0,0.9265,0.0
yfeH,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1546,2,0.0,0.0,3,+,2527317,2527353,507248,507282,+,36,34,2526879,2528047,507203,507288,0.4085,0.5405,0.0,0.0,1.0,1.0
fiu,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1538,5,3.166644662765496e-34,1.1608915001763064e-31,3,-,841246,841279,2942771,2942803,+,33,32,839232,841553,2942693,2942902,0.1104,0.3711,1.0,0.0,0.0,1.0
yeeO,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1535,0,1.7753537444681313e-14,3.2936468365138105e-12,3,-,2058033,2058069,686694,686723,-,36,29,2057928,2058114,686661,687409,1.0,1.0,1.0,1.0,1.0,0.3722
rplL,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1530,3,2.074392720518358e-138,2.6160239812317734e-135,3,+,4180780,4180816,3580941,3580972,-,36,31,4180526,4181056,3580923,3581018,0.7026,0.8349,0.0,1.0,1.0,0.0
ygdQ,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,1521,4,0.0,0.0,3,+,2970443,2970477,1622831,1622863,-,34,32,2970383,2971067,1622816,1622914,0.08,0.8514,0.0,1.0,0.9074,0.0
lrhA:lrhA,IGR,NC_000913.3,chiX,ncRNA,NC_000913.3,1514,5,3.456490499364393e-135,4.2883605473468394e-132,3,-,2405326,2405361,507241,507273,+,36,33,2405302,2405430,507202,507288,0.6981,0.4474,1.0,0.0,0.1705,1.0
hupB,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1508,3,1.0031216430646364e-25,2.9124707687524926e-23,3,+,461435,461466,1409197,1409230,+,32,33,461332,461759,1409127,1409250,0.0583,0.5824,0.0,0.0,1.0,1.0
flgA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1506,3,8.959601299525535e-272,2.0788175536387016e-268,3,-,1130545,1130578,3580944,3580975,-,34,32,1130116,1130883,3580923,3581018,0.431,0.8046,1.0,1.0,0.0,0.0
sucA,CDS,NC_000913.3,glnA,CDS,NC_000913.3,1499,1,0.0,0.0,3,+,758639,758675,4056483,4056517,-,36,35,758553,760224,4056425,4057204,0.0,1.0,0.0,1.0,0.5419,0.5891
mcbA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1461,2,3.2340367070709117e-83,2.5870797311225216e-80,3,-,841538,841574,2942782,2942815,+,36,33,841512,841664,2942693,2942902,1.0,0.4253,1.0,0.0,1.0,1.0
yggX,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1457,1,0.0,0.0,3,+,3104340,3104377,2942768,2942801,+,37,33,3104075,3104419,2942689,2942902,1.0,0.3569,0.0,0.0,1.0,1.0
mtfA,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1446,0,3.848694500152723e-5,0.002611445679899171,3,+,2044568,2044604,686693,686722,-,36,30,2043487,2044627,686680,687760,1.0,1.0,0.0,1.0,1.0,0.0
hupB,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,1437,9,0.0,0.0,3,+,461442,461474,4106347,4106380,+,33,34,461328,461783,4106329,4106389,0.0869,0.3054,0.0,0.0,1.0,1.0
ompA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1415,1,1.2114271343947248e-263,2.739609239638845e-260,3,-,1019875,1019911,2167155,2167189,+,36,34,1018283,1020076,2167112,2167201,0.1361,0.4878,1.0,0.0,0.0,1.0
lrhA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1381,0,3.013438776900656e-169,4.4493382033517013e-166,3,-,2405119,2405156,3580946,3580979,-,38,33,2405057,2406635,3580924,3581018,1.0,0.7836,1.0,1.0,0.0064,0.0
lpp,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,1348,4,1.1307506492989776e-166,1.6247916749440314e-163,3,+,1757476,1757510,1622832,1622864,-,35,33,1757382,1757702,1622816,1622914,0.3807,0.8425,0.0,1.0,1.0,0.0
fecA,CDS,NC_000913.3,fecB,CDS,NC_000913.3,1324,7,0.0,0.0,3,-,4515800,4515835,4513899,4513931,-,35,33,4514389,4516697,4513395,4514342,0.3621,0.4534,0.9845,1.0,0.0,0.0
proQ,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1302,4,2.806267561101437e-66,1.8364742594090062e-63,3,-,1915369,1915403,507244,507277,+,34,33,1914809,1915554,507203,507288,0.1873,0.4939,1.0,0.0,0.0,1.0
insH-3,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1290,2,8.861054991472701e-64,5.593934961984255e-61,3,-,687818,687853,2942755,2942788,+,35,33,687731,689021,2942688,2942902,1.0,0.294,1.0,0.0,0.0,1.0
aslB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1288,1,4.740764185874512e-5,0.0031311184718902972,3,+,3982763,3982799,507241,507273,+,36,33,3982682,3983299,507203,507288,0.0,0.4534,0.0,0.0,0.2761,1.0
tolB,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,1262,4,0.0,0.0,3,+,778892,778927,2814829,2814861,+,36,33,778822,779062,2814798,2814880,0.9194,0.3885,0.8375,0.0,1.0,1.0
zapB,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1247,3,4.6332465885575e-258,1.0135822615602345e-254,3,+,4118561,4118595,3580937,3580969,-,34,33,4118370,4118812,3580924,3581018,0.3274,0.8852,0.0,1.0,1.0,0.0
ypfH,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,1234,3,0.0,0.0,3,-,2590884,2590920,3350658,3350692,+,37,35,2590846,2590975,3350638,3350698,1.0,0.6787,1.0,0.5083,1.0,1.0
fecB,CDS,NC_000913.3,fecA,CDS,NC_000913.3,1176,11,0.0,0.0,3,-,4513901,4513936,4515704,4515736,-,35,32,4513394,4514346,4514440,4516693,0.4124,0.4183,1.0,0.9626,0.0,0.0
proA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1167,0,2.4400017352062133e-99,2.3187327837176224e-96,3,+,262865,262902,507242,507275,+,38,33,261482,262984,507204,507288,1.0,0.4683,0.0,0.0,1.0,1.0
nuoC,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1166,1,0.0,0.0,3,-,2403679,2403716,3580932,3580965,-,38,33,2402039,2403864,3580924,3581017,0.072,0.9422,1.0,1.0,0.0,0.0
trmJ,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1156,2,0.0,0.0,3,-,2662184,2662220,1409188,1409222,+,37,34,2662115,2663343,1409128,1409250,1.0,0.5065,1.0,0.0,0.0,1.0
aroC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1107,4,4.6374043543830984e-203,7.865522070931503e-200,3,-,2447406,2447441,2942767,2942799,+,36,33,2446388,2447510,2942693,2942902,0.0289,0.3514,1.0,0.0,0.0,1.0
prmB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1106,4,0.0,0.0,3,-,2447515,2447547,2942779,2942812,+,33,33,2447471,2448326,2942695,2942902,0.9577,0.4092,1.0,0.0,0.1223,1.0
rrlC:rrfC,IGR,NC_000913.3,gltV:rrlE,IGR,NC_000913.3,1102,9,0.0,0.0,3,+,3946626,3946661,4209954,4209988,+,36,34,3946605,3946697,4209900,4210022,0.5913,0.5464,0.0,0.2604,0.978,0.8958
fliA,CDS,NC_000913.3,ggt,CDS,NC_000913.3,1089,1,0.0,0.0,3,-,2001481,2001517,3580922,3580956,-,36,34,2001071,2001781,3580921,3580962,0.378,1.0,0.9986,1.0,0.0111,1.0
fhuF,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1083,10,2.297274111888331e-18,5.162548043918981e-16,3,-,4604825,4604860,2942778,2942810,+,35,33,4602842,4605675,2942694,2942902,1.0,0.4029,1.0,0.0,0.0,1.0
