name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,length1,length2,minleft1,maxright1,minleft2,maxright2,relmean1,relmean2,relmin1,relmin2,relmax1,relmax2
dkgB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,10215,0,0.0,0.0,6,+,228960,228993,507241,507270,+,33,29,228882,230137,507194,507289,0.0,0.4568,0.0,0.0,1.0,1.0
mtfA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,9587,0,0.0,0.0,6,+,2044577,2044609,507240,507269,+,33,29,2043414,2044667,507197,507289,1.0,0.4442,0.0,0.0,1.0,1.0
dnaQ,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,9482,0,0.0,0.0,6,+,236963,236996,507241,507270,+,34,29,235937,237042,507194,507289,1.0,0.454,0.0,0.0,1.0,1.0
yeeO,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,9285,1,0.0,0.0,6,-,2058034,2058067,507241,507269,+,33,29,2053368,2059063,507185,507289,1.0,0.4463,1.0,0.0,0.4766,1.0
napF,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,8806,1,0.0,0.0,6,-,2303228,2303253,3350655,3350685,+,26,30,2302997,2303515,3350582,3350700,0.493,0.6555,1.0,0.0417,0.0,1.0
ubiX,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,8359,0,0.0,0.0,6,-,2427834,2427867,2942795,2942825,+,34,30,2427777,2428605,2942694,2942902,1.0,0.4888,1.0,0.0,0.0369,1.0
fliZ,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,6549,0,0.0,0.0,6,-,2000426,2000459,2942779,2942808,+,33,29,2000368,2001049,2942693,2942902,1.0,0.4099,1.0,0.0,0.0,1.0
rplK,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,6271,0,0.0,0.0,6,+,4178424,4178450,507250,507279,+,26,30,4178352,4178886,507200,507289,0.007,0.5607,0.0,0.0,1.0,1.0
raiA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,6216,2,7.81493657116517e-75,6.523018314902723e-72,6,+,2737218,2737249,2942791,2942819,+,31,29,2737117,2737548,2942692,2942903,0.2788,0.4682,0.0,0.0,1.0,1.0
yebO,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,5180,0,0.0,0.0,6,-,1908477,1908510,2167166,2167196,+,33,30,1907581,1908564,2167112,2167202,0.1306,0.6123,1.0,0.0,0.0,1.0
tdcA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,4184,0,1.0022232575848882e-23,2.8539391837356204e-21,6,-,3266539,3266568,507251,507280,+,29,30,3266011,3267083,507203,507290,0.5297,0.5673,1.0,0.0,0.0,1.0
fliC,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,3899,0,1.0577814952217837e-75,8.983712778094873e-73,6,-,2003452,2003484,1622825,1622853,-,32,28,2001783,2003624,1622816,1622914,0.081,0.908,1.0,1.0,0.0,0.0
hfq,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,3841,0,0.0,0.0,6,+,4400252,4400284,2167162,2167192,+,32,30,4400228,4400651,2167112,2167202,0.0,0.5655,0.0,0.0,1.0,1.0
eptB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,3559,0,0.0,0.0,6,-,3707790,3707822,2942777,2942805,+,32,29,3707689,3710493,2942692,2942902,1.0,0.3973,1.0,0.0,0.0,1.0
ompX,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,3343,1,0.0,0.0,6,+,850487,850516,2167164,2167194,+,29,30,850407,850987,2167112,2167202,0.1288,0.5913,0.0,0.0,1.0,1.0
ytfK,CDS,NC_000913.3,ynaL,CDS,NC_000913.3,3275,1,0.0,0.0,6,+,4439754,4439785,1409220,1409250,+,31,30,4439401,4440046,1409219,1409252,0.9631,0.0,0.0,0.0,1.0,0.0
tnaC,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,3177,0,0.0,0.0,6,+,3888502,3888531,3350657,3350686,+,29,30,3888411,3888619,3350592,3350698,1.0,0.6719,0.0,0.125,1.0,1.0
dmsA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,3156,0,0.0,0.0,6,+,940893,940927,3580937,3580966,-,35,29,940838,942816,3580925,3581018,0.0,0.8769,0.0,1.0,0.7598,0.0
ypfM,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,3140,0,0.0,0.0,6,-,2590816,2590844,3350656,3350684,+,28,29,2585519,2590885,3350581,3350699,0.3622,0.6644,1.0,0.0333,0.0,1.0
miaA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,2776,0,0.0,0.0,6,+,4400110,4400143,2167164,2167194,+,34,30,4399397,4400262,2167113,2167201,0.9389,0.5901,0.1526,0.0,1.0,1.0
rpsF,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2694,0,1.4887630016329914e-176,2.9939486790715612e-173,6,+,4425089,4425121,507249,507278,+,32,30,4425024,4425534,507202,507288,0.0084,0.5426,0.0,0.0,1.0,1.0
nlpD,CDS,NC_000913.3,dsrA,ncRNA,NC_000913.3,2645,0,0.0,0.0,6,-,2867666,2867699,2025262,2025291,-,33,29,2867539,2868120,2025222,2025315,0.9252,0.5821,1.0,1.0,0.5558,0.0
fliC,CDS,NC_000913.3,uhpT,CDS,NC_000913.3,2642,0,1.3081601128371549e-18,3.092173425306773e-16,6,-,2003315,2003345,3845742,3845770,-,31,29,2001776,2003624,3845729,3846905,0.1741,1.0,1.0,1.0,0.0,0.1884
gcvB,ncRNA,NC_000913.3,oppA,CDS,NC_000913.3,2591,0,1.41657610216101e-158,2.569225541848835e-155,6,+,2942744,2942776,1301199,1301227,+,32,29,2942692,2942902,1300905,1302858,0.3939,0.0107,0.0,0.0,1.0,1.0
flxA,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,2443,0,2.2888360321205904e-180,4.7003367212218655e-177,6,+,1646616,1646648,1409192,1409221,+,32,29,1646385,1646867,1409129,1409250,0.7327,0.5386,0.0,0.0,1.0,1.0
yifK,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2239,0,0.0,0.0,6,+,3980878,3980911,2942798,2942827,+,33,30,3980780,3982472,2942695,2942903,0.0174,0.5037,0.0,0.0,1.0,1.0
cpoB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2200,0,7.082736741722168e-114,9.318696707891129e-111,6,+,780580,780610,507243,507272,+,30,29,779581,780635,507193,507289,1.0,0.4782,0.0,0.0,1.0,1.0
glmZ,ncRNA,NC_000913.3,glmU,CDS,NC_000913.3,2177,0,0.0,0.0,6,+,3986481,3986508,3913712,3913740,-,28,29,3986430,3986621,3913663,3915013,0.4493,1.0,0.0,1.0,1.0,0.1365
fnrS,ncRNA,NC_000913.3,tdcG,CDS,NC_000913.3,1967,0,0.0,0.0,6,+,1409130,1409164,3258051,3258080,-,34,30,1409126,1409245,3257996,3259626,0.2971,1.0,0.0,1.0,0.9831,0.0169
frvR,CDS,NC_000913.3,sucD,CDS,NC_000913.3,1949,0,0.0,0.0,6,-,4085855,4085887,765092,765120,+,32,29,4085806,4085965,764570,765150,1.0,1.0,1.0,0.4488,1.0,1.0
ompF,CDS,NC_000913.3,micF,ncRNA,NC_000913.3,1927,0,0.0,0.0,6,-,986785,986817,2313141,2313170,+,33,30,985882,986995,2313091,2313182,0.1513,0.6237,1.0,0.0761,0.0,1.0
fnrS,ncRNA,NC_000913.3,hcaT,CDS,NC_000913.3,1890,0,0.0,0.0,6,+,1409136,1409169,2663316,2663342,-,34,27,1409127,1409246,2663309,2666660,0.3465,1.0,0.0,1.0,0.9915,1.0
gatY,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1883,1,7.253058468083179e-17,1.5815293989655374e-14,6,-,2177065,2177097,2942755,2942784,+,33,29,2176331,2177223,2942688,2942902,0.1243,0.2937,1.0,0.0,0.0,1.0
flgN,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1883,0,8.557028453941988e-95,9.124260705494641e-92,6,-,1129650,1129681,2942829,2942857,+,31,28,1129133,1129849,2942694,2942903,0.3572,0.6529,1.0,0.0,0.0,1.0
dkgB,CDS,NC_000913.3,dnaQ,CDS,NC_000913.3,1797,0,0.0,0.0,6,+,228945,228977,236959,236987,+,33,29,228881,229605,236909,237012,0.0,1.0,0.0,1.0,0.5455,1.0
dnaQ,CDS,NC_000913.3,dkgB,CDS,NC_000913.3,1781,0,0.0,0.0,6,+,236952,236985,228958,228987,+,34,29,236741,237041,228887,229053,1.0,0.0,0.922,0.0,1.0,0.0
oppA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1734,0,4.719548216615955e-7,4.9601774431815166e-5,6,+,1301205,1301235,2942794,2942822,+,31,28,1300897,1302815,2942693,2942903,0.0329,0.4816,0.0,0.0,1.0,1.0
ompF,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,1725,0,4.795915992003619e-9,6.252717763051301e-7,6,-,986719,986750,3350656,3350683,+,32,28,985869,986999,3350576,3350698,0.2129,0.659,1.0,0.0,0.0,1.0
ptsG,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1685,0,0.0,0.0,6,+,1159129,1159162,2167165,2167195,+,34,30,1157876,1159348,2167113,2167202,0.903,0.6017,0.0049,0.0,1.0,1.0
tar,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,1665,0,0.0,0.0,6,-,1972233,1972261,3350653,3350682,+,29,29,1971045,1972706,3350593,3350700,0.2585,0.6361,0.991,0.1333,0.0,1.0
ivbL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1548,0,8.25266406795978e-247,2.0799339298916634e-243,6,-,3852879,3852911,2942771,2942799,+,33,29,3852768,3853006,2942689,2942902,0.7783,0.368,1.0,0.0,0.0,1.0
sulA,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,1503,0,0.0,0.0,6,-,1020086,1020116,2814825,2814854,+,30,30,1020037,1020188,2814799,2814879,1.0,0.3281,1.0,0.0,1.0,1.0
hupB,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,1483,0,1.3835304199656737e-307,4.4015432653348934e-304,6,+,461531,461561,2814833,2814862,+,31,29,461332,461825,2814794,2814879,0.4067,0.4468,0.0,0.0,1.0,1.0
dmsA,CDS,NC_000913.3,ggt,CDS,NC_000913.3,1478,0,0.0,0.0,6,+,940892,940926,3580923,3580953,-,34,30,940836,943087,3580920,3581026,0.0,1.0,0.0,1.0,0.8707,1.0
gntU,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1460,0,0.0,0.0,6,-,3576943,3576977,2167165,2167195,+,34,30,3574878,3577054,2167113,2167201,0.0625,0.6037,1.0,0.0,0.0052,1.0
bolA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1455,0,1.766791776372123e-91,1.7811509749910017e-88,6,+,454487,454518,507252,507282,+,31,30,454353,454863,507203,507289,0.1473,0.5861,0.0,0.0,1.0,1.0
gcvB,ncRNA,NC_000913.3,thrL,CDS,NC_000913.3,1419,0,1.135830231580175e-94,1.20780452589858e-91,6,+,2942768,2942799,183,211,+,32,29,2942694,2942902,1,306,0.5056,0.0,0.0,0.0,1.0,1.0
gdhA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1380,1,0.0,0.0,6,+,1842390,1842415,2942836,2942864,+,26,28,1842299,1843812,2942694,2942902,0.0331,0.687,0.0,0.0,1.0,1.0
yggN,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1351,0,3.3010789052387647e-110,4.0934327616978163e-107,6,-,3100727,3100756,507252,507281,+,29,30,3100712,3101641,507206,507288,1.0,0.5825,1.0,0.0241,0.0,1.0
fabG,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1344,0,1.026036619275907e-118,1.4121793156132573e-115,6,+,1150727,1150754,507251,507280,+,28,30,1150647,1151523,507195,507289,0.1156,0.5745,0.0,0.0,1.0,1.0
yeiH,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1344,0,0.0,0.0,6,+,2249787,2249820,2167166,2167196,+,34,30,2249717,2250796,2167117,2167201,0.0991,0.6152,0.0,0.0349,1.0,1.0
thrL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1338,0,4.927510128141612e-72,3.9678621961109455e-69,6,+,183,214,2942778,2942806,+,31,28,1,292,2942692,2942902,0.3719,0.4026,0.0,0.0,1.0,1.0
lpp,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1282,0,3.285163758621492e-122,4.705045477749081e-119,6,+,1757451,1757481,2167158,2167188,+,30,30,1757382,1757701,2167112,2167202,0.2567,0.5228,0.0,0.0,1.0,1.0
fnrS,ncRNA,NC_000913.3,ahpF,CDS,NC_000913.3,1258,0,0.0,0.0,6,+,1409139,1409168,641253,641281,+,30,28,1409126,1409245,639856,641380,0.3368,0.9588,0.0,0.0658,0.9831,1.0
yggX,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1257,0,1.6334656445914958e-220,3.842396285876683e-217,6,+,3104339,3104372,2942777,2942806,+,34,29,3104093,3104418,2942688,2942902,1.0,0.3997,0.0,0.0,1.0,1.0
tnaA,CDS,NC_000913.3,spf,ncRNA,NC_000913.3,1250,3,4.541878906642752e-257,1.1911046744299627e-253,6,+,3888944,3888975,4049955,4049982,+,31,28,3888605,3890207,4049898,4050009,0.1732,0.521,0.0,0.0,1.0,1.0
fliC,CDS,NC_000913.3,flhC,CDS,NC_000913.3,1244,0,1.1713008688549932e-68,8.984502666557701e-66,6,-,2003310,2003341,1977225,1977254,-,32,29,2001779,2003622,1977126,1977843,0.1765,1.0,1.0,1.0,0.0,0.0017
mtfA,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1225,0,2.085334205565269e-12,3.548350196720045e-10,6,+,2044574,2044607,686690,686715,-,33,26,2043482,2044626,686662,687398,1.0,1.0,0.0,1.0,1.0,0.3844
arcZ,ncRNA,NC_000913.3,ypfM,CDS,NC_000913.3,1221,0,2.9194e-320,9.602686e-317,6,+,3350645,3350676,2590822,2590851,-,32,30,3350576,3350697,2585518,2590880,0.8284,0.7371,0.0,1.0,1.0,0.0
yeeO,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1201,0,1.1631556179903439e-15,2.368596153488847e-13,6,-,2058035,2058068,686690,686715,-,33,25,2057948,2058114,686662,687637,1.0,1.0,1.0,1.0,1.0,0.1211
gspB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1194,0,0.00012607845553694202,0.00816606079632228,6,-,3453313,3453343,507251,507280,+,30,30,3453254,3453688,507204,507288,1.0,0.5682,1.0,0.0,0.5704,1.0
glpT,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1182,0,2.380877594176461e-33,9.158450344401544e-31,6,-,2351887,2351918,2167161,2167190,+,32,30,2351001,2352360,2167112,2167202,0.3355,0.5508,1.0,0.0,0.0103,1.0
glpC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1166,0,6.796069870474148e-16,1.4038061749639491e-13,6,+,2355959,2355990,2942800,2942829,+,32,29,2355521,2356737,2942694,2942902,0.3949,0.5135,0.0,0.0,1.0,1.0
flgK,CDS,NC_000913.3,flgL,CDS,NC_000913.3,1150,0,0.0,0.0,6,+,1139443,1139475,1140836,1140864,+,32,29,1138372,1140009,1140030,1141087,0.6677,0.8427,0.0,0.0,0.9927,1.0
trmJ,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1123,0,0.0,0.0,6,-,2662325,2662356,1409184,1409212,+,32,29,2662116,2663341,1409127,1409250,1.0,0.4709,1.0,0.0,0.0,1.0
msrC,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1103,0,1.0131856255015139e-92,1.0321436316017771e-89,6,-,1915571,1915601,507249,507278,+,31,30,1915518,1916138,507204,507288,1.0,0.5502,1.0,0.0,0.0,1.0
gcvB,ncRNA,NC_000913.3,ivbL,CDS,NC_000913.3,1059,0,2.1247820113850567e-57,1.3721955362676717e-54,6,+,2942725,2942755,3852882,3852911,-,30,29,2942689,2942885,3852771,3853003,0.2893,1.0,0.0,1.0,0.9265,0.0
dmsA,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1043,0,6.269705478655693e-28,2.051816625400637e-25,6,+,940959,940991,1409204,1409233,+,33,29,940853,942850,1409130,1409250,0.0132,0.6403,0.0,0.0085,0.7737,1.0
fnrS,ncRNA,NC_000913.3,dinI,CDS,NC_000913.3,995,0,0.0,0.0,6,+,1409163,1409191,1121209,1121238,-,28,30,1409127,1409231,1120948,1121480,0.5311,1.0,0.0,1.0,0.8644,0.0286
ygdQ,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,991,0,0.0,0.0,6,+,2970442,2970473,1622830,1622858,-,31,28,2970387,2971126,1622816,1622914,0.075,0.8647,0.0,1.0,0.9902,0.0
tufA,CDS,NC_000913.3,tufB,CDS,NC_000913.3,957,0,0.0,0.0,6,-,3470835,3470868,4176458,4176487,+,33,29,3470096,3471347,4175789,4177230,0.3889,0.4346,1.0,0.0,0.0,1.0
proA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,943,0,1.0357845758171727e-26,3.23946842568367e-24,6,+,262876,262910,507244,507273,+,34,29,261482,262948,507204,507288,1.0,0.4877,0.0,0.0,1.0,1.0
napH,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,942,0,0.0,0.0,6,-,2298921,2298955,1622825,1622854,-,34,30,2298704,2299563,1622816,1622915,0.7216,0.9085,1.0,1.0,0.0174,0.0
flxA,CDS,NC_000913.3,ynaL,CDS,NC_000913.3,934,0,1.188880386065777e-205,2.6218122463825224e-202,6,+,1646589,1646621,1409220,1409250,+,32,30,1646385,1646771,1409219,1409251,0.6507,0.0,0.0,0.0,1.0,0.0
tufB,CDS,NC_000913.3,tufA,CDS,NC_000913.3,927,0,0.0,0.0,6,+,4176443,4176475,3470697,3470726,-,33,29,4175790,4177205,3470047,3471342,0.4493,0.533,0.0,1.0,1.0,0.0
nanC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,922,0,1.055563655402851e-46,5.558953405805334e-44,6,-,4539165,4539193,2942802,2942831,+,29,29,4538760,4539484,2942694,2942902,0.4294,0.5231,1.0,0.0,0.0237,1.0
yecH,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,905,0,0.0,0.0,6,-,1989328,1989359,2167164,2167194,+,32,30,1987958,1989508,2167112,2167201,0.5444,0.5898,1.0,0.0,0.0,1.0
sodB,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,871,0,1.3574619059184145e-157,2.4279738805631717e-154,6,+,1735377,1735406,1409166,1409193,+,29,27,1735322,1736099,1409128,1409250,0.0486,0.3193,0.0,0.0,1.0,1.0
manX,CDS,NC_000913.3,sgrS,ncRNA,NC_000913.3,870,0,0.0,0.0,6,+,1902086,1902116,77472,77501,+,31,29,1901934,1903065,77366,77594,0.0705,0.4678,0.0,0.0,1.0,1.0
lpp,CDS,NC_000913.3,micL,ncRNA,NC_000913.3,862,0,0.0,0.0,6,+,1757429,1757458,1958464,1958493,-,30,29,1757382,1757650,1958439,1958530,0.1589,0.6986,0.0,1.0,0.9703,0.0
nlpD,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,855,0,4.898743158148419e-279,1.4084031727622132e-275,6,-,2867763,2867794,1622827,1622855,-,31,29,2867537,2868124,1622816,1622896,0.8416,0.8959,1.0,1.0,0.5522,0.1856
yjdC,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,852,0,5.163911965810002e-15,1.0246748401727351e-12,6,-,4362588,4362615,507246,507275,+,27,29,4362475,4363321,507203,507288,1.0,0.5115,1.0,0.0,0.0,1.0
yfdY,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,831,0,0.0,0.0,6,-,2495051,2495082,2167161,2167191,+,32,30,2494779,2495201,2167112,2167201,0.8664,0.5522,1.0,0.0,0.376,1.0
ilvM,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,821,0,2.4723564612253873e-303,7.801571064544296e-300,6,+,3952401,3952435,2942776,2942804,+,34,29,3952213,3952479,2942694,2942901,0.8898,0.3932,0.0456,0.0,1.0,1.0
prmB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,820,0,7.844910811815532e-210,1.7600216118376593e-206,6,-,2447509,2447540,2942774,2942803,+,31,29,2447473,2448264,2942695,2942902,0.9654,0.387,1.0,0.0,0.1888,1.0
gcvT,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,807,0,0.0,0.0,6,-,3050587,3050620,1622825,1622854,-,34,29,3049678,3050682,1622816,1622878,0.0425,0.9093,0.904,1.0,0.0,0.3711
hupB,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,803,0,9.576091241812243e-75,7.975877076380567e-72,6,+,461435,461464,4106352,4106380,+,30,29,461328,461823,4106328,4106389,0.0495,0.3878,0.0,0.0,1.0,1.0
srlA,CDS,NC_000913.3,spf,ncRNA,NC_000913.3,796,0,0.0,0.0,6,+,2825866,2825898,4049937,4049965,+,32,29,2825788,2826130,4049897,4050008,0.1176,0.3577,0.0,0.0,0.5293,1.0
sucD,CDS,NC_000913.3,fdoG,CDS,NC_000913.3,788,0,0.0,0.0,6,+,765066,765099,4085713,4085742,-,33,29,764228,765136,4083112,4085837,1.0,0.0354,0.0552,0.8885,1.0,0.0
yedD,CDS,NC_000913.3,fliC,CDS,NC_000913.3,779,0,1.6033370823607406e-108,1.9266303976457952e-105,6,-,2003685,2003716,2002091,2002120,-,32,29,2003590,2008096,2001911,2003159,1.0,1.0,1.0,1.0,0.0,0.2988
lrhA,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,769,0,3.1825578863166285e-10,4.593689140417206e-8,6,-,2405174,2405207,1409184,1409212,+,33,29,2405058,2406654,1409129,1409250,1.0,0.4688,1.0,0.0,0.0,1.0
micA,ncRNA,NC_000913.3,tolB,CDS,NC_000913.3,766,0,0.0,0.0,6,+,2814808,2814835,778885,778914,+,27,29,2814800,2814866,778817,779060,0.4664,0.8869,0.0,0.8336,0.9014,1.0
smrB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,756,0,4.026019743498531e-25,1.1901104470863224e-22,6,+,2448711,2448741,507253,507282,+,31,30,2448542,2449418,507214,507288,0.2456,0.5946,0.0,0.1205,1.0,1.0
tdcG,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,742,0,2.314264761952855e-6,0.00021929523139453116,6,-,3258099,3258131,1409197,1409224,+,33,28,3257998,3259650,1409128,1409250,1.0,0.5769,1.0,0.0,0.0,1.0
micA,ncRNA,NC_000913.3,hupB,CDS,NC_000913.3,739,0,4.866147889941338e-29,1.6655142102072675e-26,6,+,2814809,2814841,461529,461557,+,33,29,2814798,2814878,461333,461786,0.5593,0.2876,0.0,0.0,1.0,1.0
dcuC,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,730,0,0.0,0.0,6,-,655866,655899,2167162,2167191,+,33,30,654340,655985,2167113,2167201,0.0496,0.5585,1.0,0.0,0.0,1.0
fnrS,ncRNA,NC_000913.3,yobA,CDS,NC_000913.3,717,0,0.0,0.0,6,+,1409133,1409166,1924904,1924933,-,33,29,1409126,1409232,1924615,1924986,0.3187,0.1712,0.0,0.9465,0.8729,0.0
tsx,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,716,0,2.8794656703253962e-235,7.028956799734125e-232,6,-,431261,431291,2167165,2167194,+,31,30,424999,432025,2167112,2167202,0.8162,0.5943,1.0,0.0,0.0,1.0
mltC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,714,0,3.581404550793241e-55,2.2064237569759205e-52,6,+,3104485,3104515,2942764,2942792,+,30,29,3104384,3105599,2942693,2942902,0.0765,0.3356,0.0,0.0,1.0,1.0
fdoG,CDS,NC_000913.3,sucD,CDS,NC_000913.3,712,0,0.0,0.0,6,-,4085551,4085583,765089,765117,+,32,29,4083032,4085840,764490,765149,0.0782,1.0,0.9148,0.3567,0.0,1.0
insA-7,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,707,0,0.0,0.0,6,+,4518519,4518541,1622830,1622857,-,23,27,4518385,4519032,1622816,1622903,0.0543,0.8573,0.0,1.0,1.0,0.1134
gcvB,ncRNA,NC_000913.3,mltC,CDS,NC_000913.3,696,0,1.5202030066436778e-49,8.47751253973569e-47,6,+,2942734,2942765,3104436,3104464,+,31,29,2942693,2942902,3104386,3105513,0.339,0.0036,0.0,0.0,1.0,1.0
clpB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,680,0,5.068331126252295e-32,1.8734917063820735e-29,6,-,2726061,2726091,2942807,2942834,+,31,28,2725729,2734173,2942693,2942902,1.0,0.5445,1.0,0.0,0.0,1.0
cycA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,678,0,6.814251209761849e-177,1.3775044311425294e-173,6,+,4429835,4429867,2942806,2942834,+,33,28,4429778,4431349,2942693,2942902,0.0026,0.5419,0.0,0.0,1.0,1.0
