name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,relpos1,relpos2,length1,length2,minleft1,maxright1,minleft2,maxright2
VC0348,CDS,NC_002505,Vcr001,sRNA,NC_002505,1603,6,0.0,0.0,2,+,370638,370680,21904,21938,+,0.8502,0.0602,43,35,370414,371745,21895,21941
VC0567,CDS,NC_002505,Vcr001,sRNA,NC_002505,1591,11,0.0,0.0,2,-,601519,601551,21902,21937,+,0.1245,0.0788,32,36,601233,601596,21880,21942
VC0305,CDS,NC_002505,VqmR,sRNA,NC_002506,1564,2,0.0,0.0,2,-,316618,316659,1031539,1031578,+,0.7915,0.0632,41,39,316357,317569,1031443,1031589
VC1760,CDS,NC_002505,Vcr001,sRNA,NC_002505,1494,3,0.0,0.0,2,-,1899598,1899638,21904,21939,+,0.5393,0.0437,41,35,1898018,1901315,21885,21941
VC1043,CDS,NC_002505,Vcr076,sRNA,NC_002505,1467,4,1.868891481270319e-204,1.4891536429501064e-201,2,-,1112749,1112781,2266024,2266076,-,0.0527,0.4922,33,52,1111552,1112838,2266014,2266139
VC2570,CDS,NC_002505,Vcr076,sRNA,NC_002505,1460,5,2.690278852e-314,3.296141220745e-311,2,-,2751390,2751429,2266025,2266065,-,0.2787,0.5889,39,40,2751114,2751529,2266014,2266136
Vcr076,sRNA,NC_002505,VC1872,CDS,NC_002505,1396,26,1.5283897523578133e-11,8.070011211429967e-10,2,-,2266094,2266129,2016007,2016044,+,0.3372,0.4367,35,37,2266015,2266165,2015063,2016903
VC1898,CDS,NC_002505,Vssrna24,sRNA,NC_002505,1376,13,0.0,0.0,2,+,2044505,2044539,106499,106536,+,0.9943,0.0091,34,37,2044472,2046115,106480,106539
VC0671,CDS,NC_002505,Vcr017,sRNA,NC_002505,1351,6,0.0,0.0,2,+,717443,717482,350277,350315,-,0.3739,0.5631,40,38,717123,717658,350273,350367
Vcr082,sRNA,NC_002505,Vcr034,sRNA,NC_002505,1318,1,0.0,0.0,2,-,2433501,2433546,756018,756039,-,0.6254,0.8519,45,22,2433403,2433604,756015,756046
VC2469,5UTR,NC_002505,Vcr017,sRNA,NC_002505,1246,6,0.0,0.0,2,+,2650170,2650208,350282,350316,-,0.2557,0.5462,38,35,2650071,2650227,350274,350367
Vcr076,sRNA,NC_002505,VCA1072,3UTR,NC_002506,1179,0,0.0,0.0,2,-,2266087,2266130,1022818,1022846,-,0.3952,0.0,43,28,2266017,2266137,1022800,1022862
VC2367,CDS,NC_002505,Vcr001,sRNA,NC_002505,1155,7,0.0,0.0,2,-,2523939,2523980,21904,21939,+,0.7713,0.047,41,35,2523830,2524224,21884,21942
Vcr036,sRNA,NC_002505,VrrA,sRNA,NC_002505,1140,12,0.0,0.0,2,-,840422,840455,1878763,1878806,+,0.518,0.1185,33,43,840381,840513,1878682,1878824
Qrr2,sRNA,NC_002506,Qrr3,sRNA,NC_002506,1128,1123,0.0,0.0,2,+,48464,48487,772306,772341,+,0.5437,0.2204,23,35,48448,48514,772262,772369
VC2763,3UTR,NC_002505,Vcr017,sRNA,NC_002505,1117,1,0.0,0.0,2,-,2949589,2949626,350278,350313,-,0.7759,0.5856,37,35,2949551,2949685,350274,350361
VC2271,CDS,NC_002505,Vcr017,sRNA,NC_002505,1068,1,0.0,0.0,2,-,2425429,2425473,350279,350313,-,0.9013,0.5799,44,35,2425316,2426320,350274,350354
VC1898,5UTR,NC_002505,Vssrna24,sRNA,NC_002505,1062,0,0.0,0.0,2,+,2044453,2044496,106501,106536,+,0.7982,0.0083,44,35,2044421,2044515,106486,106539
VC2087,CDS,NC_002505,Vcr001,sRNA,NC_002505,1062,12,1.4824304989919097e-28,2.0010305237487598e-26,2,-,2248677,2248719,21904,21938,+,0.2783,0.0598,42,35,2246620,2249480,21883,21941
VC1558,CDS,NC_002505,Vssrna24,sRNA,NC_002505,992,0,0.0,0.0,2,-,1670550,1670586,106498,106536,+,0.0538,0.0106,36,38,1669423,1670616,106480,106539
VCA0460:VCA0463,IGR,NC_002506,VqmR,sRNA,NC_002506,976,9,0.0,0.0,2,+,410778,410810,1031538,1031578,+,0.9402,0.0617,32,41,410685,412108,1031475,1031589
VC0533,CDS,NC_002505,Qrr3,sRNA,NC_002506,928,264,0.0,0.0,2,+,564480,564516,772303,772338,+,0.1901,0.2436,37,36,564259,564642,772266,772369
VC0244,CDS,NC_002505,VqmR,sRNA,NC_002506,926,4,0.0,0.0,2,+,250861,250901,1031527,1031567,+,0.6315,0.1382,40,41,250430,251561,1031439,1031589
VC1492,CDS,NC_002505,Vcr001,sRNA,NC_002505,900,3,3.84800494681898e-225,3.3727467358487836e-222,2,-,1600878,1600923,21904,21939,+,0.3188,0.049,45,35,1597629,1602422,21883,21941
VC2140,CDS,NC_002505,Vcr001,sRNA,NC_002505,864,8,0.0,0.0,2,-,2294886,2294935,21903,21938,+,0.4255,0.0579,49,36,2293823,2295768,21884,21941
Vcr076,sRNA,NC_002505,VC2570,CDS,NC_002505,849,23,1.7823295655321934e-43,3.594438230353987e-41,2,-,2266098,2266131,2751368,2751408,-,0.3039,0.2319,33,41,2266017,2266137,2751167,2751519
VC0243,CDS,NC_002505,Vcr001,sRNA,NC_002505,843,6,1.6515861768604846e-73,5.423294966460837e-71,2,+,249898,249936,21903,21938,+,0.4863,0.0584,38,36,249328,250465,21867,21941
VC2467,CDS,NC_002505,Vcr001,sRNA,NC_002505,813,5,0.0,0.0,2,-,2649690,2649727,21903,21938,+,0.0968,0.0563,37,35,2649179,2649768,21893,21950
VC0533,CDS,NC_002505,Vcr043,sRNA,NC_002505,804,3,0.0,0.0,2,+,564501,564540,1114665,1114702,+,0.1676,0.2934,40,37,563798,564654,1114591,1114749
Vcr076,sRNA,NC_002505,VC1043,CDS,NC_002505,793,6,7.291517857616585e-8,2.3357456023847744e-6,2,-,2266080,2266124,1112729,1112766,-,0.4544,0.0392,44,37,2266016,2266139,1111716,1112838
Vcr229,sRNA,NC_002506,Vcr084,sRNA,NC_002505,789,4,3.858211054308554e-213,3.256444447200992e-210,2,+,897578,897619,2553980,2554011,-,0.7414,0.4886,42,32,897526,897746,2553977,2554045
VC0137:VC0142,IGR,NC_002505,Vssrna24,sRNA,NC_002505,773,0,9.276e-320,1.17439325e-316,2,+,132663,132702,106501,106536,+,0.9796,0.0086,40,36,132620,133903,106481,106539
VC0573,CDS,NC_002505,Vcr001,sRNA,NC_002505,758,4,0.0,0.0,2,+,604626,604665,21903,21939,+,0.3132,0.0483,39,36,604207,604818,21879,21941
VC0553,CDS,NC_002505,Vcr017,sRNA,NC_002505,750,2,0.0,0.0,2,+,587048,587085,350282,350317,-,0.1259,0.5388,37,35,586670,587132,350274,350371
VCA0156,CDS,NC_002506,Vcr017,sRNA,NC_002505,746,1,0.0,0.0,2,-,172652,172692,350283,350318,-,0.876,0.5305,41,35,172592,172969,350273,350369
VC2348,CDS,NC_002505,Vcr017,sRNA,NC_002505,743,0,0.0,0.0,2,-,2504397,2504440,350278,350312,-,1.0,0.5963,43,34,2504377,2504898,350274,350369
VC2086,3UTR,NC_002505,Vcr001,sRNA,NC_002505,737,2,1.6498271739519837e-291,1.8798790750878486e-288,2,-,2245341,2245384,21904,21938,+,0.7771,0.0542,44,35,2245304,2245428,21898,21941
MicX,sRNA,NC_002506,Vcr214,sRNA,NC_002505,732,2,3.0024770190775816e-58,7.828701177615011e-56,2,-,893374,893413,2376102,2376138,+,0.7046,0.0311,39,37,893286,893520,2376003,2376145
VC0655,CDS,NC_002505,Vcr017,sRNA,NC_002505,730,2,0.0,0.0,2,+,700314,700357,350284,350319,-,0.62,0.5211,44,35,700188,700675,350273,350369
VC0112,CDS,NC_002505,Vcr001,sRNA,NC_002505,727,2,0.0,0.0,2,+,107456,107498,21904,21938,+,0.9285,0.0561,42,35,107391,108083,21871,21941
CsrB,sRNA,NC_002505,VrrA,sRNA,NC_002505,704,0,0.0,0.0,2,-,196830,196872,1878771,1878806,+,0.246,0.1205,43,36,196527,196938,1878681,1878824
MicX,sRNA,NC_002506,VCA0689,3UTR,NC_002506,695,0,0.0,0.0,2,-,893395,893434,627693,627728,-,0.6417,0.0,40,35,893336,893517,627687,627744
Vcr067,sRNA,NC_002505,Vcr214,sRNA,NC_002505,678,2,0.0,0.0,2,+,1802052,1802092,2376099,2376135,+,0.2937,0.0573,41,36,1801888,1802123,2375993,2376143
VC0731,3UTR,NC_002505,Vcr043,sRNA,NC_002505,675,2,0.0,0.0,2,-,786606,786646,1114689,1114725,+,0.3534,0.1448,41,37,786549,786686,1114601,1114750
Vcr017,sRNA,NC_002505,VC0247,CDS,NC_002505,675,5,1.0348996367797466e-121,5.642134172881888e-119,2,-,350321,350361,254296,254334,+,0.4892,0.1608,40,39,350275,350369,253960,254462
VC2377,CDS,NC_002505,Vcr001,sRNA,NC_002505,670,2,3.380766045940596e-264,3.439446485166565e-261,2,+,2542187,2542230,21904,21938,+,0.9619,0.0599,43,35,2542108,2543511,21897,21941
CsrD,sRNA,NC_002506,Vssrna24,sRNA,NC_002505,669,1,9.366777724802471e-76,3.2440368421729265e-73,2,-,783986,784027,106499,106535,+,0.4105,0.0249,41,37,783804,784130,106480,106539
VC2677,CDS,NC_002505,Vcr001,sRNA,NC_002505,640,4,1.0199994054515828e-291,1.1739678005532844e-288,2,-,2844503,2844544,21903,21938,+,0.5379,0.0603,42,35,2844042,2845047,21882,21941
VC2669,CDS,NC_002505,Vcr017,sRNA,NC_002505,632,0,0.0,0.0,2,-,2836678,2836720,350278,350312,-,0.9476,0.5937,43,35,2836629,2837017,350272,350364
Vcr017,sRNA,NC_002505,VCA0278,5UTR,NC_002506,622,3,1.7550208971161974e-274,1.8865481235944153e-271,2,-,350321,350359,297730,297767,-,0.496,0.267,39,38,350292,350369,297645,297828
VC0341,3UTR,NC_002505,Vcr001,sRNA,NC_002505,604,5,1.018018311380491e-285,1.1261852278828999e-282,2,+,361868,361899,21905,21938,+,0.3365,0.0527,32,34,361720,361938,21899,21942
VC2482,CDS,NC_002505,Vcr001,sRNA,NC_002505,597,1,8.20975621696762e-309,9.846868025117455e-306,2,-,2661538,2661572,21903,21938,+,0.8432,0.0604,34,36,2661483,2661961,21878,21941
VC1146,CDS,NC_002505,Vcr045,sRNA,NC_002505,591,13,0.0,0.0,2,-,1217474,1217498,1164279,1164323,+,0.1314,0.021,25,45,1217472,1217525,1164273,1164327
VC0249,CDS,NC_002505,VqmR,sRNA,NC_002506,590,1,1.2803301514476428e-204,1.0273657660320438e-201,2,+,255695,255732,1031525,1031570,+,0.3337,0.1182,37,45,254739,256136,1031452,1031589
Qrr2,sRNA,NC_002506,VC2647,5UTR,NC_002505,584,4,0.0,0.0,2,+,48449,48489,2821409,2821446,+,0.6328,0.3015,40,37,48447,48516,2821310,2821517
VC2258,CDS,NC_002505,Vcr017,sRNA,NC_002505,580,3,0.0,0.0,2,-,2413727,2413770,350280,350314,-,0.6859,0.5678,43,35,2413476,2414165,350274,350364
VC0036,5UTR,NC_002505,Vcr001,sRNA,NC_002505,579,0,2.178040727358867e-205,1.7601040612636792e-202,2,-,35754,35797,21903,21938,+,0.8281,0.0718,43,35,35721,35854,21882,21941
VC1091,5UTR,NC_002505,Vcr220,sRNA,NC_002505,578,4,0.0,0.0,2,+,1158596,1158636,2653967,2654002,+,0.592,0.0325,41,36,1158519,1158675,2653907,2654008
VC0243,CDS,NC_002505,Vcr017,sRNA,NC_002505,573,2,4.387868664712571e-60,1.1932489430358216e-57,2,+,250090,250130,350279,350315,-,0.3149,0.5629,41,36,249759,250467,350274,350370
VCA0446,CDS,NC_002506,Vcr001,sRNA,NC_002505,571,6,1.0172916844523537e-231,9.199546324860237e-229,2,+,400150,400191,21903,21938,+,0.6764,0.0518,41,36,400094,400302,21878,21941
VCA0919,5UTR,NC_002506,Vcr017,sRNA,NC_002505,569,3,8.758985855843022e-232,7.984271074865418e-229,2,+,871292,871327,350290,350326,-,0.1158,0.4425,35,36,871210,871343,350274,350369
Vcr083,sRNA,NC_002505,Spot42,sRNA,NC_002505,565,0,0.0,0.0,2,+,2472441,2472482,106129,106167,+,0.8061,0.1622,41,39,2472404,2472511,106079,106185
VC1350:VC1354,IGR,NC_002505,Vcr001,sRNA,NC_002505,563,0,0.0,0.0,2,-,1441650,1441696,21904,21939,+,0.8801,0.0432,47,35,1441412,1441761,21899,21941
VC1442,5UTR,NC_002505,Vcr001,sRNA,NC_002505,559,1,6.585758609523371e-68,2.0615595577020083e-65,2,-,1539588,1539626,21901,21937,+,0.7967,0.0905,39,36,1539540,1539698,21866,21948
VC2647,5UTR,NC_002505,Qrr3,sRNA,NC_002506,557,4,1.5973e-320,2.044993e-317,2,+,2821340,2821380,772292,772327,+,0.898,0.346,41,36,2821313,2821518,772257,772367
VC0403,CDS,NC_002505,Vcr001,sRNA,NC_002505,549,12,6.01327022562127e-176,4.229481867828333e-173,2,+,429903,429937,21903,21938,+,0.3932,0.0561,35,36,429406,430229,21877,21941
VCA0892,3UTR,NC_002506,Vcr043,sRNA,NC_002505,547,0,0.0,0.0,2,-,844996,845024,1114638,1114709,+,1.0,0.2515,28,71,844975,845068,1114605,1114749
VC0247,CDS,NC_002505,Vcr017,sRNA,NC_002505,547,3,4.5928251739688696e-64,1.3453081532717453e-61,2,+,254261,254301,350285,350320,-,0.2505,0.5014,40,36,253700,254466,350274,350367
VC2095,5UTR,NC_002505,Vcr017,sRNA,NC_002505,539,1,0.0,0.0,2,-,2257795,2257829,350282,350318,-,1.0,0.5311,34,37,2257779,2257863,350274,350367
VC1620,CDS,NC_002505,Vcr017,sRNA,NC_002505,521,3,2.285216013819714e-181,1.658513716424672e-178,2,-,1737007,1737040,350280,350315,-,0.5146,0.5556,33,36,1733160,1741228,350274,350368
VC2469,CDS,NC_002505,Vcr017,sRNA,NC_002505,511,1,6.367470182230949e-242,6.0969329617153215e-239,2,+,2650276,2650310,350283,350321,-,0.9571,0.4904,34,39,2650184,2651729,350273,350368
VC2529,CDS,NC_002505,Vcr001,sRNA,NC_002505,485,13,5.803504537917942e-146,3.5938832666767497e-143,2,+,2712520,2712569,21904,21938,+,0.5825,0.0523,49,35,2711890,2713244,21867,21941
Vcr103,sRNA,NC_002506,Qrr4,sRNA,NC_002506,483,102,0.0,0.0,2,-,776888,776920,908224,908259,-,0.5508,0.4457,33,35,776859,776969,908201,908297
VC2767,CDS,NC_002505,Vcr001,sRNA,NC_002505,479,2,4.17972565090148e-271,4.409765366354798e-268,2,-,2954054,2954096,21903,21938,+,0.9549,0.0637,43,35,2954017,2954583,21880,21941
VC1532,5UTR,NC_002505,Vssrna24,sRNA,NC_002505,474,0,2.3932820427618973e-240,2.2537200750451373e-237,2,-,1645582,1645623,106501,106536,+,0.974,0.0055,41,36,1645565,1645644,106477,106538
VCA0172,CDS,NC_002506,Vcr214,sRNA,NC_002505,465,2,0.0,0.0,2,-,189222,189242,2376058,2376139,+,1.0,0.0228,20,81,189212,189310,2376012,2376143
VC2089,CDS,NC_002505,Vcr001,sRNA,NC_002505,455,5,1.708352692039423e-78,6.160017061447469e-76,2,-,2251313,2251348,21899,21938,+,0.4111,0.0665,35,40,2250274,2252060,21882,21941
VCA0059,CDS,NC_002506,Vcr065,sRNA,NC_002505,454,1,0.0,0.0,2,-,66569,66608,1617206,1617242,+,0.8233,0.0468,39,36,66532,66769,1617176,1617255
VCA0325:VCA0328,IGR,NC_002506,Vcr017,sRNA,NC_002505,449,6,1.3339422509684453e-199,1.041059697564031e-196,2,+,329518,329559,350276,350311,-,0.3795,0.6008,42,35,329432,329600,350273,350363
VC1722,CDS,NC_002505,VqmR,sRNA,NC_002506,449,8,0.0,0.0,2,+,1860970,1861002,1031536,1031575,+,0.8636,0.0846,33,40,1860873,1861441,1031474,1031589
VCA0545,3UTR,NC_002506,Vssrna24,sRNA,NC_002505,448,10,1.172892587564176e-59,3.151982853712559e-57,2,+,483849,483882,106499,106536,+,0.483,0.0098,33,37,483824,483963,106480,106538
VC0079,CDS,NC_002505,Vcr017,sRNA,NC_002505,444,2,6.495876152010914e-289,7.328377349155759e-286,2,+,77638,77678,350280,350315,-,0.2711,0.5544,40,36,77383,77729,350273,350365
VC0533,CDS,NC_002505,Qrr1,sRNA,NC_002505,443,38,0.0,0.0,2,+,564466,564506,1089975,1090010,-,0.2046,0.5043,40,36,564288,564622,1089963,1090058
VC1056,CDS,NC_002505,Vcr045,sRNA,NC_002505,441,5,0.0,0.0,2,+,1125748,1125775,1164286,1164324,+,0.0601,0.0091,27,38,1125180,1125800,1164269,1164327
VC1442,5UTR,NC_002505,Vcr017,sRNA,NC_002505,438,9,3.0864608091831703e-80,1.1530612801362856e-77,2,-,1539599,1539639,350277,350312,-,0.7134,0.591,41,36,1539546,1539698,350274,350364
Vcr036,sRNA,NC_002505,GcvB,sRNA,NC_002505,438,1,0.0,0.0,2,-,840414,840450,954785,954825,-,0.6063,0.4731,36,40,840377,840504,954718,954904
VC0604,CDS,NC_002505,Vcr001,sRNA,NC_002505,433,4,1.825462442378148e-24,2.139922762698927e-22,2,+,634148,634187,21903,21938,+,0.9005,0.0542,40,36,633869,636395,21881,21941
VC0611,5UTR,NC_002505,Vssrna24,sRNA,NC_002505,431,0,1.2797245346227699e-240,1.2151411031088073e-237,2,-,644243,644289,106501,106536,+,0.7293,0.0155,46,35,644214,644303,106480,106539
VC0480,CDS,NC_002505,Vcr017,sRNA,NC_002505,428,4,1.761977467704654e-209,1.4654508071543e-206,2,+,510961,511004,350284,350318,-,0.7858,0.5254,43,35,510749,511515,350274,350368
VC2043,CDS,NC_002505,Vcr001,sRNA,NC_002505,425,2,7.577077505122214e-297,8.900644528285005e-294,2,-,2202262,2202301,21904,21938,+,0.1329,0.0698,40,35,2200951,2202430,21895,21940
Vcr216,sRNA,NC_002505,GcvB,sRNA,NC_002505,418,0,0.0,0.0,2,-,2518878,2518915,954747,954783,-,0.3736,0.677,38,37,2518802,2518968,954718,954885
VC0012,CDS,NC_002505,Vcr214,sRNA,NC_002505,418,0,0.0,0.0,2,+,7630,7657,2376088,2376136,+,0.8356,0.0464,28,49,7392,8509,2375998,2376143
VC0298,CDS,NC_002505,Vcr001,sRNA,NC_002505,415,3,2.2541160222211347e-147,1.403513639540792e-144,2,-,306555,306594,21904,21939,+,0.2638,0.0391,39,36,305117,307092,21885,21941
VC0122,5UTR,NC_002505,Qrr3,sRNA,NC_002506,411,33,0.0,0.0,2,+,115983,116023,772298,772332,+,0.9946,0.3022,41,35,115956,116058,772267,772369
VCA0545,5UTR,NC_002506,Vssrna24,sRNA,NC_002505,410,3,1.5670660257883122e-104,7.471036453657884e-102,2,+,481946,481980,106500,106536,+,0.9912,0.0056,35,37,481904,481999,106480,106549
Vcr103,sRNA,NC_002506,Qrr2,sRNA,NC_002506,409,236,4.11070325e-315,5.09119533532e-312,2,-,776888,776917,48468,48496,+,0.5466,0.355,30,28,776854,776970,48455,48555
VC0637,CDS,NC_002505,Vcr001,sRNA,NC_002505,407,3,1.1367923517418575e-55,2.8784592828194267e-53,2,+,678297,678338,21904,21939,+,0.9012,0.0424,42,35,678124,680031,21883,21941
VC1001,CDS,NC_002505,Vcr001,sRNA,NC_002505,407,4,7.032989663249608e-209,5.765230030138945e-206,2,+,1071924,1071966,21904,21938,+,0.984,0.0532,43,35,1071861,1073166,21898,21943
VC0251,CDS,NC_002505,Vcr001,sRNA,NC_002505,407,3,1.3928087800262928e-8,5.054210306729806e-7,2,+,258031,258073,21904,21938,+,0.7013,0.0552,43,35,257283,259785,21883,21941
VC2217,5UTR,NC_002505,Vcr017,sRNA,NC_002505,401,1,8.887627061785317e-267,9.206288890255147e-264,2,-,2374183,2374221,350283,350317,-,0.4721,0.5357,38,34,2374126,2374240,350274,350368
VC1726,CDS,NC_002505,Vcr001,sRNA,NC_002505,397,8,1.4985850396615538e-89,6.142258048891946e-87,2,-,1863983,1864027,21903,21938,+,0.927,0.0569,45,36,1863859,1865304,21884,21941
VC0533,CDS,NC_002505,Qrr2,sRNA,NC_002506,396,298,2.741707e-317,3.4329788643e-314,2,+,564491,564516,48469,48497,+,0.1783,0.3441,25,29,564236,564618,48455,48555
VC2087,CDS,NC_002505,VqmR,sRNA,NC_002506,393,8,1.587141816573371e-24,1.870168429654976e-22,2,-,2248914,2248953,1031525,1031564,+,0.1942,0.1594,40,39,2246617,2249480,1031438,1031589
VC2731,CDS,NC_002505,Vcr214,sRNA,NC_002505,390,2,0.0,0.0,2,-,2902421,2902464,2376098,2376132,+,1.0,0.0838,44,35,2902407,2903321,2376048,2376144
VC0243,CDS,NC_002505,VqmR,sRNA,NC_002506,389,4,1.124755601522132e-75,3.860215429513187e-73,2,+,250297,250332,1031526,1031570,+,0.1304,0.1149,35,45,249346,250470,1031439,1031589
VC0440,CDS,NC_002505,Vcr017,sRNA,NC_002505,388,2,1.4714441838012928e-245,1.4330105647782436e-242,2,+,469861,469901,350284,350319,-,0.8871,0.5175,41,36,469779,470318,350273,350367
VC2060,CDS,NC_002505,Vcr001,sRNA,NC_002505,384,0,5.733686824427575e-42,1.1110870944261489e-39,2,-,2214721,2214765,21903,21938,+,0.949,0.0663,44,35,2214646,2215579,21882,21941
VC0550,CDS,NC_002505,Vcr017,sRNA,NC_002505,383,2,9.381547937261792e-194,7.174302672237299e-191,2,+,583560,583596,350279,350316,-,0.49,0.5526,37,37,582624,584375,350275,350364
VC1856,CDS,NC_002505,Vssrna24,sRNA,NC_002505,376,1,1.122695747779788e-154,7.186766532866302e-152,2,+,1997008,1997047,106501,106536,+,0.1989,0.0065,40,36,1996388,1997130,106480,106539
VC1497,CDS,NC_002505,Vcr043,sRNA,NC_002505,371,0,0.0,0.0,2,-,1608691,1608734,1114674,1114710,+,0.7356,0.2419,44,36,1608511,1609082,1114581,1114749
VC0031,5UTR,NC_002505,GcvB,sRNA,NC_002505,370,5,0.0,0.0,2,-,29595,29632,954760,954800,-,0.7592,0.5947,37,40,29533,29717,954718,954923
VC2452,CDS,NC_002505,Vcr017,sRNA,NC_002505,370,0,2.6121817585352877e-273,2.7817050307901385e-270,2,-,2633466,2633510,350278,350313,-,0.7254,0.5779,45,36,2633092,2634309,350274,350364
VCA0564,CDS,NC_002506,Vcr017,sRNA,NC_002505,368,0,6.790138695343255e-260,6.72778750871471e-257,2,+,503084,503123,350282,350317,-,0.0499,0.5336,40,36,502470,503149,350275,350368
VCA0277,CDS,NC_002506,Vcr001,sRNA,NC_002505,365,8,1.3352058484543638e-164,8.794144230999077e-162,2,-,296184,296227,21904,21938,+,0.2219,0.0553,44,35,295881,296296,21898,21941
VC1401,CDS,NC_002505,Vcr001,sRNA,NC_002505,356,5,3.58415788029052e-180,2.584767629821665e-177,2,-,1491470,1491512,21904,21938,+,0.7568,0.0596,42,35,1491223,1491877,21891,21940
VC2059,CDS,NC_002505,Vcr228,sRNA,NC_002506,354,0,5.577423108317533e-261,5.574683321527482e-258,2,-,2214587,2214629,787386,787421,+,0.1394,0.0592,42,35,2214144,2214686,787266,787432
VC0583,5UTR,NC_002505,Qrr1,sRNA,NC_002505,350,4,0.0,0.0,2,-,613192,613234,1089971,1090006,-,0.7966,0.5498,43,35,613173,613254,1089963,1090051
