name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,relpos1,relpos2,length1,length2,minleft1,maxright1,minleft2,maxright2
VC2579,CDS,NC_002505,VC2582,CDS,NC_002505,436,6,0.0,0.0,2,-,2756597,2756636,2757805,2757841,-,0.2798,0.548,40,37,2756216,2756762,2757664,2758063
VCA1092,CDS,NC_002506,VCA1091,CDS,NC_002506,435,24,0.0,0.0,2,-,1048401,1048463,1046788,1046824,-,0.4266,0.4759,63,36,1047257,1049286,1046417,1047230
VC0550,CDS,NC_002505,VC0551,CDS,NC_002505,434,6,0.0,0.0,2,+,583675,583728,585168,585205,+,0.426,0.3306,54,37,582628,584462,584429,585594
VC2084,CDS,NC_002505,VC2087,CDS,NC_002505,434,7,5.101333700950016e-44,2.3952241526441264e-41,2,-,2243618,2243659,2247712,2247759,-,0.5208,0.6052,41,48,2243183,2244064,2246620,2249443
VC2320,CDS,NC_002505,VC2322,CDS,NC_002505,433,6,0.0,0.0,2,-,2470826,2470903,2473452,2473492,-,0.3951,0.7189,78,40,2468693,2472276,2472523,2475942
VC0328,CDS,NC_002505,VC0329,CDS,NC_002505,431,7,0.0,0.0,2,+,343027,343096,345636,345677,+,0.3408,0.721,70,41,340391,344397,344490,348629
VC0406,CDS,NC_002505,VC0404,CDS,NC_002505,431,11,5.2857114377098035e-193,1.7985713938706085e-189,2,+,433598,433640,430898,430935,+,0.6009,0.3837,43,37,433090,434334,430215,431382
FlaX,sRNA,NC_002505,VC2207,CDS,NC_002505,429,7,2.3087830390665606e-300,1.6549686650177544e-296,2,-,2334510,2334551,2351909,2351946,-,0.6737,0.1035,42,38,2334422,2334696,2351337,2352032
VC1872,CDS,NC_002505,VC1874,CDS,NC_002505,421,12,2.383257903627592e-149,5.169368811109007e-146,2,+,2015660,2015709,2019401,2019437,+,0.6351,0.2776,50,37,2014934,2016877,2018301,2019884
VC2087,CDS,NC_002505,VC2084,CDS,NC_002505,420,7,1.8989271137252348e-39,8.070225786453227e-37,2,-,2247757,2247801,2243674,2243714,-,0.6059,0.4106,45,40,2246617,2249478,2243188,2244081
VC0249,CDS,NC_002505,VC0250,CDS,NC_002505,419,14,1.1330439675594118e-261,6.4605394500259775e-258,2,+,255465,255513,256798,256833,+,0.4963,0.4157,48,35,254735,256175,256168,257312
VC0252,CDS,NC_002505,VC0251,CDS,NC_002505,419,13,1.174841607388064e-256,6.501841250063701e-253,2,+,260107,260146,258355,258399,+,0.5248,0.5529,39,45,259821,260422,257306,259665
VC2087,CDS,NC_002505,VC2088,CDS,NC_002505,418,7,1.1761053161788628e-159,2.9118471932519803e-156,2,-,2247912,2247985,2249905,2249938,-,0.5508,0.451,74,34,2246626,2249466,2249547,2250258
VC2085,CDS,NC_002505,VC2086,CDS,NC_002505,412,18,1.0159671913084466e-104,1.3071329681611263e-101,2,-,2244458,2244502,2246055,2246096,-,0.6698,0.4317,45,42,2244072,2245235,2245390,2246633
VC0405,CDS,NC_002505,VC0403,CDS,NC_002505,407,11,1.402797857341269e-222,5.865682340651071e-219,2,+,432004,432054,429848,429883,+,0.635,0.4168,51,35,431368,433107,429383,430242
VCA1092,CDS,NC_002506,VCA1090,CDS,NC_002506,405,6,0.0,0.0,2,-,1047921,1047967,1046103,1046137,-,0.6625,0.4454,47,35,1047204,1049287,1045744,1046449
VC0350,CDS,NC_002505,VC0349,CDS,NC_002505,395,4,0.0,0.0,2,+,373617,373658,372175,372215,+,0.3393,0.6328,41,41,372984,373986,371755,372965
VC1872,5UTR,NC_002505,VC1874,CDS,NC_002505,394,6,0.0,0.0,2,+,2014898,2014934,2019646,2019683,+,0.9369,0.119,36,37,2014894,2014973,2018325,2019885
VC0251,CDS,NC_002505,VC0249,CDS,NC_002505,390,11,1.6452201733221438e-128,2.886441001286196e-125,2,+,258031,258085,255629,255665,+,0.7013,0.3554,54,37,257277,259765,254738,256186
VC1033,CDS,NC_002505,VC1034,CDS,NC_002505,390,4,1.81539e-318,1.4851763713e-314,2,+,1098802,1098856,1100728,1100764,+,0.4965,0.5215,55,36,1097622,1099960,1100376,1101183
VC0403,CDS,NC_002505,VC0405,CDS,NC_002505,388,10,8.142504288455049e-205,3.110911962044231e-201,2,+,429835,429874,432093,432140,+,0.4737,0.5564,39,47,429367,430245,431370,433119
VC0250,CDS,NC_002505,VC0251,CDS,NC_002505,385,23,5.1297114672064595e-166,1.3405913140105132e-162,2,+,256698,256737,258617,258660,+,0.536,0.4476,40,43,256166,257314,257307,259786
VCA0051,CDS,NC_002506,Vcr078,sRNA,NC_002505,376,5,1.396529650586851e-47,7.049664816649539e-45,2,-,58978,59028,2332953,2332988,-,0.4523,0.6276,51,35,58290,59676,2332924,2333105
VC2088,CDS,NC_002505,VC2087,CDS,NC_002505,372,15,3.143871031600571e-126,5.270045103094272e-123,2,-,2249911,2249951,2248012,2248052,-,0.4892,0.5009,40,41,2249527,2250266,2246621,2249106
VC2584,CDS,NC_002505,VC2586,5UTR,NC_002505,368,6,0.0,0.0,2,-,2758533,2758577,2759700,2759729,-,0.7685,0.1407,44,30,2758382,2758708,2759660,2759748
VCA0984,CDS,NC_002506,VCA0985,CDS,NC_002506,365,4,0.0,0.0,2,+,933447,933490,935413,935457,+,0.5357,0.5473,44,44,932902,934051,934154,937014
VC2657,CDS,NC_002505,VC2656,CDS,NC_002505,363,7,0.0,0.0,2,+,2828976,2829017,2827480,2827527,+,0.4506,0.5709,42,48,2828545,2829338,2826742,2828559
VCA1095,CDS,NC_002506,VCA1094,CDS,NC_002506,363,12,8.656231874860233e-303,6.325394370653329e-299,2,-,1051536,1051585,1050006,1050042,-,0.418,0.4303,50,36,1050275,1052439,1049729,1050284
VCA1089,CDS,NC_002506,VCA1092,CDS,NC_002506,362,28,2.9466022099886044e-253,1.5508915289223588e-249,2,-,1045285,1045328,1047905,1047944,-,0.4491,0.6509,44,40,1044693,1045746,1047224,1049288
VCA1094,CDS,NC_002506,VCA1092,CDS,NC_002506,362,8,1.4992483275403168e-231,6.677022189141166e-228,2,-,1049998,1050036,1048242,1048278,-,0.5128,0.4868,39,37,1049723,1050292,1047220,1049202
VCA0690,CDS,NC_002506,VCA0691,CDS,NC_002506,362,13,3.1998545e-316,2.58966288685e-312,2,-,628464,628520,629743,629780,-,0.7005,0.3804,56,38,628070,629309,629303,630078
VCA0052,CDS,NC_002506,VC0633,3UTR,NC_002505,360,0,0.0,0.0,2,-,61202,61245,674788,674815,-,0.036,0.2929,44,28,61061,61276,674774,674841
VCA1091,CDS,NC_002506,VCA1092,CDS,NC_002506,359,19,6.780004406617878e-253,3.5437529282381797e-249,2,-,1046742,1046783,1048404,1048459,-,0.5744,0.3979,42,56,1046408,1047253,1047231,1049283
VCA1093,CDS,NC_002506,VCA1095,CDS,NC_002506,358,6,1.62e-321,1.340334e-317,2,-,1049501,1049539,1051166,1051202,-,0.5276,0.5723,38,37,1049256,1049750,1050321,1052441
VC2128,CDS,NC_002505,VC2126,CDS,NC_002505,356,16,0.0,0.0,2,-,2281502,2281551,2279616,2279651,-,0.5854,0.4438,49,36,2280658,2282665,2279060,2280134
VCA1090,CDS,NC_002506,VCA1092,CDS,NC_002506,356,14,1.5065975073196397e-277,9.691864503176611e-274,2,-,1046076,1046116,1047939,1047978,-,0.5325,0.6345,40,39,1045732,1046449,1047218,1049292
VC1874,CDS,NC_002505,VC1872,CDS,NC_002505,349,8,2.992663961683447e-101,3.686486897022676e-98,2,+,2019273,2019320,2015733,2015774,+,0.3837,0.5763,48,42,2018296,2019891,2014939,2016899
VC0349,CDS,NC_002505,VC0350,CDS,NC_002505,345,8,0.0,0.0,2,+,372231,372274,373595,373635,+,0.6197,0.3205,43,41,371749,372910,372981,373984
VC2656,CDS,NC_002505,VC2658,CDS,NC_002505,343,1,0.0,0.0,2,+,2827817,2827869,2829519,2829552,+,0.4107,0.3947,53,34,2826735,2828561,2829304,2829711
VC0405,CDS,NC_002505,VC0407,CDS,NC_002505,338,11,1.2572708644976256e-188,4.02677107454664e-185,2,+,432229,432285,434506,434540,+,0.5047,0.5484,56,34,431378,433107,434325,434817
VCA0688,CDS,NC_002506,VCA0690,CDS,NC_002506,335,10,6.208433017279798e-180,1.884196835734164e-176,2,-,626790,626849,628682,628715,-,0.4947,0.4926,59,34,625875,627631,628075,629331
VCA1092,CDS,NC_002506,VCA1089,CDS,NC_002506,334,14,1.776570416312207e-222,7.346948388403648e-219,2,-,1047886,1047930,1045321,1045358,-,0.6796,0.3789,45,38,1047205,1049290,1044681,1045747
VC0249,CDS,NC_002505,VC0251,CDS,NC_002505,333,16,5.783597198784055e-92,6.236466116978242e-89,2,+,255660,255710,257914,257950,+,0.3587,0.7342,51,36,254801,256194,257288,259726
VC0731,3UTR,NC_002505,Vcr043,sRNA,NC_002505,330,9,3.458884292459147e-179,1.0455207056790519e-175,2,-,786607,786647,1114688,1114722,+,0.3482,0.1693,40,34,786546,786686,1114607,1114750
Vcr222,sRNA,NC_002505,Vcr045,sRNA,NC_002505,330,50,0.0,0.0,2,-,2783841,2783869,1164282,1164317,+,0.9724,0.1417,28,36,2783824,2783946,1164271,1164326
VCA0985,CDS,NC_002506,VCA0984,CDS,NC_002506,328,12,0.0,0.0,2,+,935466,935526,933418,933459,+,0.5443,0.525,61,42,934153,937030,932909,934043
VC2295,CDS,NC_002505,Vcr078,sRNA,NC_002505,328,2,0.0009184724407477658,0.024890824717927834,2,-,2450510,2450551,2332955,2332990,-,0.2227,0.6136,41,36,2449745,2450838,2332924,2333094
VC2294,CDS,NC_002505,VC2295,CDS,NC_002505,327,4,0.0,0.0,2,-,2448783,2448822,2450312,2450354,-,0.5291,0.3351,39,43,2448167,2449469,2449453,2450837
GcvB,sRNA,NC_002505,VC1874,3UTR,NC_002505,326,4,2.177768953217387e-196,7.731644771150153e-193,2,-,954827,954861,2019881,2019913,+,0.4648,0.5883,35,32,954718,954924,2019850,2019936
VC2723,CDS,NC_002505,VC2725,CDS,NC_002505,326,8,0.0,0.0,2,-,2897265,2897309,2898815,2898849,-,0.5269,0.448,45,34,2896870,2897682,2898171,2899391
VC2725,CDS,NC_002505,VC2723,CDS,NC_002505,325,6,0.0,0.0,2,-,2898797,2898845,2897270,2897306,-,0.4904,0.4724,49,37,2898167,2899395,2896894,2897675
VC0254,CDS,NC_002505,VC0251,CDS,NC_002505,319,9,1.9899918299193473e-168,5.330168330063866e-165,2,+,261257,261302,258924,258969,+,0.5875,0.3228,45,45,260779,261902,257306,259778
GcvB,sRNA,NC_002505,VC1874,CDS,NC_002505,316,9,1.1407562379391405e-51,6.248878357103957e-49,2,-,954813,954848,2019741,2019773,+,0.5326,0.0607,36,33,954716,954924,2018436,2019886
VCA0691,CDS,NC_002506,VCA0690,CDS,NC_002506,314,8,5.626599521695667e-255,3.0249201878584658e-251,2,-,629684,629724,628404,628443,-,0.5099,0.7185,41,40,629313,630084,628092,629326
VC0249,CDS,NC_002505,VqmR,sRNA,NC_002506,314,3,1.029566897991433e-63,7.135438983496703e-61,2,+,255702,255741,1031531,1031568,+,0.329,0.1317,39,37,254928,256122,1031473,1031588
VC2126,CDS,NC_002505,VC2128,CDS,NC_002505,313,15,6.392269857800771e-303,4.7168371272774893e-299,2,-,2279577,2279621,2281555,2281598,-,0.5139,0.5378,44,44,2279060,2280130,2280679,2282677
VCA1073,CDS,NC_002506,VCA1071,CDS,NC_002506,313,8,4.248386760950797e-239,1.986068035753678e-235,2,-,1024562,1024617,1022061,1022097,-,0.6794,0.4515,55,37,1023544,1026673,1021266,1022778
FlaX,sRNA,NC_002505,VC2142,CDS,NC_002505,310,3,7.192324160165069e-151,1.5874893667944397e-147,2,-,2334528,2334568,2297033,2297070,-,0.6054,0.3133,41,38,2334425,2334723,2296282,2297439
VC2599,CDS,NC_002505,VC2598,CDS,NC_002505,308,6,2.980706975609156e-275,1.8695366739392577e-271,2,-,2767326,2767371,2765493,2765532,-,0.4633,0.6226,46,40,2766282,2768483,2765236,2766012
VC2295,CDS,NC_002505,VC2294,CDS,NC_002505,307,3,0.0,0.0,2,-,2450187,2450240,2448701,2448740,-,0.4559,0.5622,54,40,2449435,2450841,2448169,2449463
VC2142,CDS,NC_002505,VC2140,CDS,NC_002505,306,4,2.3177891161e-313,1.817182882478114e-309,2,-,2296986,2297044,2295330,2295370,-,0.3877,0.1839,58,40,2296274,2297445,2293815,2295766
VC1339,CDS,NC_002505,VC1338,CDS,NC_002505,306,14,0.0,0.0,2,+,1425243,1425285,1423431,1423468,+,0.5116,0.4521,43,38,1424631,1425871,1422066,1424610
VC0575,CDS,NC_002505,VC0574,CDS,NC_002505,303,2,9.173103700372291e-268,5.352079353181169e-264,2,+,606581,606623,605273,605309,+,0.3117,0.6069,43,36,606059,606826,604805,605781
VC1279,CDS,NC_002505,VC1279:VC1281,IGR,NC_002505,303,8,0.0,0.0,2,+,1354251,1354304,1355869,1355902,+,0.5992,0.6519,54,33,1353599,1355221,1355356,1356864
VC0407,CDS,NC_002505,VC0405,CDS,NC_002505,299,11,2.098079063200664e-152,4.733401732790287e-149,2,+,434480,434521,432304,432354,+,0.6794,0.4322,41,51,434310,434825,431369,433122
VCA1095,CDS,NC_002506,VCA1093,CDS,NC_002506,296,10,1.7062564630113118e-241,8.179760880049546e-238,2,-,1051152,1051200,1049504,1049538,-,0.5954,0.4485,48,35,1050312,1052400,1049260,1049761
VC2140,CDS,NC_002505,VC2142,CDS,NC_002505,295,5,2.5484800498111724e-297,1.792641356907129e-293,2,-,2295278,2295317,2296996,2297033,-,0.2299,0.3464,40,38,2293808,2295765,2296299,2297428
VC0745,3UTR,NC_002505,VC0583,3UTR,NC_002505,295,5,3.593192289174443e-80,3.26228485212134e-77,2,-,798785,798813,612526,612559,-,0.1881,0.0203,29,34,798769,798821,612524,612577
VC0574,CDS,NC_002505,VC0575,CDS,NC_002505,292,4,2.131584996651225e-253,1.1298226096158645e-249,2,+,605227,605266,606533,606569,+,0.6717,0.3282,40,36,604802,605752,606112,606821
VC1442,CDS,NC_002505,VC1439,CDS,NC_002505,287,6,0.0,0.0,2,-,1538710,1538754,1536842,1536876,-,0.5928,0.4416,44,35,1538099,1539570,1536314,1537324
FlaX,sRNA,NC_002505,VC2143,5UTR,NC_002505,287,4,3.9367875734934154e-254,2.1014488305870118e-250,2,-,2334500,2334541,2298820,2298851,-,0.7103,0.6078,42,31,2334424,2334689,2298781,2298877
VCA1046,CDS,NC_002506,VCA1045,CDS,NC_002506,285,8,0.0,0.0,2,+,997496,997541,995635,995671,+,0.5101,0.5942,46,37,996914,998114,994868,996728
VC1202,CDS,NC_002505,VC1203,CDS,NC_002505,284,9,0.0,0.0,2,-,1276934,1276992,1278590,1278625,-,0.5806,0.5359,58,35,1276275,1277845,1277825,1279518
VC1873,CDS,NC_002505,VC1874,CDS,NC_002505,283,7,2.3268649058642612e-126,3.909210950275146e-123,2,+,2017717,2017758,2019281,2019322,+,0.4626,0.3521,41,41,2017022,2018332,2018301,2019886
VC0633,3UTR,NC_002505,VCA0052,CDS,NC_002506,280,2,0.0,0.0,2,-,674791,674816,61157,61221,-,0.9092,0.0228,26,64,674774,674849,61080,61269
VC1338,CDS,NC_002505,VC1339,CDS,NC_002505,279,6,0.0,0.0,2,+,1423547,1423597,1425337,1425373,+,0.422,0.4029,50,37,1422042,1424658,1424639,1425864
VC0404,CDS,NC_002505,VC0402,CDS,NC_002505,277,14,8.479066823865e-158,2.0653113399081266e-154,2,+,430701,430738,428909,428941,+,0.5841,0.2647,37,33,430213,431372,427721,429394
VC0304,CDS,NC_002505,VC0305,CDS,NC_002505,277,7,0.0,0.0,2,-,315482,315542,316951,316985,-,0.5716,0.5128,61,35,314840,316359,316337,317649
VC1203,CDS,NC_002505,VC1202,CDS,NC_002505,276,9,0.0,0.0,2,-,1278506,1278569,1276868,1276914,-,0.6063,0.5935,64,47,1277819,1279530,1276275,1277826
VCA1093,CDS,NC_002506,VCA1092,CDS,NC_002506,274,8,1.89742439095833e-162,4.808437558844249e-159,2,-,1049499,1049540,1047829,1047882,-,0.5333,0.6813,42,54,1049264,1049761,1047220,1048943
