name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,relpos1,relpos2,length1,length2,minleft1,maxright1,minleft2,maxright2
VC0349,CDS,NC_002505,VC0350,CDS,NC_002505,1503,34,0.0,0.0,2,+,372283,372329,373663,373699,+,0.5758,0.2554,47,37,371743,372938,372960,373983
GcvB,sRNA,NC_002505,Vcr036,sRNA,NC_002505,1497,16,0.0,0.0,2,-,954855,954892,840384,840419,-,0.3242,0.5501,37,36,954715,954925,840377,840487
VC0350,CDS,NC_002505,VC0349,CDS,NC_002505,1490,23,0.0,0.0,2,+,373634,373679,372232,372272,+,0.3224,0.5849,46,41,372949,373993,371749,372932
Vcr203,sRNA,NC_002505,VC2033,CDS,NC_002505,1447,12,1.078916918124654e-241,5.177598592599155e-238,2,+,606838,606869,2187974,2188013,-,0.8293,0.8525,32,40,606789,606927,2187598,2190286
VC0321,CDS,NC_002505,VC0362,CDS,NC_002505,1407,426,0.0,0.0,2,+,335746,335865,382442,382477,+,0.6451,0.3943,120,36,335306,336513,381752,382957
VC0731,3UTR,NC_002505,Vcr043,sRNA,NC_002505,1388,52,0.0,0.0,2,-,786610,786648,1114683,1114718,+,0.3295,0.1938,39,35,786548,786686,1114601,1114750
VC2033,CDS,NC_002505,Vcr069:VC1803,IGR,NC_002505,1314,45,8.734078977541787e-80,1.0362950320715622e-76,2,-,2187936,2187991,1944197,1944231,+,0.8812,0.7017,55,34,2187596,2190305,1944152,1946130
Vcr017,sRNA,NC_002505,VC2033,3UTR,NC_002505,1314,122,0.0,0.0,2,-,350328,350362,2187570,2187602,-,0.417,0.0588,34,32,350275,350370,2187551,2187635
VC0713,5UTR,NC_002505,VCt091:VCr021,IGR,NC_002505,1260,26,0.0,0.0,2,+,762548,762588,2931693,2931713,-,0.3077,0.4534,41,20,762425,762611,2931659,2931730
VC0768,CDS,NC_002505,VC0767,CDS,NC_002505,1227,32,0.0,0.0,2,+,822354,822402,820685,820725,+,0.5066,0.5143,49,41,821571,823163,819996,821499
VCr018:VC2497,IGR,NC_002505,VCt094:VCr024,IGR,NC_002505,1192,14,0.0,0.0,2,-,2681584,2681624,2937414,2937434,-,0.3796,0.4507,41,20,2681424,2681685,2937384,2937461
VC0713,5UTR,NC_002505,VCr010:VCt026,IGR,NC_002505,1192,23,0.0,0.0,2,+,762546,762586,403317,403337,+,0.3177,0.1838,41,20,762426,762611,403278,403349
VCr018:VC2497,IGR,NC_002505,VCr007:VCt011,IGR,NC_002505,1157,12,0.0,0.0,2,-,2681582,2681622,325712,325732,+,0.3856,0.1839,41,21,2681424,2681685,325682,325744
VC0162,CDS,NC_002505,VCt005:VC0162,IGR,NC_002505,1138,38,0.0,0.0,2,+,158320,158372,156751,156786,+,0.4075,0.5518,53,35,157451,158937,156282,157388
VCA0751:VCAt2,IGR,NC_002506,VCA0751,CDS,NC_002506,1115,39,0.0,0.0,2,-,698098,698172,696112,696150,-,0.5209,0.4763,74,39,696753,699550,695564,696669
VC2320,CDS,NC_002505,VC2322,CDS,NC_002505,1096,33,0.0,0.0,2,-,2470710,2470769,2473661,2473704,-,0.4272,0.6575,60,44,2468638,2472275,2472525,2475950
VC2322,CDS,NC_002505,VC2320,CDS,NC_002505,1050,29,0.0,0.0,2,-,2473632,2473681,2470738,2470778,-,0.6782,0.4083,49,41,2472521,2475981,2468622,2472277
VC0767,CDS,NC_002505,VC0768,CDS,NC_002505,994,19,0.0,0.0,2,+,820610,820665,822372,822411,+,0.5929,0.47,55,39,819992,821502,821583,823156
VCt005:VC0162,IGR,NC_002505,VC0162,CDS,NC_002505,972,46,0.0,0.0,2,+,156733,156777,158298,158336,+,0.5998,0.3963,45,39,156314,157381,157446,158939
VCA0751,CDS,NC_002506,VCA0751:VCAt2,IGR,NC_002506,956,26,0.0,0.0,2,-,696057,696104,698153,698209,-,0.5623,0.4812,47,57,695559,696691,696735,699537
VC0059,CDS,NC_002505,VCr010:VCt026,IGR,NC_002505,951,17,0.0,0.0,2,+,53591,53633,403317,403337,+,0.326,0.1841,43,20,53476,53659,403288,403349
VC0713,5UTR,NC_002505,VCt085:VCr018,IGR,NC_002505,941,38,0.0,0.0,2,+,762547,762587,2679831,2679852,-,0.3085,0.4977,40,21,762427,762612,2679805,2679883
VC0478,CDS,NC_002505,VC0477,CDS,NC_002505,938,27,0.0,0.0,2,+,509939,509986,508511,508549,+,0.5032,0.5941,48,39,509397,510503,508056,509256
VC0312:VCr007,IGR,NC_002505,VCt085:VCr018,IGR,NC_002505,937,39,0.0,0.0,2,+,323921,323962,2679831,2679852,-,0.6711,0.4957,41,21,323810,324142,2679804,2679883
VCr018:VC2497,IGR,NC_002505,VCt085:VCr018,IGR,NC_002505,936,9,0.0,0.0,2,-,2681579,2681619,2679832,2679852,-,0.3976,0.4892,41,21,2681418,2681685,2679804,2679883
VC0643,CDS,NC_002505,VC0642,CDS,NC_002505,917,37,0.0,0.0,2,+,686369,686420,684500,684536,+,0.6172,0.5213,51,37,685309,688050,683808,685341
VC0477,CDS,NC_002505,VC0478,CDS,NC_002505,913,31,0.0,0.0,2,+,508494,508537,509925,509961,+,0.6403,0.483,43,36,508061,509274,509389,510499
VC0349,CDS,NC_002505,VC0351,CDS,NC_002505,907,17,0.0,0.0,2,+,372464,372507,373963,373998,+,0.4232,0.9756,44,35,371749,372974,373959,374197
VC0329,CDS,NC_002505,VC0328,CDS,NC_002505,906,24,0.0,0.0,2,+,346083,346139,343038,343084,+,0.6244,0.3266,56,46,344482,348722,340383,344397
VCr020:VCt088,IGR,NC_002505,VCr022:VCr023,IGR,NC_002505,902,9,0.0,0.0,2,-,2931182,2931222,2933800,2933834,-,0.4744,0.4388,40,35,2931068,2931316,2933747,2933886
VC0713,5UTR,NC_002505,VCr001:VCt001,IGR,NC_002505,895,45,0.0,0.0,2,+,762548,762588,55388,55408,+,0.3036,0.1867,40,20,762426,762612,55342,55414
VC0312:VCr007,IGR,NC_002505,VCr010:VCt026,IGR,NC_002505,890,23,0.0,0.0,2,+,323921,323962,403317,403337,+,0.6726,0.1842,42,21,323812,324140,403278,403349
VC0059,CDS,NC_002505,VCt085:VCr018,IGR,NC_002505,889,14,0.0,0.0,2,+,53591,53633,2679832,2679852,-,0.3262,0.498,43,21,53477,53652,2679808,2679872
VC0312:VCr007,IGR,NC_002505,VCr001:VCt001,IGR,NC_002505,884,58,0.0,0.0,2,+,323924,323964,55388,55408,+,0.6636,0.1878,41,21,323812,324141,55357,55416
VC0428,3UTR,NC_002505,VC2689,3UTR,NC_002505,878,2,0.0,0.0,2,-,456821,456857,2856735,2856769,-,0.4871,0.1258,36,35,456809,456880,2856727,2856801
VC0386:VCr010,IGR,NC_002505,VCr007:VCt011,IGR,NC_002505,873,17,0.0,0.0,2,+,401549,401590,325711,325732,+,0.6863,0.1874,42,21,401435,401748,325680,325744
VC0386:VCr010,IGR,NC_002505,VCr001:VCt001,IGR,NC_002505,865,40,0.0,0.0,2,+,401546,401587,55388,55408,+,0.6978,0.1858,41,21,401453,401747,55358,55419
VC2753,CDS,NC_002505,VCt094:VCr024,IGR,NC_002505,861,7,0.0,0.0,2,-,2939173,2939214,2937413,2937433,-,0.9522,0.457,42,21,2939145,2939328,2937381,2937454
VC0059,CDS,NC_002505,VCr001:VCt001,IGR,NC_002505,859,17,0.0,0.0,2,+,53590,53632,55388,55408,+,0.3313,0.1845,43,20,53476,53652,55369,55418
VCr018:VC2497,IGR,NC_002505,VCr001:VCt001,IGR,NC_002505,857,32,0.0,0.0,2,-,2681580,2681620,55388,55408,+,0.3936,0.1904,40,21,2681422,2681685,55353,55415
VC0059,CDS,NC_002505,VCr007:VCt011,IGR,NC_002505,845,15,0.0,0.0,2,+,53589,53632,325712,325732,+,0.3393,0.1865,43,20,53476,53654,325672,325742
VC0328,CDS,NC_002505,VC0329,CDS,NC_002505,832,11,0.0,0.0,2,+,343054,343108,345977,346025,+,0.3341,0.6381,55,49,340391,344391,344518,348726
VC0362,CDS,NC_002505,VC0321,CDS,NC_002505,818,34,0.0,0.0,2,+,382109,382151,336175,336210,+,0.7052,0.2534,43,35,381738,382940,335379,336528
Vcr078,sRNA,NC_002505,VC2187,5UTR,NC_002505,805,12,0.0,0.0,2,-,2332968,2333009,2334141,2334172,-,0.743,0.7167,42,32,2332928,2333133,2334090,2334324
VC0312:VCr007,IGR,NC_002505,VCr007:VCt011,IGR,NC_002505,804,33,0.0,0.0,2,+,323922,323963,325711,325731,+,0.6694,0.1939,42,21,323812,324141,325673,325741
VC0695,CDS,NC_002505,VC0696,CDS,NC_002505,789,27,0.0,0.0,2,+,743910,743959,745333,745372,+,0.649,0.3324,50,39,743513,744619,744615,745757
VC0642,CDS,NC_002505,VC0643,CDS,NC_002505,782,28,1.55271465287377e-310,1.1088663861056128e-306,2,+,684507,684551,686348,686386,+,0.5412,0.6108,44,38,683801,685344,685311,688050
VC0386:VCr010,IGR,NC_002505,VCt085:VCr018,IGR,NC_002505,780,20,0.0,0.0,2,+,401545,401586,2679831,2679852,-,0.7,0.4946,42,21,401435,401746,2679805,2679883
VC0386:VCr010,IGR,NC_002505,VCr010:VCt026,IGR,NC_002505,771,20,0.0,0.0,2,+,401545,401587,403317,403337,+,0.6998,0.1859,42,21,401454,401686,403275,403349
VC2319,CDS,NC_002505,VC2320,CDS,NC_002505,768,46,0.0,0.0,2,-,2467635,2467678,2470160,2470207,-,0.472,0.5657,44,48,2466517,2468652,2468637,2472266
VC0696,CDS,NC_002505,VC0695,CDS,NC_002505,755,29,0.0,0.0,2,+,745343,745386,743886,743924,+,0.3581,0.6359,44,38,744605,745771,743521,744613
VC2753,CDS,NC_002505,VCr004:VCt004,IGR,NC_002505,751,10,0.0,0.0,2,-,2939172,2939213,152624,152644,+,0.9624,0.2559,42,21,2939146,2939320,152589,152662
VC2753,CDS,NC_002505,VCr007:VCt011,IGR,NC_002505,749,8,0.0,0.0,2,-,2939172,2939212,325712,325732,+,0.9627,0.1907,41,20,2939148,2939328,325686,325740
VC2320,CDS,NC_002505,VC2319,CDS,NC_002505,745,22,0.0,0.0,2,-,2470181,2470256,2467608,2467646,-,0.573,0.4667,75,39,2468619,2472279,2466518,2468648
VC2369,CDS,NC_002505,VC2370,CDS,NC_002505,705,23,0.0,0.0,2,-,2526690,2526744,2528625,2528661,-,0.4205,0.4983,54,37,2525325,2527703,2527786,2529540
VCr018:VC2497,IGR,NC_002505,VCr010:VCt026,IGR,NC_002505,689,17,0.0,0.0,2,-,2681576,2681616,403316,403336,+,0.4071,0.1968,40,21,2681427,2681685,403276,403345
VC2753,CDS,NC_002505,VC0713:VCt049,IGR,NC_002505,688,4,0.0,0.0,2,-,2939172,2939214,764340,764360,+,0.9574,0.0113,42,20,2939146,2939329,764312,764377
VCr018:VC2497,IGR,NC_002505,VCr004:VCt004,IGR,NC_002505,676,29,0.0,0.0,2,-,2681579,2681619,152624,152644,+,0.3948,0.2631,40,20,2681423,2681685,152592,152658
VC0312:VCr007,IGR,NC_002505,VCt091:VCr021,IGR,NC_002505,673,21,0.0,0.0,2,+,323924,323965,2931693,2931713,-,0.6624,0.4473,41,20,323823,324141,2931662,2931735
VC2753,CDS,NC_002505,VCt091:VCr021,IGR,NC_002505,666,8,0.0,0.0,2,-,2939174,2939217,2931692,2931712,-,0.9431,0.4611,43,21,2939153,2939320,2931659,2931731
VC0713,5UTR,NC_002505,VCr004:VCt004,IGR,NC_002505,663,58,0.0,0.0,2,+,762548,762588,152624,152644,+,0.3029,0.2606,40,20,762427,762610,152586,152659
VC2753,CDS,NC_002505,VCr010:VCt026,IGR,NC_002505,661,6,0.0,0.0,2,-,2939172,2939213,403317,403337,+,0.9629,0.193,42,20,2939146,2939329,403287,403345
VC2370,CDS,NC_002505,VC2369,CDS,NC_002505,658,18,0.0,0.0,2,-,2528600,2528647,2526756,2526793,-,0.5331,0.3769,47,38,2527773,2529550,2525320,2527693
VC0405,CDS,NC_002505,VC0406,CDS,NC_002505,655,39,0.0,0.0,2,+,432079,432124,433803,433840,+,0.5912,0.4031,45,37,431360,433076,433090,434348
CsrD,sRNA,NC_002506,VC2689,CDS,NC_002505,653,1,0.0,0.0,2,-,783968,784010,2856794,2856827,-,0.4637,0.9551,43,34,783801,784131,2856791,2857128
VC0255,CDS,NC_002505,VC0258,CDS,NC_002505,649,13,0.0,0.0,2,+,262211,262250,263610,263653,+,0.4864,0.7077,40,43,262082,262292,263543,264204
VCr018:VC2497,IGR,NC_002505,VC0713:VCt049,IGR,NC_002505,648,10,0.0,0.0,2,-,2681582,2681623,764340,764360,+,0.3847,0.0116,41,20,2681423,2681685,764305,764375
VC0713,5UTR,NC_002505,VCr007:VCt011,IGR,NC_002505,647,35,0.0,0.0,2,+,762548,762587,325712,325732,+,0.3055,0.1925,40,20,762427,762611,325693,325741
VC1714,CDS,NC_002505,VC1715,CDS,NC_002505,646,13,0.0,0.0,2,-,1851520,1851594,1854054,1854090,-,0.4767,0.409,74,36,1849160,1853651,1853640,1854393
VC0404,CDS,NC_002505,VC0405,CDS,NC_002505,644,33,0.0,0.0,2,+,430734,430778,432456,432493,+,0.5557,0.3518,45,38,430207,431391,431461,433122
VC0428,3UTR,NC_002505,VC2689,CDS,NC_002505,644,6,0.0,0.0,2,-,456822,456855,2856854,2856888,-,0.4799,0.8945,34,34,456816,456880,2856763,2857775
VC2753,CDS,NC_002505,VCt085:VCr018,IGR,NC_002505,641,6,0.0,0.0,2,-,2939171,2939211,2679832,2679852,-,0.9696,0.4968,41,20,2939148,2939328,2679804,2679870
VC0312:VCr007,IGR,NC_002505,VC0713:VCt049,IGR,NC_002505,637,33,0.0,0.0,2,+,323929,323968,764339,764359,+,0.6493,0.0118,40,21,323812,324142,764307,764375
VC0713,5UTR,NC_002505,VC0713:VCt049,IGR,NC_002505,633,19,0.0,0.0,2,+,762549,762589,764340,764360,+,0.3,0.0116,41,20,762427,762614,764322,764374
VC0312:VCr007,IGR,NC_002505,VCr004:VCt004,IGR,NC_002505,633,48,0.0,0.0,2,+,323924,323964,152624,152644,+,0.6632,0.2621,40,21,323810,324142,152586,152661
VC0251,CDS,NC_002505,VC0250,CDS,NC_002505,613,28,7.7687717e-317,5.79523448254e-313,2,+,258564,258623,256731,256767,+,0.4863,0.475,59,36,257307,259775,256156,257312
VC2753,CDS,NC_002505,VCr001:VCt001,IGR,NC_002505,610,8,0.0,0.0,2,-,2939171,2939212,55388,55408,+,0.9682,0.1911,42,20,2939152,2939319,55359,55416
VC0350,CDS,NC_002505,VC0348,CDS,NC_002505,602,9,0.0,0.0,2,+,373462,373506,371287,371320,+,0.4975,0.3205,45,34,372952,373983,370415,371766
VC0487,CDS,NC_002505,VC0486,CDS,NC_002505,585,34,0.0,0.0,2,+,518418,518474,516953,516988,+,0.4467,0.4518,56,36,517502,519251,516545,517360
VC2657,CDS,NC_002505,VC2656,CDS,NC_002505,578,17,0.0,0.0,2,+,2828978,2829019,2827420,2827458,+,0.4481,0.6094,42,38,2828539,2829339,2826736,2828398
VC0250,CDS,NC_002505,VC0249,CDS,NC_002505,571,17,0.0,0.0,2,+,256819,256862,255463,255504,+,0.4288,0.469,44,41,256166,257318,254734,256134
VC2547,CDS,NC_002505,VC2548,CDS,NC_002505,570,26,0.0,0.0,2,-,2729425,2729476,2731633,2731672,-,0.3632,0.4952,52,40,2727016,2730808,2730776,2732545
VC0040:VC0047,IGR,NC_002505,VC0040,CDS,NC_002505,562,9,0.0,0.0,2,+,39726,39778,38167,38201,+,0.813,0.4536,53,35,38649,42572,37831,38507
Vcr076,sRNA,NC_002505,VC2627,CDS,NC_002505,557,4,0.0,0.0,2,-,2266059,2266097,2798590,2798623,-,0.6395,0.4521,39,33,2266014,2266135,2798474,2798667
VC0312:VCr007,IGR,NC_002505,VCt094:VCr024,IGR,NC_002505,555,26,0.0,0.0,2,+,323926,323967,2937414,2937435,-,0.6578,0.4355,41,22,323812,324144,2937383,2937463
VC0486,CDS,NC_002505,VC0487,CDS,NC_002505,553,13,0.0,0.0,2,+,516950,516988,518511,518553,+,0.5013,0.3733,39,43,516543,517355,517413,519250
VC2447,CDS,NC_002505,VC2448,CDS,NC_002505,552,29,7.798998187116675e-187,2.652803706152768e-183,2,-,2627229,2627268,2628837,2628881,-,0.5288,0.4592,40,44,2626599,2627934,2627999,2629619
VC0405,CDS,NC_002505,VC0404,CDS,NC_002505,550,29,0.0,0.0,2,+,432347,432394,430731,430766,+,0.4362,0.5279,48,36,431382,433109,430210,431389
VC0059,CDS,NC_002505,VCt091:VCr021,IGR,NC_002505,541,11,0.0,0.0,2,+,53592,53633,2931693,2931713,-,0.3209,0.4526,42,20,53485,53653,2931674,2931730
VC0012,CDS,NC_002505,VC0013,CDS,NC_002505,541,24,0.0,0.0,2,+,8046,8093,9563,9599,+,0.5417,0.3393,47,37,7376,8818,8863,9995
VC0013,CDS,NC_002505,VC0012,CDS,NC_002505,541,11,0.0,0.0,2,+,9519,9559,8023,8063,+,0.4126,0.5299,41,41,8864,10001,7381,8825
VC0696:VC0700,IGR,NC_002505,VC0695,CDS,NC_002505,535,14,0.0,0.0,2,+,746693,746739,744063,744100,+,0.6479,0.472,47,38,745771,748072,743521,744627
VC0348,CDS,NC_002505,VC0350,CDS,NC_002505,535,7,0.0,0.0,2,+,371291,371334,373424,373466,+,0.3436,0.4932,43,43,370426,371776,372954,373983
VC0362,CDS,NC_002505,VC0321,3UTR,NC_002505,531,0,0.0,0.0,2,+,382362,382404,336523,336558,+,0.4907,0.5405,42,35,381761,382697,336495,336641
VC0652,CDS,NC_002505,VC0651,CDS,NC_002505,529,16,0.0,0.0,2,-,696934,696978,695524,695558,-,0.3082,0.7556,44,35,696245,697269,695327,696202
VC0406,CDS,NC_002505,VC0405,CDS,NC_002505,519,27,0.0,0.0,2,+,433770,433813,432106,432144,+,0.46,0.5539,44,39,433090,434350,431373,433121
VC0696:VC0700,IGR,NC_002505,VC0696,CDS,NC_002505,514,20,0.0,0.0,2,+,746920,746973,745102,745141,+,0.5593,0.5374,53,39,745768,748339,744603,745757
VC2656,CDS,NC_002505,VC2657,CDS,NC_002505,508,17,0.0,0.0,2,+,2827434,2827480,2828947,2828981,+,0.6223,0.4437,46,35,2826731,2828499,2828543,2829332
VC0249,CDS,NC_002505,VC0251,CDS,NC_002505,500,18,1.4054514732260399e-176,4.467942093735566e-173,2,+,255584,255630,258074,258115,+,0.4127,0.6675,47,42,254737,256194,257282,259774
VC0250,CDS,NC_002505,VC0251,CDS,NC_002505,500,28,1.7840689953827792e-219,7.168864975180109e-216,2,+,256721,256769,258602,258647,+,0.5158,0.453,49,45,256154,257318,257306,259773
VC0652,CDS,NC_002505,VC0651,3UTR,NC_002505,499,11,0.0,0.0,2,-,696803,696848,695310,695344,-,0.4383,0.0,46,35,696266,697269,695060,695361
VCt085:VCr018,IGR,NC_002505,VCr018:VC2497,IGR,NC_002505,495,9,0.0,0.0,2,-,2679822,2679856,2681570,2681600,-,0.9803,0.3181,35,31,2679799,2679883,2681409,2681685
VC0251,CDS,NC_002505,VC0249,CDS,NC_002505,494,22,2.3212953231935898e-172,7.109438735272888e-169,2,+,258160,258201,255585,255621,+,0.6494,0.3861,42,37,257277,259755,254734,256185
VC2656,CDS,NC_002505,VC2658,CDS,NC_002505,493,13,0.0,0.0,2,+,2827770,2827813,2829521,2829554,+,0.4366,0.3913,44,33,2826731,2828553,2829303,2829712
VC1714,CDS,NC_002505,VC1716,CDS,NC_002505,489,9,0.0,0.0,2,-,1851662,1851756,1854988,1855023,-,0.445,0.4992,94,35,1849163,1853671,1854359,1855706
VC2548,CDS,NC_002505,VC2547,CDS,NC_002505,481,9,0.0,0.0,2,-,2731676,2731722,2729335,2729385,-,0.4928,0.3739,47,51,2730771,2732562,2727026,2730795
VC0059,CDS,NC_002505,VCt094:VCr024,IGR,NC_002505,478,13,0.0,0.0,2,+,53589,53631,2937414,2937433,-,0.3398,0.4565,43,20,53486,53651,2937384,2937451
VC0386:VCr010,IGR,NC_002505,VCt094:VCr024,IGR,NC_002505,475,13,0.0,0.0,2,+,401555,401596,2937414,2937435,-,0.6661,0.4332,41,21,401435,401747,2937384,2937456
VC2430,CDS,NC_002505,VC2431,CDS,NC_002505,473,8,0.0,0.0,2,-,2604264,2604324,2606343,2606380,-,0.5819,0.5838,60,37,2603294,2605582,2605579,2607465
VC2448,CDS,NC_002505,VC2447,CDS,NC_002505,473,16,3.1017073568581216e-135,6.873246662767147e-132,2,-,2628829,2628884,2627232,2627273,-,0.4906,0.4943,55,42,2627987,2629633,2626604,2627925
VC0576,CDS,NC_002505,VC2033,3UTR,NC_002505,471,12,2.7504141161515864e-120,5.246153811294959e-117,2,+,607032,607070,2187568,2187601,-,0.808,0.0641,38,33,606895,607553,2187550,2187629
VC0695,CDS,NC_002505,VC0696:VC0700,IGR,NC_002505,464,19,0.0,0.0,2,+,744063,744111,746699,746736,+,0.5065,0.6311,49,37,743521,744620,745785,748353
VCA0680,CDS,NC_002506,VCA0678,CDS,NC_002506,461,23,0.0,0.0,2,+,615912,615952,613997,614032,+,0.4303,0.4068,41,35,615558,616180,612589,615051
VC0349,CDS,NC_002505,VC0348,CDS,NC_002505,461,10,0.0,0.0,2,+,372564,372613,371084,371121,+,0.3388,0.4752,49,38,371738,372985,370418,371743
VC1716,CDS,NC_002505,VC1714,CDS,NC_002505,460,6,0.0,0.0,2,-,1854984,1855027,1851802,1851845,-,0.5288,0.4041,44,44,1854359,1855704,1849169,1853663
VCA0052,CDS,NC_002506,VC0633,3UTR,NC_002505,458,3,0.0,0.0,2,-,61207,61249,674785,674815,-,0.0322,0.2921,43,30,60730,61278,674774,674841
VC0059,CDS,NC_002505,VCr004:VCt004,IGR,NC_002505,455,15,0.0,0.0,2,+,53589,53631,152624,152644,+,0.3387,0.2621,42,20,53486,53652,152605,152659
VCA0678,CDS,NC_002506,VCA0676,CDS,NC_002506,450,19,0.0,0.0,2,+,613702,613755,611895,611932,+,0.5392,0.5522,53,37,612693,615045,611691,612227
VC2128,CDS,NC_002505,VC2130,CDS,NC_002505,447,21,0.0,0.0,2,-,2281765,2281827,2283906,2283943,-,0.4554,0.5186,63,38,2280692,2282700,2283313,2284642
VCA0564,CDS,NC_002506,VCA0563,CDS,NC_002506,444,13,0.0,0.0,2,+,502619,502664,500967,501003,+,0.3875,0.4948,46,37,501763,503166,500215,501760
VC0696,CDS,NC_002505,VC0696:VC0700,IGR,NC_002505,444,21,0.0,0.0,2,+,745074,745130,746878,746916,+,0.5965,0.5611,57,39,744603,745737,745805,748348
VC0059,CDS,NC_002505,VC0713:VCt049,IGR,NC_002505,442,11,0.0,0.0,2,+,53591,53633,764340,764360,+,0.324,0.0116,43,20,53507,53651,764321,764375
VC0487,CDS,NC_002505,VC0487:Vcr025,IGR,NC_002505,442,16,1.1382436839295262e-307,8.01477801462246e-304,2,+,518189,518244,520078,520117,+,0.5716,0.7598,55,39,517399,519236,519312,522529
VCA0013,CDS,NC_002506,VCA0014,CDS,NC_002506,441,12,0.0,0.0,2,+,13406,13455,15774,15809,+,0.537,0.5416,50,35,12269,14692,14830,16960
VCA0521,CDS,NC_002506,VCA0520,CDS,NC_002506,433,18,0.0,0.0,2,+,452880,452952,450973,451010,+,0.5778,0.5121,73,38,451618,454638,450443,451612
VCA0676,CDS,NC_002506,VCA0678,CDS,NC_002506,432,12,0.0,0.0,2,+,611934,611976,613680,613714,+,0.5475,0.5344,42,35,611691,612237,612805,615055
VC2431,CDS,NC_002505,VC2430,CDS,NC_002505,426,16,0.0,0.0,2,-,2606372,2606430,2604340,2604380,-,0.5879,0.531,58,40,2605586,2607468,2603309,2605576
VC2570,CDS,NC_002505,Vcr076,sRNA,NC_002505,424,4,0.0,0.0,2,-,2751433,2751470,2266030,2266066,-,0.1662,0.5765,37,36,2751114,2751531,2266016,2266160
VC0386:VCr010,IGR,NC_002505,VCr004:VCt004,IGR,NC_002505,420,38,3.719855e-318,2.816715203e-314,2,+,401548,401588,152624,152644,+,0.6899,0.2632,41,20,401453,401739,152597,152659
VC0249,CDS,NC_002505,VC0250,CDS,NC_002505,418,14,7.614366329062102e-238,3.5522315489000704e-234,2,+,255426,255480,256858,256894,+,0.5242,0.3617,54,36,254735,256173,256160,257313
VC2579,CDS,NC_002505,VC2582,CDS,NC_002505,416,7,0.0,0.0,2,-,2756599,2756638,2757805,2757841,-,0.2758,0.5469,39,37,2756224,2756763,2757664,2758073
VC0254,CDS,NC_002505,VC0251,CDS,NC_002505,413,19,2.536933300357155e-202,9.346645338980878e-199,2,+,261319,261364,258692,258732,+,0.5332,0.4185,46,40,260779,261941,257283,259782
VC1715,CDS,NC_002505,VC1714,CDS,NC_002505,411,5,0.0,0.0,2,-,1854003,1854044,1851303,1851364,-,0.5262,0.5116,42,61,1853633,1854384,1849181,1853180
VC0711,CDS,NC_002505,VC0709,CDS,NC_002505,410,13,0.0,0.0,2,+,760525,760576,758328,758365,+,0.6695,0.4717,51,38,759654,762154,757834,758834
VCA0059,CDS,NC_002506,VC0478,CDS,NC_002505,404,12,1.3427930229781508e-60,1.1535847586514405e-57,2,-,66643,66682,509685,509718,+,0.5282,0.7082,40,33,66517,66777,509392,510498
VC2130,CDS,NC_002505,VC2128,CDS,NC_002505,404,17,0.0,0.0,2,-,2283896,2283937,2281792,2281827,-,0.5546,0.4248,41,35,2283308,2284643,2280677,2282672
VC0012,CDS,NC_002505,VC0014,CDS,NC_002505,404,9,0.0,0.0,2,+,8170,8213,10194,10229,+,0.4546,0.7816,44,36,7377,8827,9970,11109
