name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,relpos1,relpos2,length1,length2,minleft1,maxright1,minleft2,maxright2
VC1905,CDS,NC_002505,Spot42,sRNA,NC_002505,2045,3,0.0,0.0,2,+,2055630,2055673,106140,106177,+,0.9112,0.0692,43,37,2055513,2056340,106086,106185
VC1558,CDS,NC_002505,Vssrna24,sRNA,NC_002505,2041,7,0.0,0.0,2,-,1670549,1670584,106498,106536,+,0.0548,0.0095,36,38,1669417,1670645,106479,106557
VC2087,CDS,NC_002505,Spot42,sRNA,NC_002505,2024,11,0.0,0.0,2,-,2248754,2248801,106135,106172,+,0.2509,0.1175,48,37,2246619,2249482,106073,106185
VC0249,CDS,NC_002505,Vcr043,sRNA,NC_002505,2011,17,1.1994198592901433e-154,7.895676397113772e-152,2,+,255838,255876,1114683,1114726,+,0.2326,0.1387,39,44,254729,256193,1114604,1114750
VC0244,CDS,NC_002505,VqmR,sRNA,NC_002506,1899,10,0.0,0.0,2,+,250878,250919,1031532,1031571,+,0.6158,0.1087,42,40,250430,251561,1031443,1031590
VC0706,CDS,NC_002505,TarB,sRNA,NC_002505,1834,4,0.0,0.0,2,-,756374,756413,911234,911271,-,0.5965,0.5604,40,37,756223,756571,911231,911318
VC2386,CDS,NC_002505,Spot42,sRNA,NC_002505,1822,12,0.0,0.0,2,+,2551245,2551285,106137,106174,+,0.6104,0.1002,40,37,2550597,2552259,106077,106185
VC0706,CDS,NC_002505,Qrr2,sRNA,NC_002506,1816,11,1.5434149193097423e-45,3.792664666658268e-43,2,-,756479,756520,48510,48548,+,0.2737,0.041,41,38,756221,756591,48424,48558
VC0731,CDS,NC_002505,Vcr043,sRNA,NC_002505,1794,17,0.0,0.0,2,-,786754,786795,1114701,1114735,+,0.8572,0.0821,41,35,786644,787285,1114589,1114750
Vcr043,sRNA,NC_002505,VC0731,3UTR,NC_002505,1764,3,1.8481555325361415e-93,8.379910903173154e-91,2,+,1114633,1114673,786565,786601,-,0.7293,0.3825,41,37,1114587,1114749,786548,786682
Qrr3,sRNA,NC_002506,VC2647,5UTR,NC_002505,1736,1,9.42241064144093e-256,9.693093871875155e-253,2,+,772257,772291,2821415,2821449,+,1.0,0.2824,34,35,772253,772363,2821307,2821518
VCA0892,3UTR,NC_002506,Vcr043,sRNA,NC_002505,1735,7,0.0,0.0,2,-,844996,845024,1114639,1114716,+,1.0,0.2014,28,78,844975,845077,1114591,1114750
VC2091,CDS,NC_002505,Spot42,sRNA,NC_002505,1733,5,0.0,0.0,2,-,2252731,2252771,106137,106173,+,0.1005,0.1012,40,37,2252381,2252793,106077,106186
VC2387,CDS,NC_002505,Spot42,sRNA,NC_002505,1714,6,1.3914e-319,1.74388266e-316,2,+,2552570,2552609,106134,106173,+,0.4783,0.1059,39,39,2552243,2552888,106078,106185
Vcr059,sRNA,NC_002505,Vcr043,sRNA,NC_002505,1698,39,0.0,0.0,2,-,1579098,1579121,1114650,1114735,+,0.7435,0.0828,24,86,1579062,1579168,1114588,1114750
Vcr067,sRNA,NC_002505,Spot42,sRNA,NC_002505,1680,21,0.0,0.0,2,+,1801987,1802029,106133,106169,+,0.5687,0.1447,42,36,1801885,1802151,106073,106185
VC1434,CDS,NC_002505,Spot42,sRNA,NC_002505,1665,1,0.0,0.0,2,-,1532413,1532455,106132,106168,+,0.0723,0.1537,43,36,1531813,1532486,106076,106185
VC2647,CDS,NC_002505,GcvB,sRNA,NC_002505,1630,10,0.0,0.0,2,+,2821585,2821626,954766,954802,-,0.8436,0.5838,42,37,2821479,2822041,954716,954923
Vcr025,sRNA,NC_002505,Vcr090,sRNA,NC_002506,1615,2,0.0,0.0,2,+,522667,522710,3245,3279,+,0.5735,0.0667,44,35,522600,522718,3211,3286
VC0186,CDS,NC_002505,Vcr043,sRNA,NC_002505,1599,6,0.0,0.0,2,-,190763,190790,1114657,1114732,+,0.0425,0.1028,28,76,189528,190839,1114590,1114750
VC0911,5UTR,NC_002505,Vcr017,sRNA,NC_002505,1572,1,0.0,0.0,2,+,971266,971304,350281,350316,-,0.9422,0.549,39,35,971243,971325,350273,350369
VCA0933,3UTR,NC_002506,Vcr229,sRNA,NC_002506,1572,89,0.0,0.0,2,+,886462,886488,897586,897682,+,0.2709,0.2179,27,97,886259,886550,897525,897727
VC0395,CDS,NC_002505,Qrr4,sRNA,NC_002506,1567,599,0.0,0.0,2,-,421461,421492,908214,908249,-,0.0531,0.5351,32,36,420725,421530,908200,908303
VCA1043,5UTR,NC_002506,Spot42,sRNA,NC_002505,1529,3,0.0,0.0,2,-,994288,994330,106140,106175,+,1.0,0.0858,43,35,994277,994424,106077,106185
VC0033,CDS,NC_002505,Qrr1,sRNA,NC_002505,1488,60,0.0,0.0,2,+,32492,32528,1089972,1090007,-,0.0837,0.5359,37,35,32468,32587,1089963,1090059
VC2647,5UTR,NC_002505,VqmR,sRNA,NC_002506,1476,11,0.0041942206392053104,0.03173417611539812,2,+,2821417,2821457,1031544,1031579,+,0.4621,0.0555,40,36,2821306,2821522,1031421,1031589
VC0249,CDS,NC_002505,VqmR,sRNA,NC_002506,1456,7,0.0,0.0,2,+,255697,255736,1031531,1031574,+,0.3322,0.0884,39,44,254735,256194,1031472,1031590
VC2133,CDS,NC_002505,Vcr227,sRNA,NC_002506,1434,20,0.0,0.0,2,-,2287133,2287163,479969,480015,+,0.673,0.1158,31,47,2286546,2288298,479939,480023
VC0014,CDS,NC_002505,Spot42,sRNA,NC_002505,1416,3,0.0,0.0,2,+,10552,10588,106143,106179,+,0.4853,0.0498,37,36,10221,10890,106087,106185
VCr021:VCr022,IGR,NC_002505,Spot42,sRNA,NC_002505,1402,6,0.0,0.0,2,-,2933587,2933622,106136,106174,+,0.1567,0.0987,35,39,2933281,2933645,106077,106185
VC1146,5UTR,NC_002505,Vcr043,sRNA,NC_002505,1398,11,0.0,0.0,2,-,1217501,1217527,1114663,1114731,+,1.0,0.1072,26,69,1217488,1217653,1114589,1114750
VC2137,CDS,NC_002505,Spot42,sRNA,NC_002505,1378,23,0.0,0.0,2,-,2292546,2292577,106137,106176,+,0.1578,0.078,32,39,2291299,2292800,106077,106185
VC0583,5UTR,NC_002505,Qrr3,sRNA,NC_002506,1378,8,0.0,0.0,2,-,613190,613233,772319,772354,+,0.8292,0.0955,44,35,613165,613255,772268,772368
Qrr2,sRNA,NC_002506,Qrr4,sRNA,NC_002506,1369,1264,9.419672054957721e-248,9.486270788960317e-245,2,+,48462,48484,908216,908251,-,0.5578,0.5205,22,35,48413,48534,908200,908302
VC0037,CDS,NC_002505,Vcr043,sRNA,NC_002505,1352,2,0.0,0.0,2,-,36393,36427,1114680,1114727,+,0.1325,0.1378,35,47,36175,36449,1114592,1114750
Vcr043,sRNA,NC_002505,VC0706,3UTR,NC_002505,1328,3,1.0455135175753411e-139,6.439443395855933e-137,2,+,1114653,1114693,756203,756238,-,0.6033,0.0318,40,35,1114588,1114746,756201,756260
VC0706,CDS,NC_002505,Vcr064,sRNA,NC_002505,1324,12,0.0,0.0,2,-,756334,756376,1595738,1595772,-,0.7189,0.4099,43,35,756223,756591,1595728,1595809
VC1498,CDS,NC_002505,Vcr043,sRNA,NC_002505,1313,4,0.0,0.0,2,-,1609721,1609759,1114683,1114725,+,0.1889,0.1484,38,42,1609260,1609825,1114589,1114750
VC0112,CDS,NC_002505,Vcr090,sRNA,NC_002506,1293,2,0.0,0.0,2,+,107442,107485,3245,3280,+,0.9496,0.0559,43,35,107400,108039,3203,3286
VC1919,5UTR,NC_002505,VrrA,sRNA,NC_002505,1292,4,0.0,0.0,2,-,2069189,2069232,1878775,1878810,+,0.9251,0.089,43,36,2069162,2069282,1878682,1878824
VC0633,CDS,NC_002505,Vcr043,sRNA,NC_002505,1291,30,1.1438625592601341e-8,5.573830138709841e-7,2,-,675597,675634,1114701,1114737,+,0.2687,0.0703,38,36,674822,675872,1114606,1114750
Vcr076,sRNA,NC_002505,VC1043,CDS,NC_002505,1285,21,2.1001085567479124e-234,2.002533745564791e-231,2,-,2266078,2266122,1112711,1112749,-,0.4735,0.0526,44,38,2266014,2266141,1111564,1112835
VC2605,CDS,NC_002505,Spot42,sRNA,NC_002505,1279,0,0.0,0.0,2,-,2774789,2774828,106138,106175,+,0.1339,0.0845,39,38,2774613,2774843,106072,106185
VC0641,5UTR,NC_002505,Vcr227,sRNA,NC_002506,1271,6,0.0,0.0,2,+,683184,683221,479975,480013,+,0.7727,0.1409,37,39,683117,683370,479951,480023
Vcr103,sRNA,NC_002506,Qrr4,sRNA,NC_002506,1270,255,0.0,0.0,2,-,776886,776918,908212,908248,-,0.5616,0.5506,33,36,776831,776968,908200,908308
VC2355,5UTR,NC_002505,Vcr043,sRNA,NC_002505,1244,3,0.0,0.0,2,-,2511658,2511697,1114664,1114705,+,0.7154,0.2743,40,41,2511616,2511738,1114589,1114750
VC2771,CDS,NC_002505,Vcr089,sRNA,NC_002505,1237,1,0.0,0.0,2,-,2956423,2956463,2812097,2812121,-,0.5382,0.6078,41,24,2956237,2956648,2812093,2812163
Vcr026,sRNA,NC_002505,Spot42,sRNA,NC_002505,1220,4,4.950085854442769e-268,5.361316571746759e-265,2,-,523201,523239,106140,106178,+,0.3705,0.0636,38,38,522799,523472,106078,106186
VC0122,5UTR,NC_002505,Qrr3,sRNA,NC_002506,1205,61,0.0,0.0,2,+,115983,116024,772299,772334,+,0.9883,0.2882,42,35,115954,116065,772267,772366
VC0036,CDS,NC_002505,Vcr043,sRNA,NC_002505,1173,9,0.0,0.0,2,-,35595,35627,1114674,1114719,+,0.0982,0.1843,32,46,34415,35756,1114593,1114749
VC1532,5UTR,NC_002505,Vssrna24,sRNA,NC_002505,1164,0,0.0,0.0,2,-,1645581,1645622,106501,106536,+,0.9831,0.0089,41,36,1645562,1645666,106477,106548
VC1048,CDS,NC_002505,Vcr043,sRNA,NC_002505,1158,2,0.0,0.0,2,+,1118501,1118541,1114671,1114710,+,0.9127,0.2416,40,40,1118431,1119005,1114592,1114749
VC2550,CDS,NC_002505,Vcr076,sRNA,NC_002505,1156,10,0.0,0.0,2,+,2733529,2733570,2266022,2266059,-,0.7717,0.636,41,37,2733383,2733951,2266014,2266138
VC0643,CDS,NC_002505,VqmR,sRNA,NC_002506,1143,2,9.147255e-318,1.1414779827e-314,2,+,685906,685949,1031540,1031577,+,0.7889,0.0717,44,37,685309,687979,1031448,1031589
VCA0935,5UTR,NC_002506,Vcr229,sRNA,NC_002506,1138,42,0.0,0.0,2,+,886723,886749,897587,897679,+,0.5052,0.2333,27,92,886595,886868,897521,897755
VC2091,CDS,NC_002505,Vcr043,sRNA,NC_002505,1123,10,3.988668601701117e-233,3.7534679302204787e-230,2,-,2252712,2252748,1114677,1114720,+,0.149,0.1773,36,43,2252366,2252793,1114599,1114750
VC2013,CDS,NC_002505,Vcr227,sRNA,NC_002506,1117,6,0.0,0.0,2,-,2168063,2168097,479973,480014,+,0.0568,0.1231,35,42,2166674,2168170,479948,480024
VC0971,3UTR,NC_002505,Spot42,sRNA,NC_002505,1100,2,0.0,0.0,2,+,1037326,1037363,106131,106172,+,0.7388,0.1189,38,41,1037244,1037480,106078,106185
VC0910,CDS,NC_002505,VqmR,sRNA,NC_002506,1097,9,0.0,0.0,2,+,970078,970112,1031524,1031577,+,0.7977,0.0723,34,53,969766,971242,1031442,1031589
VC0910,CDS,NC_002505,Spot42,sRNA,NC_002505,1084,18,1.518401454967264e-20,1.8030781696211388e-18,2,+,969937,969975,106134,106175,+,0.8961,0.0887,39,41,969766,971244,106077,106185
VC0122,CDS,NC_002505,Spot42,sRNA,NC_002505,1042,11,6.827466002296101e-19,7.512058231990888e-17,2,+,116311,116347,106139,106177,+,0.8978,0.0723,36,38,116031,118587,106078,106185
MicX,sRNA,NC_002506,VC0620,5UTR,NC_002505,1041,3,0.0,0.0,2,-,893391,893432,657312,657346,-,0.6546,0.8322,41,34,893272,893535,657307,657460
VC1904,5UTR,NC_002505,GcvB,sRNA,NC_002505,1041,6,0.0,0.0,2,-,2055371,2055403,954734,954779,-,1.0,0.6994,33,45,2055351,2055520,954717,954873
VC0633,CDS,NC_002505,Vcr229,sRNA,NC_002506,1027,53,1.0618290963978724e-61,3.3638066015743415e-59,2,-,675131,675166,897622,897685,+,0.711,0.2059,35,63,674807,675900,897525,897727
VC0122,5UTR,NC_002505,Vcr227,sRNA,NC_002506,1026,1,0.0,0.0,2,+,116015,116046,479972,480016,+,0.5353,0.1016,32,44,115967,116074,479940,480024
VC0122,5UTR,NC_002505,Qrr1,sRNA,NC_002505,1018,61,0.0,0.0,2,+,115983,116025,1089968,1090004,-,0.9869,0.5741,42,36,115940,116069,1089962,1090059
VCA0946,CDS,NC_002506,Vcr076,sRNA,NC_002505,1010,11,8.495965988777124e-110,4.409529255459071e-107,2,+,898223,898262,2266023,2266062,-,0.6778,0.6128,40,39,897841,898993,2266014,2266164
VC1492,CDS,NC_002505,Spot42,sRNA,NC_002505,1010,5,9.010779199903023e-134,5.387976650125346e-131,2,-,1601911,1601953,106136,106177,+,0.1054,0.0677,42,42,1597750,1602444,106078,106184
VC0899,CDS,NC_002505,Vcr043,sRNA,NC_002505,992,0,0.0,0.0,2,-,958553,958591,1114680,1114720,+,0.0596,0.1806,39,40,957459,958655,1114589,1114750
VC2064,CDS,NC_002505,Vcr090,sRNA,NC_002506,984,7,0.0,0.0,2,-,2220065,2220112,3246,3280,+,0.8972,0.0551,47,34,2219966,2220733,3206,3286
VC2647,5UTR,NC_002505,Qrr4,sRNA,NC_002506,964,11,3.9516586102939214e-106,1.9863140035613132e-103,2,+,2821346,2821386,908241,908275,-,0.8622,0.2868,40,35,2821297,2821518,908200,908308
VC2361,5UTR,NC_002505,Vcr043,sRNA,NC_002505,963,4,0.0,0.0,2,+,2517095,2517132,1114671,1114715,+,0.7162,0.2138,38,44,2517076,2517156,1114595,1114750
Vcr034,sRNA,NC_002505,TfoR,sRNA,NC_002505,944,2,0.0,0.0,2,-,756067,756106,2236655,2236690,+,0.6642,0.1367,40,35,755988,756207,2236586,2236710
VC1836,CDS,NC_002505,VrrA,sRNA,NC_002505,940,3,0.0,0.0,2,-,1977129,1977171,1878781,1878816,+,0.9927,0.047,42,35,1977083,1978499,1878683,1878825
VCA0181,CDS,NC_002506,Vcr043,sRNA,NC_002505,939,4,1.0329472750211675e-231,9.657047626716625e-229,2,+,199540,199576,1114679,1114721,+,0.9144,0.1707,36,43,199444,200245,1114605,1114750
VCA0570,CDS,NC_002506,Spot42,sRNA,NC_002505,935,6,0.0,0.0,2,-,508482,508513,106134,106177,+,0.3652,0.0648,32,44,508269,508600,106080,106185
VCA0026,CDS,NC_002506,TfoR,sRNA,NC_002505,923,2,0.0,0.0,2,-,32515,32558,2236663,2236699,+,0.1377,0.0667,43,36,32001,32625,2236586,2236710
VC1449,5UTR,NC_002505,TfoR,sRNA,NC_002505,918,3,5.448838044402838e-258,5.666298012008263e-255,2,+,1549213,1549250,2236657,2236695,+,0.5457,0.0949,37,38,1549162,1549298,2236586,2236710
VCA0952,CDS,NC_002506,TfoR,sRNA,NC_002505,912,8,0.0,0.0,2,-,901505,901547,2236663,2236699,+,0.8828,0.0677,43,36,901408,902013,2236588,2236710
VCA0665,CDS,NC_002506,Vcr043,sRNA,NC_002505,906,5,3.334497794744704e-168,2.3285909599967183e-165,2,+,601374,601417,1114688,1114725,+,0.5207,0.1454,43,38,600711,602098,1114589,1114750
VC2348,CDS,NC_002505,Vcr017,sRNA,NC_002505,892,2,0.0,0.0,2,-,2504406,2504449,350278,350312,-,0.9935,0.5975,43,34,2504377,2505622,350273,350364
VC0246,CDS,NC_002505,Vcr090,sRNA,NC_002506,891,4,0.0,0.0,2,+,253361,253397,3241,3278,+,0.4417,0.0766,37,37,252942,253696,3201,3286
VC0031,5UTR,NC_002505,GcvB,sRNA,NC_002505,884,3,0.0,0.0,2,-,29602,29639,954744,954785,-,0.7343,0.6715,37,41,29524,29719,954716,954906
VC2087,5UTR,NC_002505,Spot42,sRNA,NC_002505,883,2,0.0,0.0,2,-,2249466,2249508,106141,106176,+,0.8713,0.0778,42,36,2249439,2249524,106076,106185
VC1992,5UTR,NC_002505,GcvB,sRNA,NC_002505,870,2,0.0,0.0,2,+,2143893,2143922,954728,954786,-,0.4275,0.6636,29,59,2143824,2143952,954716,954884
VC0347,CDS,NC_002505,Spot42,sRNA,NC_002505,856,0,1.9142654710793966e-205,1.5925301570488493e-202,2,+,370154,370194,106136,106173,+,0.9808,0.1041,41,38,370128,370415,106078,106185
VCA1063,5UTR,NC_002506,Vcr076,sRNA,NC_002505,855,1,0.0,0.0,2,-,1015448,1015488,2266024,2266062,-,0.5987,0.6074,40,39,1015344,1015602,2266014,2266134
VC0122,CDS,NC_002505,Vcr090,sRNA,NC_002506,852,6,1.84932907567034e-235,1.775201286466631e-232,2,+,116284,116326,3241,3277,+,0.9087,0.0917,43,36,116044,117933,3201,3286
VC2649,CDS,NC_002505,TfoR,sRNA,NC_002505,848,4,0.0,0.0,2,-,2822749,2822784,2236660,2236701,+,0.2777,0.0467,36,42,2822143,2822996,2236588,2236710
VC1077,CDS,NC_002505,TfoR,sRNA,NC_002505,845,4,0.0,0.0,2,-,1145742,1145782,2236666,2236701,+,0.5171,0.0495,40,35,1145491,1146013,2236587,2236710
VC0640,5UTR,NC_002505,Vcr043,sRNA,NC_002505,843,4,9.243597950725296e-259,9.647459148463349e-256,2,+,682504,682544,1114666,1114706,+,0.9191,0.27,40,40,682460,682599,1114605,1114750
VCA0946,CDS,NC_002506,TfoR,sRNA,NC_002505,835,14,1.8151610550546874e-27,2.867245185561481e-25,2,+,898821,898861,2236665,2236702,+,0.1444,0.0455,40,37,897847,899005,2236589,2236710
VC2669,CDS,NC_002505,Vcr017,sRNA,NC_002505,833,3,0.0,0.0,2,-,2836681,2836724,350277,350312,-,0.9372,0.5951,43,35,2836629,2836879,350273,350364
