name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,length1,length2,minleft1,maxright1,minleft2,maxright2,relmean1,relmean2,relmin1,relmin2,relmax1,relmax2
miaA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,2776,0,0.0,0.0,6,+,4400110,4400143,2167164,2167194,+,34,30,4399397,4400262,2167113,2167201,0.9389,0.5901,0.1526,0.0,1.0,1.0
rpsF,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2694,0,1.5617081295973907e-176,3.1305659542255943e-173,6,+,4425089,4425121,507249,507278,+,32,30,4425024,4425534,507202,507288,0.0084,0.5426,0.0,0.0,1.0,1.0
nlpD,CDS,NC_000913.3,dsrA,ncRNA,NC_000913.3,2645,0,0.0,0.0,6,-,2867666,2867699,2025262,2025291,-,33,29,2867539,2868120,2025222,2025315,0.9252,0.5821,1.0,1.0,0.5558,0.0
fliC,CDS,NC_000913.3,uhpT,CDS,NC_000913.3,2642,0,1.3428927534358034e-18,3.1767130918845644e-16,6,-,2003315,2003345,3845742,3845770,-,31,29,2001776,2003624,3845729,3846905,0.174,1.0,1.0,1.0,0.0,0.1884
gcvB,ncRNA,NC_000913.3,oppA,CDS,NC_000913.3,2591,0,1.3395397625396892e-158,2.420472883880343e-155,6,+,2942744,2942776,1301199,1301227,+,32,29,2942692,2942902,1300905,1302858,0.394,0.0107,0.0,0.0,1.0,1.0
glmZ,ncRNA,NC_000913.3,glmU,CDS,NC_000913.3,2284,0,1.1576669442035016e-265,3.137758421254222e-262,6,+,3986486,3986513,3913713,3913741,-,28,29,3986430,3986637,3913663,3915013,0.4794,1.0,0.0,1.0,1.0,0.1365
yifK,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2239,0,0.0,0.0,6,+,3980878,3980911,2942798,2942827,+,33,30,3980780,3982472,2942695,2942903,0.0174,0.5037,0.0,0.0,1.0,1.0
cpoB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2200,0,7.338197042241245e-114,9.705559929280991e-111,6,+,780580,780610,507243,507272,+,30,29,779581,780635,507193,507289,1.0,0.4782,0.0,0.0,1.0,1.0
fnrS,ncRNA,NC_000913.3,tdcG,CDS,NC_000913.3,1967,0,0.0,0.0,6,+,1409130,1409164,3258051,3258080,-,34,30,1409126,1409245,3257996,3259626,0.2971,1.0,0.0,1.0,0.9831,0.0169
frvR,CDS,NC_000913.3,sucD,CDS,NC_000913.3,1949,0,0.0,0.0,6,-,4085855,4085887,765092,765120,+,32,29,4085806,4085965,764570,765150,1.0,1.0,1.0,0.4488,1.0,1.0
ompF,CDS,NC_000913.3,micF,ncRNA,NC_000913.3,1927,0,0.0,0.0,6,-,986785,986817,2313141,2313170,+,33,30,985882,986995,2313091,2313182,0.1513,0.6237,1.0,0.0761,0.0,1.0
fnrS,ncRNA,NC_000913.3,hcaT,CDS,NC_000913.3,1891,0,0.0,0.0,6,+,1409136,1409169,2663316,2663342,-,34,27,1409126,1409246,2663309,2666660,0.3464,1.0,0.0,1.0,0.9915,1.0
gatY,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1883,1,7.150908338922711e-17,1.557574674915809e-14,6,-,2177065,2177097,2942755,2942784,+,33,29,2176331,2177223,2942688,2942902,0.1243,0.2937,1.0,0.0,0.0,1.0
flgN,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1883,0,8.018518043441979e-95,8.572664461227515e-92,6,-,1129650,1129681,2942829,2942857,+,31,28,1129133,1129849,2942694,2942903,0.3572,0.6529,1.0,0.0,0.0,1.0
dkgB,CDS,NC_000913.3,dnaQ,CDS,NC_000913.3,1796,2,0.0,0.0,6,+,228945,228977,236959,236987,+,33,29,228881,229605,236909,237012,0.0,1.0,0.0,1.0,0.5455,1.0
dnaQ,CDS,NC_000913.3,dkgB,CDS,NC_000913.3,1781,0,0.0,0.0,6,+,236952,236985,228958,228987,+,34,29,236741,237041,228887,229053,1.0,0.0,0.922,0.0,1.0,0.0
oppA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1734,0,4.6790481675252715e-7,4.913689985454185e-5,6,+,1301205,1301235,2942794,2942822,+,31,29,1300897,1302815,2942693,2942903,0.0329,0.4816,0.0,0.0,1.0,1.0
ompF,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,1725,0,4.803503645518792e-9,6.254288496561662e-7,6,-,986719,986750,3350656,3350683,+,32,28,985869,986999,3350576,3350698,0.2124,0.659,1.0,0.0,0.0,1.0
ptsG,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1685,0,0.0,0.0,6,+,1159129,1159162,2167165,2167195,+,34,30,1157876,1159348,2167113,2167202,0.903,0.6017,0.0049,0.0,1.0,1.0
tar,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,1665,0,0.0,0.0,6,-,1972233,1972261,3350653,3350682,+,29,29,1971045,1972706,3350593,3350700,0.2585,0.6361,0.991,0.1333,0.0,1.0
tnaA,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1611,0,3.642728009710182e-6,0.000335328752367674,6,+,3889847,3889874,1409212,1409241,+,28,29,3888606,3890208,1409128,1409252,0.809,0.7066,0.0,0.0,1.0,1.0
ivbL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1548,0,8.870252256894761e-247,2.216866115832077e-243,6,-,3852879,3852911,2942771,2942799,+,33,29,3852768,3853006,2942689,2942902,0.7783,0.368,1.0,0.0,0.0,1.0
dmsA,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1537,0,2.0968539540613137e-91,2.1182022388062055e-88,6,+,940950,940982,1409209,1409238,+,33,30,940842,942850,1409130,1409253,0.0097,0.6839,0.0,0.0085,0.7737,1.0
sulA,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,1504,0,0.0,0.0,6,-,1020086,1020116,2814825,2814854,+,30,30,1020037,1020188,2814799,2814897,1.0,0.3284,1.0,0.0,1.0,1.0
hupB,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,1483,0,1.6426033097078958e-307,5.3126346154375235e-304,6,+,461531,461561,2814833,2814862,+,31,29,461332,461825,2814794,2814879,0.4067,0.4468,0.0,0.0,1.0,1.0
gntU,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1460,0,0.0,0.0,6,-,3576943,3576977,2167165,2167195,+,34,30,3574878,3577054,2167113,2167201,0.0625,0.6037,1.0,0.0,0.0052,1.0
bolA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1455,0,1.8120863565204998e-91,1.840195210583782e-88,6,+,454487,454518,507252,507282,+,31,30,454353,454863,507203,507289,0.1473,0.5861,0.0,0.0,1.0,1.0
gcvB,ncRNA,NC_000913.3,thrL,CDS,NC_000913.3,1419,0,1.1912855076846799e-94,1.2700852490641884e-91,6,+,2942768,2942799,183,211,+,32,29,2942694,2942902,1,306,0.5056,0.0,0.0,0.0,1.0,1.0
gdhA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1380,1,0.0,0.0,6,+,1842390,1842415,2942836,2942864,+,26,28,1842299,1843812,2942694,2942902,0.0331,0.687,0.0,0.0,1.0,1.0
yggN,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1351,0,3.38825745045968e-110,4.2149987834364583e-107,6,-,3100727,3100756,507252,507281,+,29,30,3100712,3101641,507206,507288,1.0,0.5825,1.0,0.0241,0.0,1.0
yeiH,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1344,0,0.0,0.0,6,+,2249787,2249820,2167166,2167196,+,34,30,2249717,2250796,2167117,2167201,0.0991,0.6152,0.0,0.0349,1.0,1.0
fabG,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1344,0,1.053845760222057e-118,1.4695764577844386e-115,6,+,1150727,1150754,507251,507280,+,28,30,1150647,1151523,507195,507289,0.1156,0.5745,0.0,0.0,1.0,1.0
thrL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1338,0,5.134285927613723e-72,4.1340561371005067e-69,6,+,183,214,2942778,2942806,+,31,28,1,292,2942692,2942902,0.3719,0.4026,0.0,0.0,1.0,1.0
lpp,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1283,0,2.2656213065266757e-122,3.302992662252577e-119,6,+,1757451,1757481,2167158,2167188,+,30,30,1757382,1757701,2167112,2167202,0.2566,0.523,0.0,0.0,1.0,1.0
fnrS,ncRNA,NC_000913.3,ahpF,CDS,NC_000913.3,1258,0,2.144937e-318,7.116733206e-315,6,+,1409139,1409168,641253,641281,+,30,28,1409126,1409245,639856,641380,0.3368,0.9588,0.0,0.0658,0.9831,1.0
yggX,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1257,0,2.316682129113291e-221,5.436843299823137e-218,6,+,3104339,3104372,2942777,2942806,+,34,29,3104093,3104418,2942688,2942902,1.0,0.3997,0.0,0.0,1.0,1.0
tnaA,CDS,NC_000913.3,spf,ncRNA,NC_000913.3,1253,3,2.005544018797357e-253,5.145945176071387e-250,6,+,3888944,3888974,4049955,4049982,+,31,28,3888605,3890207,4049895,4050009,0.1731,0.5197,0.0,0.0,1.0,1.0
fliC,CDS,NC_000913.3,flhC,CDS,NC_000913.3,1244,0,1.2070489003882887e-68,9.254338122162235e-66,6,-,2003310,2003341,1977225,1977254,-,32,30,2001779,2003622,1977126,1977843,0.1765,1.0,1.0,1.0,0.0,0.0017
trmJ,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1243,0,0.0,0.0,6,-,2662332,2662363,1409188,1409216,+,32,29,2662116,2663341,1409127,1409251,1.0,0.5011,1.0,0.0,0.0,1.0
mtfA,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1227,0,1.6384278456579142e-12,2.803897157887827e-10,6,+,2044574,2044607,686690,686715,-,33,26,2043482,2044627,686662,687398,1.0,1.0,0.0,1.0,1.0,0.3844
arcZ,ncRNA,NC_000913.3,ypfM,CDS,NC_000913.3,1221,0,2.4323e-320,8.211715e-317,6,+,3350645,3350676,2590822,2590851,-,32,30,3350576,3350697,2585518,2590880,0.8284,0.7371,0.0,1.0,1.0,0.0
yeeO,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1201,0,1.2345218882394597e-15,2.5099923392694927e-13,6,-,2058035,2058068,686690,686715,-,33,25,2057948,2058114,686662,687637,1.0,1.0,1.0,1.0,1.0,0.1211
gspB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1194,0,0.0001267281342335119,0.008201613851632726,6,-,3453313,3453343,507251,507280,+,30,30,3453254,3453688,507204,507288,1.0,0.5682,1.0,0.0,0.5704,1.0
glpT,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1182,0,3.1553862563358145e-33,1.2108094785167218e-30,6,-,2351887,2351918,2167161,2167190,+,32,30,2351001,2352360,2167112,2167202,0.3353,0.5508,1.0,0.0,0.0103,1.0
glpC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1166,0,7.655787334211822e-16,1.5782280521714579e-13,6,+,2355959,2355990,2942800,2942829,+,32,29,2355521,2356737,2942694,2942902,0.3949,0.5135,0.0,0.0,1.0,1.0
flgK,CDS,NC_000913.3,flgL,CDS,NC_000913.3,1153,0,0.0,0.0,6,+,1139444,1139476,1140836,1140864,+,32,29,1138372,1140009,1140030,1141087,0.6684,0.8429,0.0,0.0,0.9927,1.0
msrC,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1103,0,1.0352085275415006e-92,1.062480060991054e-89,6,-,1915571,1915601,507249,507278,+,31,30,1915518,1916138,507204,507288,1.0,0.5502,1.0,0.0,0.0,1.0
gcvB,ncRNA,NC_000913.3,ivbL,CDS,NC_000913.3,1059,0,2.1950589912187734e-57,1.4080535158021506e-54,6,+,2942725,2942755,3852882,3852911,-,30,29,2942689,2942885,3852771,3853003,0.2893,1.0,0.0,1.0,0.9265,0.0
gcvT,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1036,0,1.4252320628727697e-156,2.5395457922518924e-153,6,-,3050531,3050561,1409211,1409240,+,30,30,3049551,3050685,1409146,1409251,0.0966,0.7028,1.0,0.1441,0.0,1.0
fnrS,ncRNA,NC_000913.3,dinI,CDS,NC_000913.3,995,0,0.0,0.0,6,+,1409163,1409191,1121209,1121239,-,28,30,1409127,1409231,1120948,1121480,0.5311,1.0,0.0,1.0,0.8644,0.0286
ygdQ,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,991,0,0.0,0.0,6,+,2970442,2970473,1622830,1622858,-,31,28,2970387,2971126,1622816,1622914,0.075,0.8647,0.0,1.0,0.9902,0.0
tufA,CDS,NC_000913.3,tufB,CDS,NC_000913.3,958,1,0.0,0.0,6,-,3470835,3470868,4176458,4176487,+,33,29,3470096,3471347,4175789,4177230,0.3892,0.4348,1.0,0.0,0.0,1.0
tdcG,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,949,0,8.67085030596776e-12,1.4039664261298129e-9,6,-,3258115,3258147,1409202,1409230,+,32,29,3257998,3259650,1409128,1409252,1.0,0.6214,1.0,0.0,0.0,1.0
lrhA,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,948,0,1.4420975348819346e-13,2.6205526776573378e-11,6,-,2405176,2405209,1409191,1409219,+,33,29,2405058,2406654,1409129,1409251,1.0,0.5281,1.0,0.0,0.0,1.0
sodB,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,946,0,1.0733501427467217e-141,1.7654270495308353e-138,6,+,1735382,1735410,1409171,1409198,+,29,28,1735322,1736099,1409128,1409252,0.0565,0.356,0.0,0.0,1.0,1.0
proA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,943,0,1.4794236997020487e-26,4.6067889491717214e-24,6,+,262876,262910,507244,507273,+,34,29,261482,262948,507204,507288,1.0,0.4877,0.0,0.0,1.0,1.0
napH,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,942,0,0.0,0.0,6,-,2298921,2298955,1622825,1622854,-,34,30,2298704,2299563,1622816,1622915,0.7216,0.9085,1.0,1.0,0.0174,0.0
tufB,CDS,NC_000913.3,tufA,CDS,NC_000913.3,927,0,0.0,0.0,6,+,4176443,4176475,3470697,3470726,-,33,29,4175790,4177205,3470047,3471342,0.4493,0.533,0.0,1.0,1.0,0.0
nanC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,922,0,1.0849646767249438e-46,5.712450339442129e-44,6,-,4539165,4539193,2942802,2942831,+,29,29,4538760,4539484,2942694,2942902,0.4294,0.5231,1.0,0.0,0.0237,1.0
yecH,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,909,0,0.0,0.0,6,-,1989328,1989359,2167164,2167194,+,32,30,1987958,1989508,2167111,2167203,0.5448,0.5878,1.0,0.0,0.0,1.0
manX,CDS,NC_000913.3,sgrS,ncRNA,NC_000913.3,870,0,0.0,0.0,6,+,1902086,1902116,77472,77501,+,31,29,1901934,1903065,77366,77594,0.0705,0.4678,0.0,0.0,1.0,1.0
lpp,CDS,NC_000913.3,micL,ncRNA,NC_000913.3,862,0,0.0,0.0,6,+,1757429,1757458,1958464,1958493,-,30,29,1757382,1757650,1958439,1958530,0.1589,0.6986,0.0,1.0,0.9703,0.0
nlpD,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,855,0,5.620948189854818e-279,1.6025073469356537e-275,6,-,2867763,2867794,1622827,1622855,-,31,29,2867537,2868124,1622816,1622896,0.8416,0.8959,1.0,1.0,0.5522,0.1856
yjdC,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,852,0,5.206778899612105e-15,1.0329793072700039e-12,6,-,4362588,4362615,507246,507275,+,27,29,4362475,4363321,507203,507288,1.0,0.5115,1.0,0.0,0.0,1.0
glpD,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,851,0,6.157556893530731e-98,6.810098677083949e-95,6,+,3562394,3562426,1409211,1409241,+,32,30,3561981,3563775,1409131,1409252,0.2748,0.7029,0.0,0.0169,1.0,1.0
yfdY,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,831,0,0.0,0.0,6,-,2495051,2495082,2167161,2167191,+,32,30,2494779,2495201,2167112,2167201,0.8664,0.5522,1.0,0.0,0.376,1.0
hupB,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,824,0,2.7672828383388097e-72,2.2328491646478045e-69,6,+,461435,461465,4106351,4106379,+,30,29,461328,461823,4106303,4106389,0.0517,0.3706,0.0,0.0,1.0,1.0
ilvM,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,821,0,2.5963824007209488e-303,8.327442183392317e-300,6,+,3952401,3952435,2942776,2942804,+,34,29,3952213,3952479,2942694,2942901,0.8898,0.3932,0.0456,0.0,1.0,1.0
gcvT,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,807,0,0.0,0.0,6,-,3050587,3050620,1622825,1622854,-,34,29,3049678,3050682,1622816,1622878,0.0425,0.9093,0.904,1.0,0.0,0.3711
srlA,CDS,NC_000913.3,spf,ncRNA,NC_000913.3,797,0,0.0,0.0,6,+,2825866,2825898,4049937,4049965,+,32,29,2825788,2826130,4049896,4050008,0.118,0.3573,0.0,0.0,0.5293,1.0
sucD,CDS,NC_000913.3,fdoG,CDS,NC_000913.3,788,0,0.0,0.0,6,+,765066,765099,4085713,4085742,-,33,29,764228,765136,4083112,4085837,1.0,0.0354,0.0552,0.8885,1.0,0.0
yedD,CDS,NC_000913.3,fliC,CDS,NC_000913.3,779,0,1.7703698533347077e-108,2.1359817516664856e-105,6,-,2003685,2003716,2002091,2002120,-,32,29,2003590,2008096,2001911,2003159,1.0,1.0,1.0,1.0,0.0,0.2988
prmB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,778,0,1.7855497810051955e-192,3.755303902532779e-189,6,-,2447511,2447542,2942774,2942803,+,31,29,2447473,2448264,2942695,2942902,0.9634,0.3865,1.0,0.0,0.1888,1.0
micA,ncRNA,NC_000913.3,tolB,CDS,NC_000913.3,766,0,0.0,0.0,6,+,2814808,2814835,778885,778914,+,27,29,2814800,2814866,778817,779060,0.4664,0.8869,0.0,0.8336,0.9014,1.0
smrB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,756,0,3.358075109611992e-25,9.957261865272373e-23,6,+,2448711,2448741,507253,507282,+,31,30,2448542,2449418,507214,507288,0.2456,0.5946,0.0,0.1205,1.0,1.0
micA,ncRNA,NC_000913.3,hupB,CDS,NC_000913.3,739,0,5.084447722527524e-29,1.7410117037354723e-26,6,+,2814809,2814841,461529,461557,+,33,29,2814798,2814878,461333,461786,0.5593,0.2876,0.0,0.0,1.0,1.0
dcuC,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,730,0,0.0,0.0,6,-,655866,655899,2167162,2167191,+,33,30,654340,655985,2167113,2167201,0.0496,0.5585,1.0,0.0,0.0,1.0
fnrS,ncRNA,NC_000913.3,yobA,CDS,NC_000913.3,717,0,2.1345905591653834e-281,6.223932422886467e-278,6,+,1409133,1409166,1924904,1924933,-,33,29,1409126,1409232,1924615,1924986,0.3187,0.1712,0.0,0.9465,0.8729,0.0
tsx,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,716,0,4.423634455558089e-235,1.0707949720885168e-231,6,-,431261,431291,2167165,2167194,+,31,30,424999,432025,2167112,2167202,0.8162,0.5943,1.0,0.0,0.0,1.0
mltC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,714,0,3.6731085527353976e-55,2.2511183864144063e-52,6,+,3104485,3104515,2942764,2942792,+,30,29,3104384,3105599,2942693,2942902,0.0765,0.3356,0.0,0.0,1.0,1.0
fdoG,CDS,NC_000913.3,sucD,CDS,NC_000913.3,712,0,0.0,0.0,6,-,4085551,4085583,765089,765117,+,32,29,4083032,4085840,764490,765149,0.0782,1.0,0.9148,0.3567,0.0,1.0
insA-7,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,707,0,0.0,0.0,6,+,4518519,4518541,1622830,1622857,-,23,27,4518385,4519032,1622816,1622903,0.0543,0.8573,0.0,1.0,1.0,0.1134
gcvB,ncRNA,NC_000913.3,mltC,CDS,NC_000913.3,696,0,1.5568618471185498e-49,8.62163209866389e-47,6,+,2942734,2942765,3104436,3104464,+,31,29,2942693,2942902,3104386,3105513,0.339,0.0036,0.0,0.0,1.0,1.0
sra,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,686,0,0.0,0.0,6,-,1555688,1555721,1409189,1409218,+,33,30,1555655,1555960,1409126,1409251,1.0,0.5115,1.0,0.0,0.0219,1.0
clpB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,678,0,2.536985011660572e-32,9.479924799057372e-30,6,-,2726037,2726068,2942806,2942834,+,31,28,2725729,2734146,2942693,2942902,1.0,0.5436,1.0,0.0,0.0105,1.0
