name1,type1,ref1,name2,type2,ref2,nb_ints,nb_multi,p_value,fdr,in_libs,strand1,meanleft1,meanright1,meanleft2,meanright2,strand2,length1,length2,minleft1,maxright1,minleft2,maxright2,relmean1,relmean2,relmin1,relmin2,relmax1,relmax2
nlpD,CDS,NC_000913.3,dsrA,ncRNA,NC_000913.3,8976,9,0.0,0.0,3,-,2867670,2867706,2025252,2025286,-,37,34,2867538,2868543,2025220,2025315,0.9184,0.6982,1.0,1.0,0.1844,0.0
aspA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,7787,5,0.0,0.0,3,-,4366983,4367019,3580929,3580956,-,36,28,4366756,4368338,3580921,3581019,0.9106,0.9773,1.0,1.0,0.0,0.0
yebO,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,7467,6,0.0,0.0,3,-,1908480,1908516,2167162,2167196,+,37,35,1907578,1908568,2167112,2167203,0.1105,0.5636,1.0,0.0,0.0,1.0
ompF,CDS,NC_000913.3,micF,ncRNA,NC_000913.3,7311,5,0.0,0.0,3,-,986790,986826,2313136,2313169,+,36,34,985851,986999,2313082,2313196,0.1434,0.568,1.0,0.0,0.0,1.0
ytfK,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,6732,20,0.0,0.0,3,+,4439757,4439793,1409203,1409237,+,37,35,4439412,4440054,1409114,1409252,1.0,0.6328,0.0,0.0,1.0,1.0
fliZ,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,6583,17,0.0,0.0,3,-,2000434,2000470,2942777,2942810,+,36,34,2000367,2001054,2942692,2942902,1.0,0.3984,1.0,0.0,0.0,1.0
fliC,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,6438,6,0.0,0.0,3,-,2003461,2003497,1622825,1622856,-,37,32,2001776,2003626,1622810,1622916,0.0722,0.9135,1.0,1.0,0.0,0.0
ryhB,ncRNA,NC_000913.3,pgsA,CDS,NC_000913.3,5970,3,0.0,0.0,3,-,3580972,3581009,1991760,1991792,-,37,33,3580924,3581023,1991716,1992809,0.0749,1.0,1.0,1.0,0.0,0.0146
eptB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,5710,10,0.0,0.0,3,-,3707772,3707809,2942779,2942813,+,38,34,3707687,3710492,2942693,2942902,1.0,0.4102,1.0,0.0,0.0,1.0
ompX,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,5634,10,0.0,0.0,3,+,850503,850535,2167159,2167193,+,33,35,850403,850987,2167111,2167203,0.1668,0.5313,0.0,0.0,1.0,1.0
tnaC,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,5469,20,0.0,0.0,3,+,3888499,3888531,3350655,3350689,+,32,35,3888411,3888635,3350588,3350698,1.0,0.6515,0.0,0.0917,1.0,1.0
sulA,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,5412,6,0.0,0.0,3,-,1020090,1020125,2814823,2814856,+,35,34,1020035,1020189,2814798,2814896,1.0,0.2994,1.0,0.0,1.0,1.0
fecR,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,5030,8,1.6109906634834898e-62,1.0092222332961119e-59,3,-,4516678,4516710,2942815,2942847,+,32,33,4516658,4517707,2942693,2942903,1.0,0.5871,1.0,0.0,0.0105,1.0
fliA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,4598,6,0.0,0.0,3,-,2001483,2001519,3580937,3580968,-,36,32,2001034,2001809,3580921,3581019,0.3745,0.8858,1.0,1.0,0.0,0.0
hfq,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,4493,3,0.0,0.0,3,+,4400261,4400295,2167157,2167192,+,35,35,4400226,4400655,2167111,2167201,0.0245,0.5053,0.0,0.0,1.0,1.0
tdcA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,4410,4,0.0,0.0,3,-,3266685,3266719,507246,507280,+,35,35,3266010,3267085,507201,507294,0.3683,0.5142,1.0,0.0,0.0,1.0
miaA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,4375,2,0.0,0.0,3,+,4400110,4400146,2167160,2167194,+,37,35,4399397,4400265,2167110,2167202,0.9419,0.5376,0.1526,0.0,1.0,1.0
yifK,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,4021,4,0.0,0.0,3,+,3980870,3980906,2942800,2942834,+,37,34,3980775,3982527,2942693,2942902,0.0143,0.5138,0.0,0.0,1.0,1.0
ompF,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,3741,14,0.0,0.0,3,-,986730,986765,3350656,3350690,+,36,34,985862,987000,3350584,3350700,0.1988,0.6665,1.0,0.0583,0.0,1.0
nlpD,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,3591,10,0.0,0.0,3,-,2867761,2867797,1622826,1622859,-,36,33,2867533,2868652,1622816,1622914,0.8389,0.9034,1.0,1.0,0.0887,0.0
cpoB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,3428,6,2.6225860105118603e-297,6.413522058495697e-294,3,+,780580,780611,507241,507274,+,31,34,779581,780634,507203,507288,1.0,0.4497,0.0,0.0,1.0,1.0
msrC,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,3424,1,0.0,0.0,3,-,1915543,1915576,507246,507281,+,33,35,1915516,1916127,507201,507288,1.0,0.5129,1.0,0.0,0.002,1.0
ypfM,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,3373,3,0.0,0.0,3,-,2590817,2590850,3350656,3350690,+,33,34,2585526,2590887,3350588,3350700,0.2707,0.6639,1.0,0.0917,0.0,1.0
rpsF,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,3340,1,1.1252303316856815e-189,1.8344970763535387e-186,3,+,4425110,4425145,507245,507278,+,36,34,4425024,4425536,507194,507289,0.0709,0.5032,0.0,0.0,1.0,1.0
hupB,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,3156,11,0.0,0.0,3,+,461516,461550,2814830,2814864,+,34,35,461329,461823,2814798,2814880,0.365,0.3982,0.0,0.0,1.0,1.0
gcvB,ncRNA,NC_000913.3,thrL,CDS,NC_000913.3,2866,15,9.684966515280532e-261,2.116077860120216e-257,3,+,2942759,2942793,185,218,+,34,33,2942691,2942928,1,310,0.4771,0.0,0.0,0.0,1.0,1.0
fabG,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2721,7,0.0,0.0,3,+,1150724,1150756,507243,507282,+,32,39,1150644,1151523,507202,507288,0.118,0.4772,0.0,0.0,1.0,1.0
tar,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,2683,8,0.0,0.0,3,-,1972228,1972261,3350651,3350685,+,33,34,1971049,1972709,3350573,3350698,0.2585,0.6187,0.9886,0.0,0.0,1.0
yeiH,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,2683,0,0.0,0.0,3,+,2249785,2249820,2167162,2167196,+,36,35,2249699,2250677,2167113,2167201,0.0985,0.5635,0.0,0.0,0.9152,1.0
frvR,CDS,NC_000913.3,sucD,CDS,NC_000913.3,2666,3,0.0,0.0,3,-,4085857,4085893,765096,765130,+,37,34,4085805,4085968,764321,765150,1.0,1.0,1.0,0.1623,1.0,1.0
thrL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2659,7,1.3977808836278121e-191,2.2928681511319752e-188,3,+,189,223,2942764,2942796,+,34,32,1,291,2942693,2942902,0.5085,0.3361,0.0,0.0,1.0,1.0
hns,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2625,5,0.0,0.0,3,-,1292768,1292803,3580934,3580966,-,36,33,1292391,1292942,3580921,3581019,0.2861,0.9202,1.0,1.0,0.0,0.0
nuoF,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2617,1,0.0,0.0,3,-,2400240,2400277,3580934,3580966,-,38,33,2400149,2401567,3580921,3581017,0.9555,0.9144,1.0,1.0,0.0,0.0
tufB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2607,7,4.386167600944912e-6,0.0003764844468009257,3,+,4175885,4175921,507241,507274,+,36,34,4175706,4177186,507202,507288,0.0,0.4512,0.0,0.0,1.0,1.0
ivbL,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2509,3,0.0,0.0,3,-,3852882,3852918,2942767,2942799,+,37,32,3852765,3853008,2942691,2942904,0.7068,0.3525,1.0,0.0,0.0,1.0
lpp,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,2484,6,1.558514362258e-311,4.0333595134863765e-308,3,+,1757467,1757501,2167155,2167190,+,34,35,1757300,1757736,2167112,2167201,0.3399,0.4864,0.0,0.0,1.0,1.0
mscM,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2406,1,0.0,0.0,3,-,4382371,4382409,3580948,3580982,-,38,35,4382302,4387230,3580921,3581020,1.0,0.7592,1.0,1.0,0.644,0.0
rplL,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2311,4,0.0,0.0,3,+,4180784,4180820,3580935,3580966,-,37,32,4180526,4181056,3580920,3581024,0.715,0.9089,0.0,1.0,1.0,0.0
bolA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2275,3,0.0,0.0,3,+,454469,454504,507249,507283,+,35,35,454353,454933,507202,507289,0.1018,0.5466,0.0,0.0,1.0,1.0
ryhB,ncRNA,NC_000913.3,lysP,CDS,NC_000913.3,2245,6,1.1133400490492496e-13,1.991082255179597e-11,3,-,3580963,3580996,2246827,2246859,-,33,33,3580923,3581021,2246753,2246933,0.2239,1.0,1.0,1.0,0.0,1.0
fliC,CDS,NC_000913.3,uhpT,CDS,NC_000913.3,2214,4,1.6140129394477214e-41,7.00699796622549e-39,3,-,2003273,2003308,3845741,3845774,-,36,34,2001771,2003624,3845726,3847115,0.1989,1.0,1.0,1.0,0.0,0.0374
gnsB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2209,0,2.9128843771295978e-8,3.433365229640895e-6,3,-,1637716,1637750,507249,507283,+,35,35,1636437,1637803,507203,507288,0.1806,0.5428,1.0,0.0,0.0,1.0
ompC,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,2185,3,3.201047315714127e-135,3.950314682543713e-132,3,-,2312285,2312322,3350656,3350690,+,38,34,2311521,2312768,3350581,3350722,0.3864,0.6663,1.0,0.0333,0.0,1.0
gcvB,ncRNA,NC_000913.3,oppA,CDS,NC_000913.3,2169,7,2.0662594744956602e-60,1.2647073691437169e-57,3,+,2942745,2942779,1301197,1301229,+,35,32,2942693,2942896,1300898,1302864,0.4114,0.0095,0.0,0.0,0.9804,1.0
cycA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2114,1,0.0,0.0,3,+,4429822,4429858,2942810,2942843,+,37,34,4429773,4431283,2942694,2942902,0.0,0.5592,0.0,0.0,1.0,1.0
flgN,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,2069,1,1.088533879765446e-51,5.740029722183928e-49,3,-,1129655,1129690,2942825,2942858,+,35,33,1129145,1129850,2942693,2942903,0.3365,0.6344,1.0,0.0,0.0,1.0
fabD,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,2048,2,0.0,0.0,3,+,1150573,1150606,507249,507283,+,34,35,1149711,1150683,507203,507288,0.9456,0.546,0.0,0.0,1.0,1.0
pgsA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,2032,2,1.3330846343366508e-150,1.80378531494489e-147,3,-,1991784,1991818,3580962,3580994,-,35,32,1991667,1992805,3580921,3581023,1.0,0.6037,1.0,1.0,0.0219,0.0
tnaA,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,2011,15,2.725831985649618e-293,6.605409529661605e-290,3,+,3888954,3888988,3350657,3350691,+,35,35,3888604,3890200,3350581,3350699,0.1825,0.6675,0.0,0.0333,1.0,1.0
glmZ,ncRNA,NC_000913.3,glmU,CDS,NC_000913.3,2003,6,0.0,0.0,3,+,3986482,3986525,3913720,3913750,-,43,30,3986431,3986640,3913670,3915154,0.5461,1.0,0.0,1.0,1.0,0.0336
gdhA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1967,19,0.0,0.0,3,+,1842415,1842444,2942822,2942855,+,30,34,1842285,1843756,2942691,2942903,0.055,0.6188,0.0,0.0,1.0,1.0
gcvH,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1934,0,0.0,0.0,3,-,3049495,3049527,3580943,3580976,-,33,34,3049050,3049578,3580920,3581019,0.0553,0.8193,1.0,1.0,0.0,0.0
flgA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1928,3,0.0,0.0,3,-,1130548,1130582,3580939,3580971,-,35,33,1130116,1130883,3580921,3581024,0.4258,0.8593,1.0,1.0,0.0,0.0
fnrS,ncRNA,NC_000913.3,tdcG,CDS,NC_000913.3,1889,1,0.0,0.0,3,+,1409129,1409167,3258040,3258075,-,38,35,1409123,1409229,3257994,3258791,0.3251,1.0,0.0,1.0,0.8475,0.629
micA,ncRNA,NC_000913.3,tolB,CDS,NC_000913.3,1787,30,0.0,0.0,3,+,2814809,2814838,778878,778921,+,30,43,2814797,2814877,778746,779064,0.5196,0.8812,0.0,0.7786,1.0,1.0
fecR,CDS,NC_000913.3,fecA,CDS,NC_000913.3,1755,4,0.0,0.0,3,-,4516721,4516757,4515174,4515208,-,37,34,4516659,4517735,4514324,4516638,1.0,0.6464,1.0,1.0,0.0,0.0168
clpB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1746,3,1.0153234418688829e-134,1.2443383969707013e-131,3,-,2725884,2725918,2942802,2942835,+,34,34,2725728,2734141,2942692,2942932,1.0,0.5205,1.0,0.0,0.0124,1.0
glpD,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1745,0,0.0,0.0,3,+,3562125,3562159,2167159,2167194,+,35,35,3561969,3563664,2167112,2167204,0.0975,0.5337,0.0,0.0,1.0,1.0
oppA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1728,9,6.583832996823479e-7,6.498722235883243e-5,3,+,1301185,1301220,2942789,2942822,+,36,33,1300897,1302838,2942693,2942903,0.0239,0.4601,0.0,0.0,1.0,1.0
yjjZ,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1685,0,0.0,0.0,3,+,4606041,4606077,1409180,1409213,+,36,34,4605779,4606285,1409127,1409251,1.0,0.4332,0.0,0.0,1.0,1.0
rrlH:rrfH,IGR,NC_000913.3,alaV:rrlH,IGR,NC_000913.3,1656,71,0.0,0.0,3,+,228681,228715,225675,225709,+,35,34,228657,228753,225605,225757,0.5739,0.5492,0.0,0.1593,0.9783,0.9945
micA,ncRNA,NC_000913.3,sulA,CDS,NC_000913.3,1617,1,0.0,0.0,3,+,2814804,2814839,1020051,1020081,-,35,30,2814800,2814868,1020037,1020170,0.5333,1.0,0.0,1.0,0.9296,1.0
hupB,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1606,3,3.7006210893792226e-31,1.2736395829100532e-28,3,+,461435,461466,1409198,1409234,+,32,36,461330,461759,1409127,1409251,0.0575,0.5931,0.0,0.0,1.0,1.0
micA,ncRNA,NC_000913.3,hupB,CDS,NC_000913.3,1586,2,3.6376859175606843e-205,6.358412593436449e-202,3,+,2814808,2814843,461551,461583,+,35,32,2814799,2814877,461330,461823,0.5844,0.368,0.0,0.0,1.0,1.0
lrhA,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1582,0,6.828366821002334e-179,1.0675440653604464e-175,3,-,2405118,2405156,3580943,3580976,-,38,34,2405057,2406635,3580921,3581018,1.0,0.8172,1.0,1.0,0.0064,0.0
zapB,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1575,5,0.0,0.0,3,+,4118563,4118596,3580934,3580966,-,34,33,4118370,4118896,3580921,3581020,0.3337,0.9193,0.0,1.0,1.0,0.0
gcvB,ncRNA,NC_000913.3,ivbL,CDS,NC_000913.3,1575,8,3.5719124197375055e-76,2.6374664894537663e-73,3,+,2942726,2942759,3852884,3852917,-,33,34,2942692,2942885,3852768,3853006,0.3092,1.0,0.0,1.0,0.9265,0.0
yfeH,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1546,2,0.0,0.0,3,+,2527317,2527353,507248,507282,+,37,34,2526879,2528047,507203,507288,0.4087,0.5405,0.0,0.0,1.0,1.0
fiu,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1537,5,2.9017064853496983e-34,1.0727822177924137e-31,3,-,841246,841280,2942771,2942804,+,35,33,839232,841553,2942693,2942902,0.1096,0.3714,1.0,0.0,0.0,1.0
yeeO,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1535,0,1.774632754669715e-14,3.3137956739194717e-12,3,-,2058033,2058069,686694,686723,-,36,29,2057928,2058114,686661,687409,1.0,1.0,1.0,1.0,1.0,0.3722
ygdQ,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,1519,3,0.0,0.0,3,+,2970443,2970478,1622831,1622863,-,35,32,2970383,2971067,1622816,1622917,0.0816,0.8516,0.0,1.0,0.9074,0.0
lrhA:lrhA,IGR,NC_000913.3,chiX,ncRNA,NC_000913.3,1514,5,2.176122144569805e-135,2.691716671621265e-132,3,-,2405326,2405361,507241,507274,+,36,34,2405302,2405430,507202,507288,0.6981,0.4474,1.0,0.0,0.1705,1.0
sucA,CDS,NC_000913.3,glnA,CDS,NC_000913.3,1499,1,0.0,0.0,3,+,758639,758675,4056486,4056521,-,36,35,758553,760224,4056425,4057204,0.0,1.0,0.0,1.0,0.5419,0.5891
mtfA,CDS,NC_000913.3,gltI,CDS,NC_000913.3,1472,1,0.00019258575311182583,0.010193436628207427,3,+,2044569,2044604,686694,686723,-,36,30,2043487,2044627,686680,687760,1.0,1.0,0.0,1.0,1.0,0.0
mcbA,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1461,2,1.7954134254831484e-83,1.4415168894077184e-80,3,-,841538,841575,2942782,2942815,+,37,33,841512,841664,2942693,2942902,1.0,0.4253,1.0,0.0,1.0,1.0
yggX,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1457,1,0.0,0.0,3,+,3104340,3104377,2942768,2942801,+,37,33,3104075,3104419,2942689,2942902,1.0,0.3569,0.0,0.0,1.0,1.0
hupB,CDS,NC_000913.3,cpxQ,ncRNA,NC_000913.3,1448,10,0.0,0.0,3,+,461442,461474,4106347,4106381,+,33,35,461328,461783,4106300,4106389,0.0876,0.2991,0.0,0.0,1.0,1.0
nuoC,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1420,2,0.0,0.0,3,-,2403666,2403703,3580930,3580963,-,38,34,2402039,2403864,3580921,3581019,0.079,0.961,1.0,1.0,0.0,0.0
ompA,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1418,1,8.1021733807333e-265,1.8148800287352e-261,3,-,1019875,1019912,2167155,2167190,+,37,35,1018283,1020076,2167109,2167201,0.1353,0.4865,1.0,0.0,0.0,1.0
mrp,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1411,3,0.0,0.0,3,-,2194000,2194036,3580926,3580955,-,36,30,2192992,2194188,3580914,3581016,0.1185,1.0,1.0,1.0,0.0,0.0
lpp,CDS,NC_000913.3,mgrR,ncRNA,NC_000913.3,1348,4,6.862150321916704e-167,1.0022837959779697e-163,3,+,1757476,1757511,1622832,1622865,-,35,33,1757382,1757702,1622816,1622914,0.3817,0.8425,0.0,1.0,1.0,0.0
fabZ,CDS,NC_000913.3,ryhB,ncRNA,NC_000913.3,1342,7,0.0,0.0,3,+,202280,202314,3580933,3580965,-,35,32,202063,202569,3580920,3581016,0.4696,0.9231,0.0,1.0,1.0,0.0
fecA,CDS,NC_000913.3,fecB,CDS,NC_000913.3,1324,7,0.0,0.0,3,-,4515800,4515839,4513899,4513931,-,40,33,4514389,4516697,4513395,4514342,0.3602,0.4534,0.9845,1.0,0.0,0.0
proQ,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1302,4,3.7871763215694254e-66,2.4864678155202574e-63,3,-,1915369,1915403,507244,507280,+,35,36,1914809,1915554,507203,507288,0.1865,0.4939,1.0,0.0,0.0,1.0
insH-3,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1290,2,4.3922493626889484e-64,2.8110290465042098e-61,3,-,687818,687853,2942755,2942788,+,35,33,687731,689021,2942688,2942902,1.0,0.294,1.0,0.0,0.0,1.0
aslB,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1288,1,6.48920789401566e-5,0.004099435399978482,3,+,3982763,3982799,507241,507274,+,36,34,3982682,3983299,507203,507288,0.0,0.4534,0.0,0.0,0.2761,1.0
tolB,CDS,NC_000913.3,micA,ncRNA,NC_000913.3,1261,4,0.0,0.0,3,+,778892,778927,2814829,2814862,+,36,34,778822,779062,2814798,2814880,0.9195,0.3883,0.8375,0.0,1.0,1.0
ypfH,CDS,NC_000913.3,arcZ,ncRNA,NC_000913.3,1234,4,0.0,0.0,3,-,2590884,2590920,3350658,3350692,+,37,35,2590846,2590975,3350638,3350698,1.0,0.6787,1.0,0.5083,1.0,1.0
fecB,CDS,NC_000913.3,fecA,CDS,NC_000913.3,1177,13,0.0,0.0,3,-,4513901,4513936,4515704,4515739,-,36,35,4513394,4514346,4514440,4516693,0.4116,0.4185,1.0,0.9626,0.0,0.0
proA,CDS,NC_000913.3,chiX,ncRNA,NC_000913.3,1170,0,1.2672964226846262e-97,1.1811512836866828e-94,3,+,262865,262902,507242,507275,+,38,33,261482,262984,507204,507288,1.0,0.4675,0.0,0.0,1.0,1.0
trmJ,CDS,NC_000913.3,fnrS,ncRNA,NC_000913.3,1164,1,0.0,0.0,3,-,2662183,2662219,1409189,1409223,+,37,35,2662115,2663343,1409128,1409251,1.0,0.5088,1.0,0.0,0.0,1.0
rrlC:rrfC,IGR,NC_000913.3,gltV:rrlE,IGR,NC_000913.3,1102,9,0.0,0.0,3,+,3946626,3946661,4209954,4209988,+,36,34,3946605,3946697,4209900,4210022,0.5913,0.5464,0.0,0.2604,0.978,0.8958
aroC,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1095,4,2.800663861630371e-200,4.785526655720065e-197,3,-,2447405,2447441,2942767,2942800,+,36,33,2446388,2447510,2942693,2942902,0.0294,0.3517,1.0,0.0,0.0,1.0
fhuF,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1080,7,4.269951685862607e-18,9.51269579132345e-16,3,-,4604825,4604860,2942778,2942811,+,35,33,4602842,4605675,2942694,2942902,1.0,0.404,1.0,0.0,0.0,1.0
prmB,CDS,NC_000913.3,gcvB,ncRNA,NC_000913.3,1065,3,9.48473e-319,2.478665874e-315,3,-,2447516,2447549,2942779,2942812,+,34,33,2447471,2448326,2942695,2942902,0.9555,0.4111,1.0,0.0,0.1223,1.0
gnsB,CDS,NC_000913.3,uhpT,CDS,NC_000913.3,1043,0,0.0,0.0,3,-,1637679,1637715,3845733,3845767,-,36,35,1637614,1637801,3845728,3845976,0.3854,1.0,0.9711,1.0,0.0,0.8562
rrlH:rrfH,IGR,NC_000913.3,rrlG:gltW,IGR,NC_000913.3,1043,70,0.0,0.0,3,+,228678,228713,2729229,2729263,-,35,34,228656,228753,2729173,2729296,0.5458,0.7543,0.0,1.0,0.9783,0.3934
ptsG,CDS,NC_000913.3,cyaR,ncRNA,NC_000913.3,1037,0,0.0,0.0,3,+,1159099,1159137,2167159,2167194,+,38,35,1157807,1159292,2167111,2167201,0.8849,0.5336,0.0,0.0,0.993,1.0
