name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2
VC0713:VC0714,IGR,NC_002505,VC2753,CDS,NC_002505,705,6,0.0,0.0,2,+,764312,768062,2939146,2939329,-
VC2370,CDS,NC_002505,VC2369,CDS,NC_002505,700,36,0.0,0.0,2,-,2527786,2529540,2525325,2527703,-
VC0406,CDS,NC_002505,VC0405,CDS,NC_002505,683,68,0.0,0.0,2,+,433090,434348,431360,433101,+
fre:murB,IGR,NC_002505,VC0713,5UTR,NC_002505,679,58,0.0,0.0,2,+,323812,329743,762426,762611,+
VC0158:VC0162,IGR,NC_002505,VC0713,5UTR,NC_002505,677,72,0.0,0.0,2,+,150860,157067,762427,762610,+
VC2369,CDS,NC_002505,VC2370,CDS,NC_002505,677,26,0.0,0.0,2,-,2525320,2527693,2527773,2529550,-
VC0405,CDS,NC_002505,VC0404,CDS,NC_002505,673,66,0.0,0.0,2,+,431383,433122,430207,431391,+
VC0386:metH,IGR,NC_002505,VC2753,CDS,NC_002505,672,10,0.0,0.0,2,+,401523,408695,2939146,2939329,-
pfkA,CDS,NC_002505,CsrD,sRNA,NC_002506,652,1,0.0,0.0,2,-,2856791,2857128,783801,784131,-
VC0258,CDS,NC_002505,VC0255,CDS,NC_002505,650,18,0.0,0.0,2,+,263543,264207,262082,262292,+
VC2489:VC2497,IGR,NC_002505,VC2753,CDS,NC_002505,646,9,0.0,0.0,2,-,2676398,2681713,2939148,2939328,-
VC1715,CDS,NC_002505,mukB,CDS,NC_002505,639,16,0.0,0.0,2,-,1853640,1854393,1849160,1853605,-
VC0250,CDS,NC_002505,VC0251,CDS,NC_002505,635,56,0.0,0.0,2,+,256156,257312,257289,259775,+
VC0713:VC0714,IGR,NC_002505,VC0713,5UTR,NC_002505,634,17,0.0,0.0,2,+,764322,768062,762427,762614,+
VC0059:ccrB,IGR,NC_002505,VC2753,CDS,NC_002505,621,10,0.0,0.0,2,+,53639,59268,2939145,2939319,-
VC2656,CDS,NC_002505,VC2657,CDS,NC_002505,620,64,0.0,0.0,2,+,2826736,2828574,2828539,2829339,+
VC2745:VC2753,IGR,NC_002505,VC0059:ccrB,IGR,NC_002505,604,215,0.0,0.0,2,-,2928022,2937464,53626,59265,+
VC0249,CDS,NC_002505,VC0250,CDS,NC_002505,597,54,0.0,0.0,2,+,254734,256181,256166,257318,+
VC0348,CDS,NC_002505,VC0350,CDS,NC_002505,596,27,0.0,0.0,2,+,370415,371766,372952,373983,+
pfkA,CDS,NC_002505,VC0428,3UTR,NC_002505,590,4,0.0,0.0,2,-,2856763,2857775,456816,456880,-
VC0487,CDS,NC_002505,VC0486,CDS,NC_002505,590,46,0.0,0.0,2,+,517411,519250,516543,517355,+
VC0486,CDS,NC_002505,VC0487,CDS,NC_002505,590,44,0.0,0.0,2,+,516545,517360,517401,519251,+
pyrG,CDS,NC_002505,eno,CDS,NC_002505,570,43,0.0,0.0,2,-,2627999,2629618,2626599,2627934,-
dnaA,CDS,NC_002505,VC0013,CDS,NC_002505,569,40,0.0,0.0,2,+,7381,8825,8864,10001,+
VC0404,CDS,NC_002505,VC0405,CDS,NC_002505,568,65,0.0,0.0,2,+,430210,431389,431370,433109,+
VC2548,CDS,NC_002505,VC2547,CDS,NC_002505,565,28,0.0,0.0,2,-,2730776,2732545,2727016,2730808,-
VC0013,CDS,NC_002505,dnaA,CDS,NC_002505,563,43,0.0,0.0,2,+,8863,9995,7376,8818,+
VC2627,CDS,NC_002505,Vcr076,sRNA,NC_002505,555,4,0.0,0.0,2,-,2798474,2798667,2266014,2266135,-
VC0651,CDS,NC_002505,VC0652,CDS,NC_002505,545,34,0.0,0.0,2,-,695327,696218,696221,697269,-
VC0158:VC0162,IGR,NC_002505,VC2745:VC2753,IGR,NC_002505,544,141,1.1699684723282686e-191,3.128348917142898e-188,2,+,150407,157230,2925860,2937465,-
VC0251,CDS,NC_002505,VC0250,CDS,NC_002505,542,69,0.0,0.0,2,+,257293,259773,256154,257318,+
VC0350,CDS,NC_002505,VC0348,CDS,NC_002505,537,28,0.0,0.0,2,+,372954,373983,370426,371776,+
VC2657,CDS,NC_002505,VC2656,CDS,NC_002505,534,50,0.0,0.0,2,+,2828543,2829332,2826731,2828559,+
VC0695,CDS,NC_002505,tyrA:VC0700,IGR,NC_002505,531,29,0.0,0.0,2,+,743521,744627,745811,748042,+
VC0405,CDS,NC_002505,VC0406,CDS,NC_002505,531,52,0.0,0.0,2,+,431373,433122,433090,434350,+
tyrA,CDS,NC_002505,tyrA:VC0700,IGR,NC_002505,529,32,0.0,0.0,2,+,744603,745745,745805,748339,+
tuf,3UTR,NC_002505,tuf2,CDS,NC_002505,526,0,0.0,0.0,2,+,336495,336562,381761,382697,+
VC2547,CDS,NC_002505,VC2548,CDS,NC_002505,513,33,0.0,0.0,2,-,2727026,2730811,2730771,2732548,-
VC0713:VC0714,IGR,NC_002505,VC0386:metH,IGR,NC_002505,510,42,5.305585358e-314,2.66298918116507e-310,2,+,764310,768062,401435,408433,+
VC0251,CDS,NC_002505,VC0249,CDS,NC_002505,500,34,2.720991912950368e-296,1.2663212208652255e-292,2,+,257282,259774,254737,256194,+
VC2658,CDS,NC_002505,VC2656,CDS,NC_002505,497,29,0.0,0.0,2,+,2829303,2829712,2826731,2828553,+
VC0651,3UTR,NC_002505,VC0652,CDS,NC_002505,497,11,0.0,0.0,2,-,695237,695361,696341,697269,-
VC0158:VC0162,IGR,NC_002505,VC0059,CDS,NC_002505,494,42,1.8957707729717e-310,9.418848877115253e-307,2,+,150518,157388,53483,53652,+
VC0059:ccrB,IGR,NC_002505,VC2745:VC2753,IGR,NC_002505,493,148,2.877669148959636e-231,9.574636783266196e-228,2,+,53647,59329,2922723,2937463,-
VC0249,CDS,NC_002505,VC0251,CDS,NC_002505,492,29,1.364943285794165e-288,6.046168401598671e-285,2,+,254734,256185,257277,259755,+
eno,CDS,NC_002505,pyrG,CDS,NC_002505,487,41,2.132477983647509e-259,8.082701622601856e-256,2,-,2626604,2627925,2627987,2629633,-
VC2431,CDS,NC_002505,VC2430,CDS,NC_002505,484,17,0.0,0.0,2,-,2605579,2607465,2603294,2605575,-
VC2033,CDS,NC_002505,VC1786:VC1803,IGR,NC_002505,481,0,3.870323986987455e-7,3.56005656449046e-5,2,-,2187601,2190312,1937920,1946906,+
VC0348,CDS,NC_002505,VC0349,CDS,NC_002505,478,49,0.0,0.0,2,+,370418,371756,371738,372985,+
VC1716,CDS,NC_002505,mukB,CDS,NC_002505,478,15,0.0,0.0,2,-,1854359,1855706,1849163,1853671,-
mukB,CDS,NC_002505,VC1716,CDS,NC_002505,469,7,0.0,0.0,2,-,1849177,1853663,1854359,1855704,-
VC0250,CDS,NC_002505,VC0249,CDS,NC_002505,466,77,0.0,0.0,2,+,256159,257313,254735,256175,+
VC0158:VC0162,IGR,NC_002505,VC0386:metH,IGR,NC_002505,465,54,7.55434441368237e-167,1.628981389946938e-163,2,+,150872,157379,401273,407537,+
tyrA:VC0700,IGR,NC_002505,tyrA,CDS,NC_002505,465,56,0.0,0.0,2,+,745819,748348,744606,745756,+
pntA,CDS,NC_002506,pntB,CDS,NC_002506,461,23,0.0,0.0,2,+,500215,501764,501763,503166,+
VC0487:VC0494,IGR,NC_002505,VC0487,CDS,NC_002505,457,25,0.0,0.0,2,+,519303,526488,517399,519236,+
VC2033,3UTR,NC_002505,sspA,CDS,NC_002505,456,27,7.682455348464148e-211,2.3199295670569157e-207,2,-,2187550,2187629,606895,607553,+
VC2033,3UTR,NC_002505,cyaA,CDS,NC_002505,456,20,1.4608387559576528e-7,1.4473858118390883e-5,2,-,2187551,2187634,116032,118579,+
tyrA:VC0700,IGR,NC_002505,VC0695,CDS,NC_002505,455,25,0.0,0.0,2,+,745810,748353,743521,744620,+
VCA0676,CDS,NC_002506,VCA0678,CDS,NC_002506,452,27,0.0,0.0,2,+,611691,612223,612646,615045,+
VCA0678,CDS,NC_002506,VCA0680,CDS,NC_002506,451,16,0.0,0.0,2,+,612589,615051,615558,616180,+
VCA0678,CDS,NC_002506,VCA0676,CDS,NC_002506,447,22,0.0,0.0,2,+,612805,615055,611691,612237,+
VC0713:VC0714,IGR,NC_002505,VC0059,CDS,NC_002505,446,9,0.0,0.0,2,+,764321,768061,53485,53651,+
VC0633,3UTR,NC_002505,VCA0052,CDS,NC_002506,443,2,0.0,0.0,2,-,674774,674841,60730,61276,-
VCA0520,CDS,NC_002506,VCA0521,CDS,NC_002506,443,30,0.0,0.0,2,+,450443,451612,451592,454638,+
VC2430,CDS,NC_002505,VC2431,CDS,NC_002505,435,24,0.0,0.0,2,-,2603309,2605608,2605586,2607468,-
mukB,CDS,NC_002505,VC1715,CDS,NC_002505,435,22,0.0,0.0,2,-,1849177,1853669,1853633,1854384,-
malQ,CDS,NC_002506,VCA0013,CDS,NC_002506,434,9,0.0,0.0,2,+,14849,16987,12269,14691,+
fliI,CDS,NC_002505,VC2128,CDS,NC_002505,430,21,0.0,0.0,2,-,2283313,2284642,2280692,2282700,-
VC0487,CDS,NC_002505,VC0487:VC0494,IGR,NC_002505,422,25,0.0,0.0,2,+,517409,519217,519272,523874,+
VC2062,CDS,NC_002505,VC2063,CDS,NC_002505,422,42,0.0,0.0,2,-,2216450,2217629,2217613,2219996,-
rpsH,CDS,NC_002505,rpsE,CDS,NC_002505,421,20,0.0,0.0,2,-,2757659,2758073,2756224,2756763,-
VC2128,CDS,NC_002505,fliI,CDS,NC_002505,419,32,0.0,0.0,2,-,2280677,2282672,2283308,2284643,-
Vcr076,sRNA,NC_002505,rplQ,CDS,NC_002505,419,8,0.0,0.0,2,-,2266016,2266160,2751108,2751531,-
VC0251,CDS,NC_002505,VC0254,CDS,NC_002505,417,27,8.675721997699993e-307,4.238799241594532e-303,2,+,257283,259782,260765,261956,+
VC0251,CDS,NC_002505,VC0252,CDS,NC_002505,413,44,0.0,0.0,2,+,257304,259726,259825,260421,+
rluD,CDS,NC_002505,VC0711,CDS,NC_002505,410,14,0.0,0.0,2,+,757834,758834,759654,762154,+
recF,CDS,NC_002505,dnaA,CDS,NC_002505,410,22,0.0,0.0,2,+,9970,11109,7377,8827,+
VC0478,CDS,NC_002505,VCA0059,CDS,NC_002506,407,13,4.42947709623391e-148,8.204189334397445e-145,2,+,509392,510498,66517,66777,-
Vcr043,sRNA,NC_002505,VC0731,CDS,NC_002505,399,13,0.0,0.0,2,+,1114589,1114750,786644,787283,-
VC1279:VC1281,IGR,NC_002505,VC1279,CDS,NC_002505,394,26,0.0,0.0,2,+,1355368,1356762,1353597,1355222,+
VC0412,CDS,NC_002505,VC0414,CDS,NC_002505,394,30,0.0,0.0,2,+,437057,437838,438265,441990,+
VC0349,CDS,NC_002505,VC0348,CDS,NC_002505,390,30,0.0,0.0,2,+,371761,372983,370417,371776,+
VCA0769,CDS,NC_002506,VCA0768,CDS,NC_002506,389,47,0.0,0.0,2,-,712732,713364,711437,712729,-
VC2063,CDS,NC_002505,VC2062,CDS,NC_002505,388,33,0.0,0.0,2,-,2217603,2220004,2216439,2217622,-
VC0252,CDS,NC_002505,VC0251,CDS,NC_002505,387,41,4.475491e-316,2.27743798706e-312,2,+,259822,260412,257293,259768,+
VC2142,5UTR,NC_002505,FlaX,sRNA,NC_002505,384,2,0.0,0.0,2,-,2297413,2297501,2334424,2334689,-
VCA0521,CDS,NC_002506,VCA0520,CDS,NC_002506,380,33,0.0,0.0,2,+,451593,454643,450446,451600,+
VCA0059,CDS,NC_002506,rplL,CDS,NC_002505,378,5,7.897275331713204e-112,1.0296079714851703e-108,2,-,66511,66776,339774,340154,+
aceE,CDS,NC_002505,aceF,CDS,NC_002505,378,13,0.0,0.0,2,-,2584892,2587583,2582975,2584903,-
VC0254,CDS,NC_002505,VC0251,CDS,NC_002505,378,19,6.705581765708206e-264,2.6088456131442395e-260,2,+,260776,261940,257284,259788,+
rplA,CDS,NC_002505,rplL,CDS,NC_002505,377,14,0.0,0.0,2,+,338227,338950,339759,340145,+
VC0414,CDS,NC_002505,VC0412,CDS,NC_002505,374,28,0.0,0.0,2,+,438219,442003,437049,437841,+
VC0711,CDS,NC_002505,rluD,CDS,NC_002505,373,18,0.0,0.0,2,+,759659,762163,757837,758848,+
recF,CDS,NC_002505,VC0013,CDS,NC_002505,368,123,0.0,0.0,2,+,9970,11107,8878,9993,+
VCA0768,CDS,NC_002506,VCA0769,CDS,NC_002506,366,37,0.0,0.0,2,-,711435,712706,712738,713375,-
pntB,CDS,NC_002506,pntA,CDS,NC_002506,366,23,0.0,0.0,2,+,501757,503166,500212,501781,+
VC0652,CDS,NC_002505,VC0651,CDS,NC_002505,364,26,0.0,0.0,2,-,696221,697262,695322,696199,-
VC1098,CDS,NC_002505,VC1097,CDS,NC_002505,362,10,0.0,0.0,2,-,1167746,1168960,1165447,1167585,-
VC0641,CDS,NC_002505,nusA,CDS,NC_002505,362,30,0.0,0.0,2,+,683337,683824,683805,685345,+
aceF,CDS,NC_002505,aceE,CDS,NC_002505,361,12,0.0,0.0,2,-,2582977,2584907,2584880,2587571,-
VCA0680,CDS,NC_002506,VCA0678,CDS,NC_002506,361,29,0.0,0.0,2,+,615560,616178,612558,615042,+
VC0414,CDS,NC_002505,VC0415,CDS,NC_002505,359,20,0.0,0.0,2,+,438329,441985,442151,443220,+
VC2052,CDS,NC_002505,VC2049,CDS,NC_002505,354,18,0.0,0.0,2,-,2208499,2210465,2206255,2207504,-
VC2656,CDS,NC_002505,VC2658,CDS,NC_002505,354,15,0.0,0.0,2,+,2826740,2828577,2829299,2829715,+
VCA0013,CDS,NC_002506,malQ,CDS,NC_002506,354,23,0.0,0.0,2,+,12269,14692,14788,16995,+
secY,CDS,NC_002505,rplO,CDS,NC_002505,352,30,0.0,0.0,2,-,2754223,2755612,2755583,2756043,-
VC2033,3UTR,NC_002505,acpP,CDS,NC_002505,346,10,1.7926836877902568e-108,2.2513887313908395e-105,2,-,2187551,2187623,2174089,2174363,-
VC0245,CDS,NC_002505,VC0247,CDS,NC_002505,342,17,0.0,0.0,2,+,251550,252937,253681,254473,+
rplO,CDS,NC_002505,secY,CDS,NC_002505,342,23,0.0,0.0,2,-,2755586,2756048,2754218,2755612,-
VC1097,CDS,NC_002505,VC1098,CDS,NC_002505,340,22,0.0,0.0,2,-,1165450,1167572,1167735,1168960,-
rplL,CDS,NC_002505,rplA,CDS,NC_002505,338,14,1.4168425e-316,7.26011313357e-313,2,+,339754,340148,338227,338962,+
VC0242,CDS,NC_002505,VC0241,CDS,NC_002505,336,46,0.0,0.0,2,+,247912,249323,246622,247949,+
VC0351,CDS,NC_002505,VC0350,CDS,NC_002505,334,334,3.57155e-319,1.849448536e-315,2,+,373959,374132,372966,373975,+
VCA0052,CDS,NC_002506,VC0633,3UTR,NC_002505,332,9,0.0,0.0,2,-,60752,61272,674772,674849,-
VCA0522,CDS,NC_002506,VCA0521,CDS,NC_002506,332,16,0.0,0.0,2,+,454718,456811,451593,454658,+
rplL,3UTR,NC_002505,Vcr089,sRNA,NC_002505,330,1,0.0,0.0,2,+,340128,340198,2812094,2812164,-
rplL,CDS,NC_002505,VCA0059,CDS,NC_002506,327,9,6.014261096041975e-82,5.552265417409482e-79,2,+,339779,340150,66529,66791,-
VC2725,CDS,NC_002505,VC2723,CDS,NC_002505,325,29,0.0,0.0,2,-,2898175,2899391,2896892,2897685,-
VC0911,CDS,NC_002505,VC0910,CDS,NC_002505,323,16,0.0,0.0,2,+,971317,972988,969776,971242,+
glyS,CDS,NC_002505,glyQ,CDS,NC_002505,323,25,0.0,0.0,2,-,16871,18954,18922,19878,-
prfB,CDS,NC_002505,lysS,CDS,NC_002505,322,40,0.0,0.0,2,+,709465,710583,710575,712126,+
VC0130,CDS,NC_002505,xerC,CDS,NC_002505,322,16,0.0,0.0,2,+,123768,126248,122001,122956,+
VC0406,CDS,NC_002505,VC0404,CDS,NC_002505,321,27,0.0,0.0,2,+,433092,434342,430215,431394,+
VCA0763:VCA0768,IGR,NC_002506,VCA0768,CDS,NC_002506,320,24,0.0,0.0,2,-,708470,711281,711434,712732,-
VC0130,CDS,NC_002505,VC0130:rhtB,IGR,NC_002505,320,24,0.0,0.0,2,+,123761,126261,126403,130494,+
VC0641,CDS,NC_002505,infB,CDS,NC_002505,319,15,3.4094703436940897e-249,1.2535181952542958e-245,2,+,683334,683823,685307,688043,+
dcuC,3UTR,NC_002506,VC1758,5UTR,NC_002505,318,0,0.0,0.0,2,+,602078,602149,1895944,1895990,+
acpP,3UTR,NC_002505,VC2033,3UTR,NC_002505,317,2,5.8927453638309274e-176,1.3954998401217456e-172,2,-,2174072,2174125,2187546,2187620,-
fre:murB,IGR,NC_002505,VC2745:VC2753,IGR,NC_002505,315,88,1.941377401206924e-52,1.1122126174189093e-49,2,+,323853,330290,2921023,2937465,-
VC2033,CDS,NC_002505,Vcr017,sRNA,NC_002505,313,3,2.0618487869997546e-112,2.6977035084290357e-109,2,-,2187606,2190207,350275,350369,-
glyQ,CDS,NC_002505,glyS,CDS,NC_002505,312,6,0.0,0.0,2,-,18926,19876,16890,18951,-
VC2732,CDS,NC_002505,VC2733,CDS,NC_002505,311,22,0.0,0.0,2,-,2903653,2905193,2905158,2907229,-
VC1822,CDS,NC_002505,VC1817:VC1822,IGR,NC_002505,311,10,0.0,0.0,2,-,1963038,1964906,1959860,1962862,-
VC0731,CDS,NC_002505,Vcr043,sRNA,NC_002505,310,2,1.1767768545535335e-246,4.252099563609134e-243,2,-,786649,787278,1114588,1114750,+
VC2064,CDS,NC_002505,VC2063,CDS,NC_002505,309,39,0.0,0.0,2,-,2219970,2220726,2217607,2219985,-
VC0710,CDS,NC_002505,VC0711,CDS,NC_002505,306,24,0.0,0.0,2,+,758812,759566,759682,762261,+
VC1844,CDS,NC_002505,VC1843,CDS,NC_002505,304,30,0.0,0.0,2,-,1982838,1984488,1981678,1982837,-
VC0910,CDS,NC_002505,VC0911,CDS,NC_002505,304,10,0.0,0.0,2,+,969778,971236,971304,972990,+
VC0713,CDS,NC_002505,VC0713:VC0714,IGR,NC_002505,302,1,0.0,0.0,2,+,762587,762798,764267,764562,+
VC2111,CDS,NC_002505,VC0633,CDS,NC_002505,302,15,3.8834557764916724e-268,1.5270402278175735e-264,2,-,2269573,2270116,674811,675887,-
VCA0521,CDS,NC_002506,VCA0522,CDS,NC_002506,302,23,0.0,0.0,2,+,451589,454635,454732,456793,+
VC0602,CDS,NC_002505,VC0601,CDS,NC_002505,302,25,0.0,0.0,2,+,628760,631088,626288,628767,+
