name1,gene1,name2,gene2,type1,type2,relpos1,relpos2,nb_fragments,libs,norm_odds,p_value,ip_total_ratio1,ip_total_ratio2,chromosome1,first_start1,last_start1,chromosome2,first_start2,last_start2
fliD,fliD,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.4056521739130435,-1.0,370,2,10.23,0.0,0.45,32.75,NC_002505,-2294897,-2294413,NC_002505,21900,21912
VC2367 -> U3.VC2367,VC2367,Vcr001,Vcr001,gene,srna,0.22693997071742314,-1.0,339,"1,2",8.81,0.0,1.45,21.29,NC_002505,-2524180,-2523813,NC_002505,21900,21912
VC1760,VC1760,Vcr001,Vcr001,gene,srna,0.4536,-1.0,326,"1,2",66.87,0.0,3.47,21.29,NC_002505,-1899673,-1899302,NC_002505,21900,21912
U5.VC2677 -> VC2677,VC2677,VC0025 -> Vcr001,Vcr001,gene,srna,0.15378729915837797,-1.0,322,2,2.07,0.0,1.05,31.68,NC_002505,-2845180,-2844209,NC_002505,21846,21912
Vcr103,Vcr103,Qrr3,Qrr3,srna,srna,-1.0,-1.0,289,"1,2",25.83,0.0,0.34,5.6,NC_002506,-776941,-776860,NC_002506,772269,772339
VC0243,VC0243,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.3399014778325123,-1.0,282,2,1.17,0.021587288,1.06,31.99,NC_002505,249714,250199,NC_002505,21867,21910
CsrB,CsrB,VrrA,VrrA,srna,srna,-1.0,-1.0,272,"1,2",17.07,0.0,0.04,9.23,NC_002505,-196899,-196700,NC_002505,1878718,1878797
VC2060 -> U3.VC2060,VC2060,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.6466565349544073,-1.0,270,2,2.08,0.0,2.97,30.94,NC_002505,-2214770,-2214600,NC_002505,21885,21911
VC0243 -> VC0244,VC0244,VqmR,VqmR,gene,srna,0.0,-1.0,258,"1,2",2.72,0.0,0.38,0.93,NC_002505,250118,251074,NC_002506,1031477,1031558
VC2348 -> U5.deoD,VC2348,Vcr017,Vcr017,gene,srna,0.6888157894736842,-1.0,251,"1,2",6.87,0.0,4.02,2.29,NC_002505,-2504489,-2504339,NC_002505,-350295,-350277
VC0731 -> U3.VC0731,VC0731,Vcr043,Vcr043,gene,srna,0.5449620801733478,-1.0,250,"1,2",3.34,0.0,1.41,15.99,NC_002505,-786718,-786553,NC_002505,1114607,1114721
U3.VC0243 -> VC0244,VC0244,VqmR,VqmR,gene,srna,0.10477548111190306,-1.0,242,"1,2",2.72,0.0,0.37,0.92,NC_002505,250401,251074,NC_002506,1031477,1031558
U5.VC2467 -> VC2467,VC2467,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,240,"1,2",12.44,0.0,0.9,17.36,NC_002505,-2649795,-2649689,NC_002505,21897,21915
U5.VC0567 -> VC0567,VC0567,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,237,2,12.1,0.0,1.54,30.94,NC_002505,-601594,-601404,NC_002505,21888,21906
VC1558,VC1558,Vssrna24,Vssrna24,gene,srna,0.0,-1.0,235,"1,2",0.82,0.7120799044,10.14,35.86,NC_002505,-1670575,-1670522,NC_002505,106482,106511
U5.VC1898 -> VC1898,VC1898,Vssrna24,Vssrna24,gene,srna,0.0,-1.0,235,"1,2",0.52,0.0001331313,18.35,19.49,NC_002505,2044421,2044499,NC_002505,106483,106508
VC0112,VC0112,Vcr001,Vcr001,gene,srna,0.0,-1.0,228,"1,2",79.41,0.0,0.61,21.29,NC_002505,107409,107497,NC_002505,21900,21915
U5.sucA -> sucA,sucA,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.04565916398713826,-1.0,226,"1,2",1.28,2.0878e-5,0.33,21.29,NC_002505,-2249476,-2248800,NC_002505,21900,21914
U3.fliA -> VC2065,VC2065,Vcr001,Vcr001,gene,srna,0.010115606936416185,-1.0,208,2,15.49,0.0,0.85,32.75,NC_002505,-2221098,-2220907,NC_002505,21901,21910
VCA0156 -> VCA0155,VCA0156,Vcr017,Vcr017,gene,srna,0.28177641653905056,-1.0,206,"1,2",1.78,6.0e-10,4.79,2.24,NC_002506,-172752,-172503,NC_002505,-350337,-350275
VC2669 -> U3.VC2669,VC2669,Vcr017,Vcr017,gene,srna,0.23384615384615384,-1.0,206,"1,2",29.08,0.0,11.68,2.29,NC_002505,-2836797,-2836605,NC_002505,-350293,-350279
VCA1097 -> VCA1095,VCA1095,VqmR,VqmR,gene,srna,0.0,-1.0,202,"1,2",2.22,0.0135210052,1.3,0.93,NC_002506,-1052899,-1052000,NC_002506,1031471,1031554
U3.VC1998 -> IG.VC1998|VC1996,IG.VC1998|VC1996,U3.VC0025 -> Vcr001,Vcr001,igr,srna,0.036755386565272496,-1.0,202,2,28.91,0.0,4.5,29.39,NC_002505,-2151384,-2151302,NC_002505,21878,21906
pyrH,pyrH,Vcr017,Vcr017,gene,srna,0.41416100872938894,-1.0,198,"1,2",12.23,0.0,1.05,2.29,NC_002505,-2413962,-2413456,NC_002505,-350295,-350279
VC2767 -> VC2766,VC2767,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.43577430972388953,-1.0,196,"1,2",22.68,0.0,0.1,17.36,NC_002505,-2954091,-2954013,NC_002505,21890,21909
VC0573,VC0573,Vcr001,Vcr001,gene,srna,0.3012318029115342,-1.0,194,"1,2",19.69,0.0,0.38,21.29,NC_002505,604608,604788,NC_002505,21900,21913
VC0533,VC0533,Qrr3,Qrr3,gene,srna,0.4688259109311741,-1.0,193,"1,2",9.08,0.0,0.26,5.76,NC_002505,564303,564598,NC_002506,772273,772334
VCA0446,VCA0446,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,185,"1,2",10.81,0.0,0.22,17.36,NC_002506,400105,400258,NC_002505,21889,21915
Qrr2,Qrr2,IG.VC2646|VC2647 -> U5.VC2647,VC2647,srna,gene,-1.0,0.0,184,"1,2",24.19,0.0,0.75,19.83,NC_002506,48447,48484,NC_002505,2821330,2821490
U5.VC2730,VC2731,Vcr214,Vcr214,gene,srna,0.718421052631579,-1.0,173,"1,2",37.89,0.0,3.82,2.98,NC_002505,-2902460,-2902407,NC_002505,2376048,2376113
VC0655,VC0655,Vcr017,Vcr017,gene,srna,0.052878965922444184,-1.0,172,"1,2",3.92,0.0,6.71,2.22,NC_002505,700201,700398,NC_002505,-350334,-350282
VC2677,VC2677,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.3404743687834736,-1.0,170,2,6.45,0.0,2.75,32.75,NC_002505,-2844690,-2844209,NC_002505,21900,21912
U5.VC1442 -> VC1442,VC1442,VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,168,"1,2",2.46,0.0,0.68,19.09,NC_002505,-1539636,-1539501,NC_002505,21836,21913
VC0970,VC0970,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.3574468085106383,-1.0,168,2,11.62,0.0,4.22,30.94,NC_002505,1034753,1034873,NC_002505,21878,21912
VC0784 -> Vcr036,Vcr036,VrrA,VrrA,srna,srna,-1.0,-1.0,167,"1,2",158.87,0.0,0.34,9.23,NC_002505,-840497,-840411,NC_002505,1878725,1878799
VC2060 -> VC2059,VC2059,Vcr228,Vcr228,gene,srna,0.0,-1.0,164,"1,2",8.5,0.0,0.84,1.3,NC_002505,-2214768,-2214505,NC_002506,787307,787397
gltB -> U3.gltB,gltB,Vcr001,Vcr001,gene,srna,0.9158093638463154,-1.0,164,"1,2",1.4,7.686e-7,1.05,21.29,NC_002505,2541935,2542219,NC_002505,21898,21913
Vcr076,Vcr076,VCA1072 -> U5.VCA1071,VCA1072,srna,gene,-1.0,0.5440881763527055,160,"1,2",1.51,6.92267e-5,66.79,0.46,NC_002505,-2266098,-2266018,NC_002506,-1022888,-1022809
VC0533 -> U5.VC0534,VC0533,Vcr043,Vcr043,gene,srna,0.5433198380566802,-1.0,156,"1,2",1.76,0.0,0.21,12.5,NC_002505,564403,564677,NC_002505,1114606,1114717
IG.VCA1066|VCA1063 -> U5.VCA1063,IG.VCA1066|VCA1063,U3.VC0025 -> Vcr001,Vcr001,igr,srna,0.8590308370044053,-1.0,156,"1,2",3.51,0.0,3.87,21.29,NC_002506,-1015689,-1015411,NC_002505,21900,21914
VC0249 -> VC0250,VC0249,Vcr001,Vcr001,gene,srna,0.7282798833819242,-1.0,156,2,1.08,0.4244021855,0.4,32.75,NC_002505,255808,256496,NC_002505,21901,21912
U5.VC1442 -> VC1442,VC1442,Vcr017,Vcr017,gene,srna,0.0,-1.0,154,"1,2",4.74,0.0,0.67,2.29,NC_002505,-1539654,-1539505,NC_002505,-350294,-350281
U3.VC1533 -> VC1532,VC1532,Vssrna24,Vssrna24,gene,srna,0.0,-1.0,153,2,1.6,5.27796e-5,Inf,72.43,NC_002505,-1645599,-1645532,NC_002505,106501,106509
MicX,MicX,VCA0689 -> U5.VCA0688,VCA0689,srna,gene,-1.0,0.321483771251932,152,"1,2",4.19,0.0,6.51,0.46,NC_002506,-893473,-893339,NC_002506,-627732,-627700
VC2086 -> U3.VC2086,VC2086,Vcr001,Vcr001,gene,srna,0.7100396301188904,-1.0,152,1,31.75,0.0,0.08,21.29,NC_002505,-2245486,-2245305,NC_002505,21901,21911
U3.VCA0278 -> VCA0277,VCA0277,Vcr001,Vcr001,gene,srna,0.0,-1.0,150,2,6.41,0.0,1.71,32.75,NC_002506,-296252,-296109,NC_002505,21901,21910
VC0247 -> VC0249,VC0249,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,146,2,0.2,0.0,1.51,32.11,NC_002505,254204,255169,NC_002505,21890,21912
Vcr017,Vcr017,IG.VCA0291|VCA0278 -> U5.VCA0278,VCA0278,srna,gene,-1.0,0.0,140,"1,2",4.98,0.0,2.01,8.25,NC_002505,-350334,-350308,NC_002506,-297799,-297719
U5.VC0604 -> VC0604,VC0604,Vcr001,Vcr001,gene,srna,0.0,-1.0,140,"1,2",2.86,0.0,1.39,21.29,NC_002505,633732,633944,NC_002505,21900,21915
IG.VC2646|VC2647 -> U5.VC2647,VC2647,Qrr3,Qrr3,gene,srna,0.0,-1.0,138,"1,2",8.61,0.0,15.95,5.87,NC_002505,2821313,2821437,NC_002506,772259,772332
U5.VCA0919 -> VCA0919,VCA0919,Vcr017,Vcr017,gene,srna,0.0,-1.0,137,"1,2",1.2,0.0408847614,5.36,2.16,NC_002506,871210,871587,NC_002505,-350339,-350281
U5.VCA0008 -> VCA0008,VCA0008,Vcr090,Vcr090,gene,srna,0.0,-1.0,135,1,556.83,0.0,1.41,2.49,NC_002506,-8316,-8262,NC_002506,3226,3252
rumA,rumA,Vcr017,Vcr017,gene,srna,0.4926017262638718,-1.0,135,2,173.13,0.0,5.01,7.06,NC_002505,-2633491,-2633461,NC_002505,-350292,-350282
IG.VCA0325|VCA0328,IG.VCA0325|VCA0328,Vcr017,Vcr017,igr,srna,0.5263157894736842,-1.0,134,"1,2",14.27,0.0,2.84,2.29,NC_002506,329437,329552,NC_002505,-350294,-350281
U5.VC1149,VC1150,Vcr001,Vcr001,gene,srna,0.4932014833127318,-1.0,134,"1,2",37.57,0.0,1.12,21.29,NC_002505,-1222067,-1221985,NC_002505,21901,21915
U5.VC0583,VC0583,Qrr1,Qrr1,gene,srna,0.0,-1.0,132,"1,2",27.99,0.0,0.95,1.02,NC_002505,-613215,-613173,NC_002505,-1090015,-1089968
Vcr017,Vcr017,VC0247,VC0247,srna,gene,-1.0,0.46905829596412557,132,"1,2",1.98,0.0,2.01,1.31,NC_002505,-350340,-350302,NC_002505,254218,254427
U5.VC2095 -> VC2095,VC2095,Vcr017,Vcr017,gene,srna,0.0,-1.0,132,2,4.91,0.0,5.11,6.88,NC_002505,-2257819,-2257702,NC_002505,-350339,-350275
U5.VC2412 -> VC2412,VC2412,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,132,2,5.35,0.0,0.33,32.75,NC_002505,-2582757,-2582418,NC_002505,21900,21911
VCA0763,VCA0763,Vcr017,Vcr017,gene,srna,0.08069458631256383,-1.0,131,1,19.66,0.0,4.97,2.22,NC_002506,-707935,-707833,NC_002505,-350318,-350286
ilvH,ilvH,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.3261964735516373,-1.0,130,2,14.73,0.0,1.47,29.39,NC_002505,-2661593,-2661500,NC_002505,21894,21911
U3.atpC,atpC,Vcr017,Vcr017,gene,srna,0.46398891966759004,-1.0,129,"1,2",15.02,0.0,2.13,2.29,NC_002505,-2949681,-2949561,NC_002505,-350294,-350282
U5.cyaA,cyaA,Qrr3,Qrr3,gene,srna,0.0,-1.0,126,"1,2",50.39,0.0,6.07,5.6,NC_002505,115917,115999,NC_002506,772277,772331
U5.VC0972,VC0972,VrrA,VrrA,gene,srna,0.0,-1.0,124,"1,2",1.84,0.0,7.67,9.23,NC_002505,1037752,1037795,NC_002505,1878708,1878795
U5.VC1091,VC1091,Vcr220,Vcr220,gene,srna,0.0,-1.0,124,"1,2",331.88,0.0,0.28,2.47,NC_002505,1158519,1158649,NC_002505,2653941,2653982
VC0558,VC0558,Vcr001,Vcr001,gene,srna,0.6227848101265823,-1.0,123,2,27.82,0.0,3.89,32.75,NC_002505,-592571,-592311,NC_002505,21902,21912
U5.VC2469 -> VC2469,VC2469,Vcr017,Vcr017,gene,srna,0.0,-1.0,122,"1,2",2.41,0.0,0.93,2.22,NC_002505,2650072,2650264,NC_002505,-350322,-350282
VC0247,VC0247,Vcr017,Vcr017,gene,srna,0.44035874439461886,-1.0,121,"1,2",1.11,0.2502263701,2.17,2.22,NC_002505,254201,254398,NC_002505,-350332,-350282
miaA -> U3.miaA,miaA,Vcr220,Vcr220,gene,srna,0.6704089815557338,-1.0,118,"1,2",281.05,0.0,0.27,2.47,NC_002505,369961,370061,NC_002505,2653942,2653977
VC0533,VC0533,Qrr1,Qrr1,gene,srna,0.42672064777327934,-1.0,117,"1,2",42.65,0.0,0.45,1.0,NC_002505,564308,564499,NC_002505,-1090029,-1089971
VC1000 -> U3.VC1000,VC1000,Vcr001,Vcr001,gene,srna,0.6761827079934747,-1.0,117,"1,2",49.13,0.0,0.29,21.29,NC_002505,1071846,1071974,NC_002505,21900,21912
U5.VC2187,VC2187,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,116,2,22.77,0.0,0.33,29.39,NC_002505,-2334157,-2334106,NC_002505,21897,21911
VC0553 -> U3.VC0553,VC0553,Vcr017,Vcr017,gene,srna,0.31274638633377133,-1.0,115,"1,2",1.86,7.0e-10,12.14,2.24,NC_002505,586911,587156,NC_002505,-350328,-350277
U3.VC0479 -> VC0480,VC0480,Vcr017,Vcr017,gene,srna,0.018056749785038694,-1.0,115,2,3.55,0.0,3.11,6.94,NC_002505,510804,511093,NC_002505,-350324,-350283
VC2357,VC2357,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,115,2,8.3,0.0,2.53,30.94,NC_002505,2513884,2513994,NC_002505,21890,21911
rumA,rumA,Vcr017,Vcr017,gene,srna,0.5043156596794082,-1.0,113,1,252.76,0.0,3.23,2.29,NC_002505,-2633473,-2633441,NC_002505,-350293,-350285
VC2363 -> Vcr216,Vcr216,GcvB,GcvB,srna,srna,-1.0,-1.0,113,2,16.18,0.0,1.49,3.29,NC_002505,-2518994,-2518863,NC_002505,-954826,-954727
VC0350,VC0350,Vcr001,Vcr001,gene,srna,0.1515625,-1.0,113,2,13.32,0.0,0.17,32.75,NC_002505,373201,373426,NC_002505,21902,21910
VC1282 -> U3.VC1282,VC1282,VqmR,VqmR,gene,srna,0.7597560975609756,-1.0,112,"1,2",16.98,0.0,8.3,0.94,NC_002505,1358614,1358797,NC_002506,1031506,1031559
VC0243,VC0243,Vcr017,Vcr017,gene,srna,0.414496833216045,-1.0,111,"1,2",4.25,0.0,0.51,2.29,NC_002505,249931,250198,NC_002505,-350294,-350281
VC0269,VC0269,Vcr001,Vcr001,gene,srna,0.09006004002668445,-1.0,109,2,37.34,0.0,8.99,32.75,NC_002505,274733,274854,NC_002505,21901,21908
IG.VC1354|VC1350,IG.VC1354|VC1350,Vcr001,Vcr001,igr,srna,0.9070117363827866,-1.0,108,"1,2",30.78,0.0,14.82,21.29,NC_002505,-1441669,-1441613,NC_002505,21901,21913
VCA0059,VCA0059,Vcr065,Vcr065,gene,srna,0.10401459854014598,-1.0,106,"1,2",253.51,0.0,0.1,0.55,NC_002506,-66634,-66542,NC_002505,1617177,1617221
U5.VCA0059 -> VCA0059,VCA0059,VrrA,VrrA,gene,srna,0.0,-1.0,106,"1,2",10.55,0.0,0.05,9.23,NC_002506,-66799,-66517,NC_002505,1878721,1878794
VC2043,VC2043,Vcr001,Vcr001,gene,srna,0.06464556397681677,-1.0,105,2,38.79,0.0,5.09,32.75,NC_002505,-2202334,-2202117,NC_002505,21901,21905
U5.VCA0691 -> VCA0691,VCA0691,VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,105,2,4.44,0.0,0.58,29.39,NC_002506,-630182,-630034,NC_002505,21848,21910
U3.rrmJ -> VC0637,Vcr204,Vcr001,Vcr001,srna,srna,-1.0,-1.0,104,"1,2",17.24,0.0,0.07,21.29,NC_002505,678124,678249,NC_002505,21902,21909
VC1973,VC1973,Vcr001,Vcr001,gene,srna,0.3481989708404803,-1.0,102,2,6.69,0.0,0.63,32.75,NC_002505,-2124791,-2124523,NC_002505,21901,21909
Vcr017,Vcr017,GcvB,GcvB,srna,srna,-1.0,-1.0,101,1,1.76,2.969e-7,2.01,1.86,NC_002505,-350338,-350302,NC_002505,-954861,-954815
U3.VC0548,VC0548,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.22937625754527163,-1.0,101,2,56.54,0.0,2.18,32.75,NC_002505,580809,580897,NC_002505,21900,21910
U5.sucA -> U3.sdhB,sdhB,Spot42,Spot42,gene,srna,0.6227722772277228,-1.0,98,"1,2",2.88,0.0,0.32,22.4,NC_002505,-2249537,-2249400,NC_002505,106101,106156
IG.VC1464|VC1470,IG.VC1464|VC1470,Vcr001,Vcr001,igr,srna,0.342330651440436,-1.0,97,2,142.54,0.0,13.69,32.75,NC_002505,1574711,1574789,NC_002505,21901,21910
VC0671,VC0671,Vcr017,Vcr017,gene,srna,0.13847900113507378,-1.0,96,"1,2",5.15,0.0,0.41,2.29,NC_002505,717124,717581,NC_002505,-350294,-350280
IG.VCA0928|VCA0933 -> U5.VCA0933,VCA0933,Vcr001,Vcr001,gene,srna,0.0,-1.0,96,2,38.92,0.0,0.11,32.75,NC_002506,885918,885995,NC_002505,21903,21910
groEL,groEL,Vcr001,Vcr001,gene,srna,0.7218200620475698,-1.0,96,2,18.27,0.0,0.18,32.75,NC_002505,-2832788,-2832629,NC_002505,21901,21909
VC0892 -> motB,motB,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,96,2,1.42,0.0039725435,0.92,32.75,NC_002505,951301,952183,NC_002505,21900,21911
VC0439 -> VC0440,VC0440,Vcr017,Vcr017,gene,srna,0.0,-1.0,95,"1,2",2.1,0.0,10.25,2.24,NC_002505,469738,469999,NC_002505,-350338,-350275
VCA1015,VCA1015,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.5291402192729371,-1.0,94,"1,2",31.77,0.0,Inf,21.29,NC_002506,964710,964794,NC_002505,21891,21909
Vcr017,Vcr017,U5.VC2469 -> VC2469,VC2469,srna,gene,-1.0,0.0,92,"1,2",7.39,0.0,2.01,0.83,NC_002505,-350333,-350300,NC_002505,2650178,2650277
IG.VC2075|VC2082,TfoR,Vcr017,Vcr017,srna,srna,-1.0,-1.0,92,"1,2",6.4,0.0,6.44,2.29,NC_002505,2236487,2236581,NC_002505,-350295,-350283
VC1497,VC1497,Vcr043,Vcr043,gene,srna,0.36285097192224625,-1.0,92,"1,2",2.31,0.0,0.6,15.01,NC_002505,-1608783,-1608563,NC_002505,1114612,1114717
VC2529,VC2529,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.3664208735110607,-1.0,91,"1,2",10.01,0.0,0.1,21.29,NC_002505,2712406,2712789,NC_002505,21900,21910
U5.cyaA,cyaA,Qrr1,Qrr1,gene,srna,0.0,-1.0,89,2,169.4,0.0,11.41,2.55,NC_002505,115982,115987,NC_002505,-1089997,-1089972
VC0247,VC0247,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.4439461883408072,-1.0,89,2,0.46,0.0,3.48,30.94,NC_002505,254204,254389,NC_002505,21890,21912
VC1856,VC1856,Vssrna24,Vssrna24,gene,srna,0.4531974050046339,-1.0,88,"1,2",0.57,1.2058e-6,Inf,35.86,NC_002505,1997000,1997086,NC_002505,106495,106503
VC0249,VC0249,VqmR,VqmR,gene,srna,0.4717201166180758,-1.0,88,"1,2",1.55,0.0002218999,0.76,0.94,NC_002505,255625,255933,NC_002506,1031500,1031560
U5.VC1866 -> VC1866,VC1866,Vcr017,Vcr017,gene,srna,0.0,-1.0,88,"1,2",8.98,0.0,0.46,2.29,NC_002505,2006848,2006980,NC_002505,-350294,-350281
U5.VC0604 -> VC0604,VC0604,VrrA,VrrA,gene,srna,0.0,-1.0,88,2,6.69,0.0,1.28,14.95,NC_002505,633829,634084,NC_002505,1878724,1878789
U3.VC0076 -> VC0075,VC0075,Vcr017,Vcr017,gene,srna,0.0,-1.0,87,2,10.98,0.0,0.24,6.73,NC_002505,-76073,-76034,NC_002505,-350324,-350285
pntB,pntB,Vcr017,Vcr017,gene,srna,0.6933174224343676,-1.0,86,"1,2",20.34,0.0,7.36,2.16,NC_002506,503079,503099,NC_002505,-350325,-350280
U3.VC2242 -> VC2241,Vcr081,Vcr001,Vcr001,srna,srna,-1.0,-1.0,86,2,4.62,0.0,0.72,32.75,NC_002505,-2395179,-2395029,NC_002505,21901,21912
Vcr083,Vcr083,Spot42,Spot42,srna,srna,-1.0,-1.0,85,"1,2",23.2,0.0,4.19,22.4,NC_002505,2472418,2472480,NC_002505,106083,106154
U5.VCA0195 -> VCA0195,VCA0195,Vcr001,Vcr001,gene,srna,0.0,-1.0,85,2,8.56,0.0,0.57,32.75,NC_002506,-212571,-212407,NC_002505,21901,21910
U5.VC0611 -> U3.VC0612,VC0612,Vssrna24,Vssrna24,gene,srna,0.8717190388170055,-1.0,85,2,0.64,0.0006146341,10.71,70.0,NC_002505,-644276,-644216,NC_002505,106484,106507
Vcr200 -> U5.pyrE,Vcr200,Vcr001,Vcr001,srna,srna,-1.0,-1.0,85,2,4.89,0.0,0.98,32.75,NC_002505,218215,218657,NC_002505,21902,21906
U3.VC1497 -> VC1496,VC1496,U3.VC0025 -> Vcr001,Vcr001,gene,srna,0.0,-1.0,84,2,84.62,0.0,0.47,32.75,NC_002505,-1608483,-1608354,NC_002505,21900,21905
IG.VC0425|VC0432,IG.VC0425|VC0432,Vcr017,Vcr017,igr,srna,0.8688236328468437,-1.0,83,1,1670.09,0.0,0.9,2.29,NC_002505,461332,461362,NC_002505,-350290,-350277
VC0243,VC0243,Vcr017,Vcr017,gene,srna,0.33497536945812806,-1.0,83,"1,2",3.72,6.8e-8,0.32,2.29,NC_002505,249805,250198,NC_002505,-350294,-350281
VC2063,VC2063,VqmR,VqmR,gene,srna,0.11516748212269477,-1.0,82,"1,2",4.15,0.0,0.2,0.94,NC_002505,-2219593,-2219460,NC_002506,1031485,1031557
