name1,type1,ref1,name2,type2,ref2,nb_chimeras,nb_multi,p_value,fdr,in_libs,strand1,left1,right1,left2,right2,strand2
glgC,CDS,NC_002505,glgA,CDS,NC_002505,1048,32,0.0,0.0,2,-,1865317,1866565,1863856,1865344,-
VC2142,5UTR,NC_002505,FlaX,sRNA,NC_002505,978,8,0.0,0.0,2,-,2297409,2297545,2334425,2334706,-
sucA,CDS,NC_002505,sucC,CDS,NC_002505,936,53,0.0,0.0,2,-,2246620,2249470,2244057,2245255,-
sucC,CDS,NC_002505,sucA,CDS,NC_002505,818,27,0.0,0.0,2,-,2244059,2245255,2246619,2249478,-
Vcr045,sRNA,NC_002505,VC0745,3UTR,NC_002505,794,109,0.0,0.0,2,+,1164242,1164326,798740,798832,-
VC1872,CDS,NC_002505,VC1873,CDS,NC_002505,774,25,0.0,0.0,2,+,2014950,2016902,2017019,2018325,+
Vcr078,sRNA,NC_002505,VC0745,3UTR,NC_002505,761,19,2.3155594343584098e-116,2.5046176574664165e-113,2,-,2332923,2333131,798770,798825,-
FlaX,sRNA,NC_002505,VC2143,5UTR,NC_002505,751,11,0.0,0.0,2,-,2334422,2334689,2298774,2298873,-
Vcr045,sRNA,NC_002505,VC2041,3UTR,NC_002505,735,15,0.0,0.0,2,+,1164273,1164326,2199242,2199320,+
VCA0116,CDS,NC_002506,VCA0117,CDS,NC_002506,703,25,0.0,0.0,2,+,126156,128800,128767,130377,+
VC0249,CDS,NC_002505,VC0250,CDS,NC_002505,689,73,0.0,0.0,2,+,254737,256124,256166,257316,+
sucC,CDS,NC_002505,VC2084,CDS,NC_002505,677,56,0.0,0.0,2,-,2244074,2245252,2243183,2244079,-
VC1873,CDS,NC_002505,VC1872,CDS,NC_002505,672,45,0.0,0.0,2,+,2017023,2018325,2014954,2016882,+
TarB,sRNA,NC_002505,VC1663,3UTR,NC_002505,667,6,0.0,0.0,2,-,911232,911308,1795232,1795317,+
VC2033,3UTR,NC_002505,Vcr017,sRNA,NC_002505,653,0,0.0,0.0,2,-,2187551,2187624,350276,350369,-
VC0583,3UTR,NC_002505,Vcr078,sRNA,NC_002505,644,17,5.399255814078359e-76,3.515244757880504e-73,2,-,612525,612581,2332935,2333138,-
VCA0117,CDS,NC_002506,VCA0116,CDS,NC_002506,603,26,0.0,0.0,2,+,128775,130378,126160,128801,+
sucA,CDS,NC_002505,sdhA,CDS,NC_002505,600,28,1.2057348277666544e-301,5.5974404565198594e-298,2,-,2246643,2249478,2250259,2252056,-
VCA1094,CDS,NC_002506,VCA1092,CDS,NC_002506,593,39,0.0,0.0,2,-,1049728,1050282,1047208,1049287,-
GcvB,sRNA,NC_002505,VC1874,CDS,NC_002505,588,14,0.0,0.0,2,-,954717,954922,2018347,2019890,+
FlaX,sRNA,NC_002505,Vcr078,sRNA,NC_002505,577,25,2.2369442465218718e-20,4.307993802748993e-18,2,-,2334399,2334705,2332933,2333135,-
VC2084,CDS,NC_002505,sucC,CDS,NC_002505,575,55,0.0,0.0,2,-,2243184,2244061,2244074,2245254,-
sdhA,CDS,NC_002505,sucA,CDS,NC_002505,573,25,9.217116208005311e-279,3.70378417309404e-275,2,-,2250257,2252045,2246628,2249478,-
VCA1095,CDS,NC_002506,VCA1092,CDS,NC_002506,568,30,0.0,0.0,2,-,1050262,1052459,1047222,1049292,-
VCA1092,CDS,NC_002506,VCA1095,CDS,NC_002506,563,33,0.0,0.0,2,-,1047231,1049293,1050252,1052467,-
VC0252,CDS,NC_002505,VC0251,CDS,NC_002505,560,38,0.0,0.0,2,+,259824,260409,257306,259777,+
sucC,CDS,NC_002505,VC2086,CDS,NC_002505,558,33,0.0,0.0,2,-,2244060,2245251,2245389,2246653,-
rpoB,CDS,NC_002505,VC0329,CDS,NC_002505,543,9,0.0,0.0,2,+,340394,344397,344521,348683,+
VC0745,3UTR,NC_002505,Vcr045,sRNA,NC_002505,539,6,0.0,0.0,2,-,798768,798823,1164251,1164326,+
VC0250,CDS,NC_002505,VC0251,CDS,NC_002505,538,28,0.0,0.0,2,+,256164,257314,257306,259790,+
Vcr036,sRNA,NC_002505,VC0745,3UTR,NC_002505,533,12,3.090719845281911e-285,1.2833664696227307e-281,2,-,840377,840448,798783,798822,-
VC2084,CDS,NC_002505,VC2086,CDS,NC_002505,526,19,0.0,0.0,2,-,2243185,2244080,2245386,2246657,-
VC2320,CDS,NC_002505,VC2319,CDS,NC_002505,502,18,0.0,0.0,2,-,2468623,2472265,2466537,2468647,-
VC0550,CDS,NC_002505,VC0551,CDS,NC_002505,499,16,0.0,0.0,2,+,582633,584459,584421,585600,+
VC2319,CDS,NC_002505,VC2320,CDS,NC_002505,498,22,0.0,0.0,2,-,2466515,2468636,2468618,2472236,-
VC0406,CDS,NC_002505,VC0404,CDS,NC_002505,490,36,0.0,0.0,2,+,433090,434348,430217,431395,+
FlaX,sRNA,NC_002505,VC2142,CDS,NC_002505,487,5,0.0,0.0,2,-,2334422,2334688,2296284,2297447,-
FlaX,sRNA,NC_002505,VC2545,3UTR,NC_002505,481,1,0.0,0.0,2,-,2334423,2334688,2726600,2726658,+
dcuC,3UTR,NC_002506,Vcr078,sRNA,NC_002505,481,4,0.0,0.0,2,+,602088,602149,2332937,2333111,-
VC2086,CDS,NC_002505,VC2084,CDS,NC_002505,477,32,1.0392463723411052e-293,4.6235205066812154e-290,2,-,2245390,2246637,2243181,2244086,-
zntA,CDS,NC_002505,VC1034,CDS,NC_002505,475,12,0.0,0.0,2,+,1097643,1099958,1100371,1101178,+
VC2320,CDS,NC_002505,recC,CDS,NC_002505,470,15,0.0,0.0,2,-,2468621,2472266,2472505,2475906,-
VC0551,CDS,NC_002505,VC0550,CDS,NC_002505,458,21,0.0,0.0,2,+,584427,585594,582628,584462,+
VCA1091,CDS,NC_002506,VCA1092,CDS,NC_002506,456,53,0.0,0.0,2,-,1046417,1047230,1047229,1049285,-
VC0250,CDS,NC_002505,VC0249,CDS,NC_002505,452,36,0.0,0.0,2,+,256160,257312,254735,256175,+
rpsH,CDS,NC_002505,rpsE,CDS,NC_002505,448,18,0.0,0.0,2,-,2757664,2758063,2756216,2756762,-
VC0251,CDS,NC_002505,VC0252,CDS,NC_002505,442,36,0.0,0.0,2,+,257306,259789,259821,260422,+
VC0329,CDS,NC_002505,rpoB,CDS,NC_002505,434,7,0.0,0.0,2,+,344490,348629,340391,344397,+
VC2084,CDS,NC_002505,sucA,CDS,NC_002505,429,25,9.757501415493678e-122,1.1202660818687333e-118,2,-,2243188,2244081,2246617,2249478,-
recC,CDS,NC_002505,VC2320,CDS,NC_002505,429,7,0.0,0.0,2,-,2472523,2475942,2468693,2472276,-
VC0404,CDS,NC_002505,VC0406,CDS,NC_002505,426,27,1.0981926080930992e-286,4.611286082897349e-283,2,+,430215,431382,433090,434334,+
sucA,CDS,NC_002505,VC2084,CDS,NC_002505,424,12,9.084938123684215e-119,1.0104533158523525e-115,2,-,2246620,2249443,2243183,2244064,-
VC2207,CDS,NC_002505,FlaX,sRNA,NC_002505,422,8,0.0,0.0,2,-,2351337,2352032,2334422,2334693,-
VC2086,CDS,NC_002505,sucC,CDS,NC_002505,422,39,4.3691390651563654e-204,1.0568197999356118e-200,2,-,2245390,2246633,2244072,2245235,-
VC0251,CDS,NC_002505,VC0250,CDS,NC_002505,417,50,3.556501610102767e-290,1.5189676116684513e-286,2,+,257288,259786,256165,257314,+
VC0349,CDS,NC_002505,VC0350,CDS,NC_002505,416,25,0.0,0.0,2,+,371755,372964,372983,373986,+
sdhB,CDS,NC_002505,sucA,CDS,NC_002505,412,17,1.5448559709519782e-244,5.086577797784078e-241,2,-,2249547,2250258,2246626,2249099,-
VCA1090,CDS,NC_002506,VCA1092,CDS,NC_002506,408,32,0.0,0.0,2,-,1045744,1046449,1047204,1049287,-
VC0405,CDS,NC_002505,VC0403,CDS,NC_002505,402,34,2.127073386485954e-309,1.025685765406812e-305,2,+,431370,433119,429367,430245,+
VCA1092,CDS,NC_002506,VCA1091,CDS,NC_002506,398,65,0.0,0.0,2,-,1047231,1049286,1046408,1047253,-
VC1874,CDS,NC_002505,VC1872,CDS,NC_002505,397,17,1.2217322877942869e-225,3.472033091553728e-222,2,+,2018301,2019884,2014934,2016877,+
VC0249,CDS,NC_002505,VC0251,CDS,NC_002505,397,21,1.7890236297807398e-225,5.045843257824381e-222,2,+,254738,256186,257277,259765,+
VC1034,CDS,NC_002505,zntA,CDS,NC_002505,394,11,0.0,0.0,2,+,1100376,1101183,1097622,1099960,+
VCA1094,CDS,NC_002506,VCA1095,CDS,NC_002506,389,42,0.0,0.0,2,-,1049729,1050284,1050277,1052457,-
VC0403,CDS,NC_002505,VC0405,CDS,NC_002505,388,19,2.0307316775247492e-293,8.928267111483489e-290,2,+,429383,430242,431368,433107,+
sucA,CDS,NC_002505,sdhB,CDS,NC_002505,383,21,2.8479972531802583e-217,7.468927757815728e-214,2,-,2246621,2249432,2249527,2250266,-
VC1874,CDS,NC_002505,VC1872,5UTR,NC_002505,381,8,0.0,0.0,2,+,2018325,2019885,2014894,2014973,+
Vcr078,sRNA,NC_002505,VCA0051,CDS,NC_002506,378,7,8.740421702025934e-118,9.5928759290526e-115,2,-,2332924,2333105,58290,59676,-
VCA0985,CDS,NC_002506,lldD,CDS,NC_002506,378,13,0.0,0.0,2,+,934145,937014,932902,934051,+
VC2656,CDS,NC_002505,VC2657,CDS,NC_002505,378,26,0.0,0.0,2,+,2826742,2828558,2828545,2829338,+
VCA1092,CDS,NC_002506,VCA1094,CDS,NC_002506,377,28,0.0,0.0,2,-,1047220,1049281,1049723,1050292,-
VCA0691,CDS,NC_002506,VCA0690,CDS,NC_002506,373,27,0.0,0.0,2,-,629303,630078,628070,629319,-
VCA1095,CDS,NC_002506,VCA1093,CDS,NC_002506,371,24,0.0,0.0,2,-,1050273,1052441,1049256,1049750,-
VC1872,CDS,NC_002505,VC1874,CDS,NC_002505,368,7,5.777439181592583e-199,1.3368922718970788e-195,2,+,2014939,2016899,2018296,2019891,+
VCA0690,CDS,NC_002506,VCA0691,CDS,NC_002506,358,45,0.0,0.0,2,-,628092,629333,629304,630084,-
VC0633,3UTR,NC_002505,VCA0052,CDS,NC_002506,358,1,0.0,0.0,2,-,674774,674841,61061,61276,-
VCA1092,CDS,NC_002506,VCA1090,CDS,NC_002506,356,31,0.0,0.0,2,-,1047218,1049292,1045732,1046449,-
fliM,CDS,NC_002505,VC2128,CDS,NC_002505,354,19,0.0,0.0,2,-,2279060,2280134,2280658,2282665,-
rplN,5UTR,NC_002505,rplE,CDS,NC_002505,354,12,0.0,0.0,2,-,2759660,2759740,2758382,2758805,-
VC0350,CDS,NC_002505,VC0349,CDS,NC_002505,350,22,0.0,0.0,2,+,372981,373984,371749,372933,+
VCA1092,CDS,NC_002506,VCA1089,CDS,NC_002506,349,39,2.35547e-318,1.205834978e-314,2,-,1047224,1049288,1044693,1045746,-
VC2295,CDS,NC_002505,VC2294,CDS,NC_002505,345,20,0.0,0.0,2,-,2449453,2450837,2448167,2449469,-
VCA1089,CDS,NC_002506,VCA1092,CDS,NC_002506,342,31,2.63544698133629e-309,1.26267981531821e-305,2,-,1044681,1045747,1047205,1049290,-
VC0407,CDS,NC_002505,VC0405,CDS,NC_002505,339,24,1.8895675981724596e-265,6.957127266457455e-262,2,+,434325,434817,431378,433107,+
VC2658,CDS,NC_002505,VC2656,CDS,NC_002505,337,16,0.0,0.0,2,+,2829304,2829711,2826735,2828561,+
VC2723,CDS,NC_002505,VC2725,CDS,NC_002505,334,19,0.0,0.0,2,-,2896894,2897675,2898166,2899395,-
VCA0690,CDS,NC_002506,VCA0688,CDS,NC_002506,333,15,1.7246816302046111e-259,6.138371879448904e-256,2,-,628075,629331,625875,627631,-
lldD,CDS,NC_002506,VCA0985,CDS,NC_002506,328,14,0.0,0.0,2,+,932909,934043,934153,937030,+
Vcr078,sRNA,NC_002505,VC2295,CDS,NC_002505,327,6,1.5624556396977296e-41,5.566289176890361e-39,2,-,2332924,2333094,2449745,2450838,-
VC0251,CDS,NC_002505,VC0254,CDS,NC_002505,327,18,7.465041565468303e-252,2.5361392894450856e-248,2,+,257306,259778,260748,261954,+
VC1874,3UTR,NC_002505,GcvB,sRNA,NC_002505,327,4,1.3578361032525921e-273,5.258399713061378e-270,2,+,2019850,2019936,954718,954924,-
Vcr043,sRNA,NC_002505,VC0731,3UTR,NC_002505,326,13,1.325141338522543e-255,4.628198546522627e-252,2,+,1114607,1114750,786554,786686,-
VC2725,CDS,NC_002505,VC2723,CDS,NC_002505,323,24,0.0,0.0,2,-,2898171,2899393,2896897,2897682,-
VC2598,CDS,NC_002505,VC2599,CDS,NC_002505,322,21,0.0,0.0,2,-,2765236,2766012,2765999,2768483,-
VC0574,CDS,NC_002505,VC0575,CDS,NC_002505,322,18,0.0,0.0,2,+,604805,606072,606059,606826,+
VC0251,CDS,NC_002505,VC0249,CDS,NC_002505,318,21,4.529565050846281e-155,7.39187434754023e-152,2,+,257288,259726,254801,256194,+
VC2294,CDS,NC_002505,VC2295,CDS,NC_002505,315,9,0.0,0.0,2,-,2448169,2449463,2449435,2450841,-
VC1338,CDS,NC_002505,VC1339,CDS,NC_002505,312,15,0.0,0.0,2,+,1422066,1424610,1424631,1425871,+
VqmR,sRNA,NC_002506,VC0249,CDS,NC_002505,312,5,6.835027695973456e-131,8.585920555410234e-128,2,+,1031473,1031588,254928,256122,+
VC2142,CDS,NC_002505,FlaX,sRNA,NC_002505,311,4,8.356519970594215e-226,2.3838982608326665e-222,2,-,2296282,2297439,2334425,2334723,-
VC1874,CDS,NC_002505,VC1873,CDS,NC_002505,310,31,1.7894386450133657e-224,4.990517362606715e-221,2,+,2018302,2019886,2017022,2018332,+
VC2128,CDS,NC_002505,fliM,CDS,NC_002505,310,18,0.0,0.0,2,-,2280677,2282677,2279060,2280130,-
VCA1071,CDS,NC_002506,VCA1073,CDS,NC_002506,309,11,1.55999431105817e-310,7.571219662223884e-307,2,-,1021266,1022778,1023544,1026673,-
VC0575,CDS,NC_002505,VC0574,CDS,NC_002505,308,22,0.0,0.0,2,+,606091,606821,604802,606078,+
fliD,CDS,NC_002505,VC2142,CDS,NC_002505,304,14,0.0,0.0,2,-,2293815,2295766,2296274,2297445,-
Vcr045,sRNA,NC_002505,Vcr222,sRNA,NC_002505,298,29,0.0,0.0,2,+,1164272,1164326,2783824,2783946,-
VCA1092,CDS,NC_002506,VCA1093,CDS,NC_002506,298,38,1.1625157648435823e-254,4.0226167033697254e-251,2,-,1047220,1049288,1049264,1049761,-
VC1279:VC1281,IGR,NC_002505,VC1279,CDS,NC_002505,298,13,0.0,0.0,2,+,1355361,1356727,1353599,1355221,+
VCA1045,CDS,NC_002506,VCA1046,CDS,NC_002506,297,25,0.0,0.0,2,+,994868,996728,996914,998114,+
VC2142,CDS,NC_002505,fliD,CDS,NC_002505,296,9,0.0,0.0,2,-,2296299,2297428,2293808,2295765,-
VC1874,CDS,NC_002505,GcvB,sRNA,NC_002505,295,8,1.2819943017825703e-103,1.184407437638721e-100,2,+,2018481,2019886,954716,954924,-
VC0405,CDS,NC_002505,VC0407,CDS,NC_002505,295,20,1.7018652465673047e-215,4.401400411276269e-212,2,+,431369,433122,434310,434825,+
VC0583,3UTR,NC_002505,VC0745,3UTR,NC_002505,295,5,5.453356555193743e-150,8.386701336974892e-147,2,-,612524,612577,798769,798821,-
VC1203,CDS,NC_002505,hutH,CDS,NC_002505,293,16,0.0,0.0,2,-,1277825,1279487,1276275,1277845,-
VCA1093,CDS,NC_002506,VCA1095,CDS,NC_002506,291,21,1.3150973702289302e-301,6.067453371986213e-298,2,-,1049260,1049761,1050269,1052400,-
VC1339,CDS,NC_002505,VC1338,CDS,NC_002505,288,17,0.0,0.0,2,+,1424639,1425864,1422042,1424659,+
hutH,CDS,NC_002505,VC1203,CDS,NC_002505,287,19,0.0,0.0,2,-,1276275,1277838,1277819,1279530,-
VC2136,CDS,NC_002505,VC2135,CDS,NC_002505,282,21,0.0,0.0,2,-,2290150,2291210,2288697,2290061,-
VC1439,CDS,NC_002505,VC1442,CDS,NC_002505,282,14,0.0,0.0,2,-,1536314,1537324,1538099,1539570,-
VC2143,5UTR,NC_002505,FlaX,sRNA,NC_002505,282,3,5.741854910749623e-308,2.7161808314447227e-304,2,-,2298781,2298877,2334424,2334689,-
Vcr078,sRNA,NC_002505,VC1832,CDS,NC_002505,280,3,7.912774297386947e-203,1.8895047731004337e-199,2,-,2332926,2333094,1974010,1974418,+
VCA0189,CDS,NC_002506,VCA0191,CDS,NC_002506,280,9,0.0,0.0,2,+,205594,206623,207079,208596,+
VqmR,sRNA,NC_002506,rplL,CDS,NC_002505,279,3,1.1386888177056875e-304,5.319228242199685e-301,2,+,1031439,1031589,339778,340146,+
VCA0052,CDS,NC_002506,VC0633,3UTR,NC_002505,278,5,0.0,0.0,2,-,61080,61269,674774,674849,-
VC2725,CDS,NC_002505,VC2724,CDS,NC_002505,278,31,0.0,0.0,2,-,2898175,2899391,2897649,2898174,-
VCA1073,CDS,NC_002506,VCA1071,CDS,NC_002506,277,10,1.3344096980637549e-266,4.93743479063077e-263,2,-,1023555,1026636,1021287,1022791,-
VC2062,CDS,NC_002505,VC2063,CDS,NC_002505,275,25,2.2406190680524195e-257,7.899429351913223e-254,2,-,2216446,2217626,2217595,2220006,-
VC1442,CDS,NC_002505,VC1439,CDS,NC_002505,275,11,0.0,0.0,2,-,1538120,1539568,1536321,1537325,-
VC0402,CDS,NC_002505,VC0404,CDS,NC_002505,274,23,2.147643057127657e-220,5.815895211855939e-217,2,+,427721,429394,430213,431360,+
VC2657,CDS,NC_002505,VC2656,CDS,NC_002505,274,25,1.4103803755093e-311,6.981083970214802e-308,2,+,2828551,2829335,2826731,2828515,+
VC0252,CDS,NC_002505,VC0254,CDS,NC_002505,272,9,2.112324766235726e-308,1.0055984408473719e-304,2,+,259823,260412,260790,261955,+
VC1084,CDS,NC_002505,VC1085,CDS,NC_002505,271,19,0.0,0.0,2,+,1149984,1151323,1151308,1152643,+
VC0305,CDS,NC_002505,VC0304,CDS,NC_002505,267,9,0.0,0.0,2,-,316337,317649,314840,316359,-
VqmR,sRNA,NC_002506,VC2063,CDS,NC_002505,264,3,9.824022690520675e-120,1.1025002089044417e-116,2,+,1031471,1031589,2217673,2219982,-
rplO,CDS,NC_002505,secY,CDS,NC_002505,263,10,0.0,0.0,2,-,2755586,2756042,2754222,2755597,-
VC1873,CDS,NC_002505,VC1874,CDS,NC_002505,263,16,4.116472856883237e-174,8.054256308235485e-171,2,+,2017024,2018326,2018303,2019860,+
Vcr078,sRNA,NC_002505,VC0583,CDS,NC_002505,261,7,2.1548206165703492e-36,6.7528373819529445e-34,2,-,2332924,2333092,612556,613185,-
thrA,CDS,NC_002505,VC2363,CDS,NC_002505,261,11,0.0,0.0,2,-,2519975,2522320,2518951,2519854,-
VC2617,CDS,NC_002505,argD,CDS,NC_002505,260,17,0.0,0.0,2,-,2785350,2786378,2786506,2787756,-
VCA1095,CDS,NC_002506,VCA1094,CDS,NC_002506,258,52,2.247396357273789e-238,7.057749960339751e-235,2,-,1050273,1052464,1049724,1050294,-
VC0408,CDS,NC_002505,VC0406,CDS,NC_002505,256,7,9.017403144884406e-210,2.2541034862017433e-206,2,+,434808,435453,433125,434319,+
VC2135,CDS,NC_002505,VC2136,CDS,NC_002505,255,18,2.074e-320,1.08406323e-316,2,-,2288698,2290161,2290127,2291219,-
VCA1091,CDS,NC_002506,VCA1089,CDS,NC_002506,254,29,3.88003471703e-312,1.93333852542094e-308,2,-,1046417,1047232,1044688,1045764,-
VC0254,CDS,NC_002505,VC0251,CDS,NC_002505,253,16,2.2942646425705564e-170,4.2762461112738154e-167,2,+,260778,261947,257284,259790,+
VqmR,sRNA,NC_002506,sucA,CDS,NC_002505,250,2,7.123915088263404e-6,0.0003565621353672843,2,+,1031446,1031589,2246628,2249481,-
VC0188,CDS,NC_002505,uvrD,CDS,NC_002505,248,7,0.0,0.0,2,+,192041,194074,194194,196077,+
uvrD,CDS,NC_002505,VC0188,CDS,NC_002505,248,7,0.0,0.0,2,+,194198,196135,192045,194078,+
VC2207,CDS,NC_002505,VC2206,3UTR,NC_002505,247,9,0.0,0.0,2,-,2351885,2352010,2350729,2350924,-
VC2063,CDS,NC_002505,VC2062,CDS,NC_002505,247,20,6.910352282390553e-221,1.878153338981739e-217,2,-,2217599,2219987,2216455,2217624,-
VC0180,CDS,NC_002505,VC0179,CDS,NC_002505,247,21,0.0,0.0,2,+,181722,183493,180414,181749,+
VC2363,CDS,NC_002505,thrA,CDS,NC_002505,245,14,0.0,0.0,2,-,2518941,2519852,2519937,2522286,-
VCA1093,CDS,NC_002506,VCA1092,CDS,NC_002506,245,33,5.056064124139687e-191,1.1348328334943653e-187,2,-,1049261,1049756,1047230,1049285,-
VC2599,CDS,NC_002505,VC2598,CDS,NC_002505,244,9,2.4071966326531604e-254,8.291161717900277e-251,2,-,2766288,2768480,2765231,2766008,-
VCA0688,CDS,NC_002506,VCA0690,CDS,NC_002506,244,16,2.337920919985907e-161,3.998636563327292e-158,2,-,625878,627629,628074,629319,-
VC1511,CDS,NC_002505,VC1513,CDS,NC_002505,242,7,0.0,0.0,2,-,1623268,1624349,1624954,1627849,-
VCA0769,CDS,NC_002506,VCA0768,CDS,NC_002506,239,10,0.0,0.0,2,-,712734,713369,711462,712726,-
rpsE,CDS,NC_002505,rpsH,CDS,NC_002505,239,22,0.0,0.0,2,-,2756221,2756761,2757665,2758091,-
VC2187,CDS,NC_002505,Vcr078,sRNA,NC_002505,238,61,5.744111720439677e-11,6.51875568458485e-9,2,-,2333122,2334117,2332936,2333111,-
VC0403,CDS,NC_002505,VC0404,CDS,NC_002505,237,35,1.0859790579515346e-182,2.286423367707099e-179,2,+,429387,430229,430258,431382,+
VCA0114,CDS,NC_002506,VCA0116,CDS,NC_002506,236,8,1.3491281404000787e-287,5.729333275236057e-284,2,+,124031,125379,126161,128805,+
VC0038,3UTR,NC_002505,Vcr078,sRNA,NC_002505,234,5,1.6710669024779634e-20,3.2415922193518672e-18,2,-,36492,36538,2332935,2333134,-
VC1279,CDS,NC_002505,VC1279:VC1281,IGR,NC_002505,234,9,0.0,0.0,2,+,1353664,1355218,1355390,1356653,+
VCA1046,CDS,NC_002506,VCA1045,CDS,NC_002506,234,21,0.0,0.0,2,+,996945,998106,994862,996711,+
VC0414,CDS,NC_002505,VC0412,CDS,NC_002505,233,28,1.805966143914061e-228,5.211627812169728e-225,2,+,438237,441985,437053,437844,+
VC1411,CDS,NC_002505,VC1410,CDS,NC_002505,233,15,0.0,0.0,2,+,1504284,1505827,1503051,1504309,+
VC0403,CDS,NC_002505,VC0402,CDS,NC_002505,233,36,7.623589237140001e-236,2.3448591853681917e-232,2,+,429389,430229,427688,429339,+
VC0178,CDS,NC_002505,VC0179,CDS,NC_002505,231,22,4.164823376122696e-301,1.9097324896532963e-297,2,+,179321,180399,180411,181744,+
VC1464:VC1470,IGR,NC_002505,VC1455:VC1464,IGR,NC_002505,231,123,0.0,0.0,2,+,1573429,1574689,1566501,1567157,+
VC2769,CDS,NC_002505,VC2766,CDS,NC_002505,230,8,0.0,0.0,2,-,2955110,2955380,2952501,2954060,-
VC0767,CDS,NC_002505,guaA,CDS,NC_002505,230,11,0.0,0.0,2,+,820008,821415,821604,823152,+
fadA,CDS,NC_002505,fadB,CDS,NC_002505,227,8,0.0,0.0,2,+,2944544,2945699,2942387,2944495,+
VC0404,CDS,NC_002505,VC0402,CDS,NC_002505,226,24,3.5264541710897566e-165,6.231052774580528e-162,2,+,430216,431382,427705,429397,+
VCA0051,CDS,NC_002506,Vcr078,sRNA,NC_002505,226,4,3.263850579116937e-37,1.0465296748787744e-34,2,-,58282,59671,2332936,2333034,-
VC2617,CDS,NC_002505,astD,CDS,NC_002505,226,21,4.2346175395431656e-268,1.582514686085137e-264,2,-,2785354,2786403,2783911,2785335,-
VC2659,CDS,NC_002505,VC2656,CDS,NC_002505,226,18,1.9371230361550024e-273,7.463096007406699e-270,2,+,2829680,2830087,2826737,2828558,+
VC0406,CDS,NC_002505,VC0408,CDS,NC_002505,226,15,1.9625812730711127e-174,3.8601804472533287e-171,2,+,433100,434319,434816,435455,+
VC1971,CDS,NC_002505,VC1972,CDS,NC_002505,225,9,0.0,0.0,2,-,2121857,2123263,2123261,2124274,-
VC0179,CDS,NC_002505,VC0180,CDS,NC_002505,224,13,1.0469816293917828e-286,4.421089917947725e-283,2,+,180421,181744,181716,183490,+
VC0402,CDS,NC_002505,VC0403,CDS,NC_002505,224,31,2.715102927183568e-223,7.543928623158691e-220,2,+,427694,429383,429368,430225,+
VC1315,CDS,NC_002505,VC1316:VC1321,IGR,NC_002505,224,9,0.0,0.0,2,+,1398509,1399834,1400403,1402972,+
fliL,CDS,NC_002505,VC2128,CDS,NC_002505,224,17,1.8946137649097565e-267,7.045116571847366e-264,2,-,2280107,2280638,2280743,2282709,-
VC1086,CDS,NC_002505,VC1087,CDS,NC_002505,223,10,2.629829509165e-312,1.3191824913294523e-308,2,+,1152664,1154223,1154235,1155599,+
oppB,CDS,NC_002505,oppD,CDS,NC_002505,223,6,0.0,0.0,2,+,1160456,1161379,1162282,1163278,+
VC1338,CDS,NC_002505,VC1340,CDS,NC_002505,222,12,0.0,0.0,2,+,1422040,1424664,1425839,1427702,+
